ZAT,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,accesibilidad_arterial
1032.0,56,DANUBIO,05,USME,0.0
1033.0,78,TINTAL NORTE,08,KENNEDY,3.0
1034.0,78,TINTAL NORTE,08,KENNEDY,3.0
1035.0,79,CALANDAIMA,08,KENNEDY,6.0
1036.0,2,LA ACADEMIA,11,SUBA,7.0
1037.0,2,LA ACADEMIA,11,SUBA,3.0
1009.0,2,LA ACADEMIA,11,SUBA,4.0
1038.0,2,LA ACADEMIA,11,SUBA,4.0
1039.0,2,LA ACADEMIA,11,SUBA,5.0
1040.0,3,GUAYMARAL,11,SUBA,5.0
1041.0,,,,,0.0
1042.0,2,LA ACADEMIA,11,SUBA,7.0
1070.0,,,,,10.0
1043.0,2,LA ACADEMIA,11,SUBA,7.0
1044.0,,,,,5.0
1045.0,,,,,7.0
1046.0,,,,,2.0
1047.0,,,,,7.0
1048.0,72,BOLIVIA,10,ENGATIVA,11.0
1049.0,72,BOLIVIA,10,ENGATIVA,3.0
1050.0,64,MONTE BLANCO,19,CIUDAD BOLIVAR,3.0
1051.0,64,MONTE BLANCO,19,CIUDAD BOLIVAR,1.0
1052.0,61,CIUDAD USME,05,USME,5.0
1054.0,71,TIBABUYES,11,SUBA,0.0
1055.0,71,TIBABUYES,11,SUBA,0.0
1056.0,,,,,1.0
1057.0,,,,,5.0
1058.0,,,,,2.0
1059.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,4.0
1060.0,,,,,1.0
1061.0,,,,,2.0
1062.0,,,,,5.0
1064.0,,,,,1.0
1065.0,27,SUBA,11,SUBA,4.0
1066.0,27,SUBA,11,SUBA,3.0
1067.0,62,TUNJUELITO,06,TUNJUELITO,2.0
1068.0,56,DANUBIO,05,USME,2.0
1069.0,2,LA ACADEMIA,11,SUBA,6.0
1072.0,,,,,1.0
1074.0,,,,,1.0
1075.0,,,,,1.0
1076.0,,,,,0.0
1073.0,,,,,0.0
1800.0,,,,,0.0
1801.0,,,,,0.0
1802.0,,,,,0.0
1803.0,,,,,0.0
1804.0,,,,,0.0
1805.0,,,,,0.0
1806.0,,,,,0.0
1807.0,,,,,0.0
1808.0,,,,,0.0
1809.0,,,,,0.0
1810.0,,,,,0.0
1600.0,,,,,0.0
1601.0,,,,,0.0
1602.0,,,,,0.0
1603.0,,,,,0.0
1604.0,,,,,0.0
1605.0,,,,,0.0
1606.0,,,,,0.0
1607.0,,,,,0.0
1608.0,,,,,0.0
1609.0,,,,,0.0
1610.0,,,,,0.0
1611.0,,,,,0.0
1612.0,,,,,0.0
1613.0,,,,,0.0
1614.0,,,,,0.0
1615.0,,,,,0.0
1616.0,,,,,0.0
1617.0,,,,,0.0
1501.0,,,,,0.0
1502.0,,,,,0.0
1503.0,,,,,0.0
1504.0,,,,,0.0
1505.0,,,,,0.0
1506.0,,,,,0.0
1507.0,,,,,0.0
1508.0,,,,,0.0
1509.0,,,,,0.0
1510.0,,,,,0.0
1511.0,,,,,0.0
1512.0,,,,,0.0
1513.0,,,,,0.0
1514.0,,,,,0.0
1515.0,,,,,0.0
1516.0,,,,,0.0
1517.0,,,,,0.0
1518.0,,,,,0.0
1519.0,,,,,0.0
1520.0,,,,,0.0
1811.0,,,,,0.0
1812.0,,,,,0.0
1813.0,,,,,0.0
1814.0,,,,,0.0
1815.0,,,,,0.0
1816.0,,,,,0.0
1817.0,,,,,0.0
1818.0,,,,,0.0
1819.0,,,,,0.0
1820.0,,,,,0.0
1821.0,,,,,0.0
1822.0,,,,,0.0
1823.0,,,,,0.0
1618.0,,,,,0.0
1521.0,,,,,0.0
1522.0,77,ZONA FRANCA,09,FONTIBON,0.0
1619.0,76,FONTIBON SAN PABLO,09,FONTIBON,0.0
1620.0,117,AEROPUERTO EL DORADO,09,FONTIBON,1.0
1621.0,,,,,0.0
1622.0,,,,,0.0
1700.0,,,,,0.0
1701.0,,,,,0.0
1702.0,,,,,0.0
1703.0,,,,,0.0
1704.0,,,,,0.0
1705.0,,,,,0.0
1706.0,,,,,0.0
1708.0,,,,,0.0
1709.0,,,,,0.0
1710.0,,,,,0.0
1711.0,,,,,0.0
1712.0,,,,,0.0
1713.0,,,,,0.0
1714.0,,,,,0.0
1715.0,,,,,0.0
1716.0,,,,,0.0
1717.0,,,,,0.0
1718.0,,,,,0.0
1719.0,,,,,0.0
1720.0,,,,,0.0
1721.0,,,,,0.0
1722.0,,,,,0.0
1723.0,,,,,0.0
1824.0,,,,,0.0
1825.0,,,,,0.0
1826.0,,,,,0.0
1830.0,,,,,0.0
1828.0,,,,,0.0
1827.0,,,,,0.0
1845.0,,,,,0.0
1724.0,,,,,0.0
1725.0,,,,,0.0
1726.0,,,,,0.0
1728.0,,,,,0.0
1523.0,,,,,0.0
1831.0,,,,,0.0
938.0,,,,,0.0
1524.0,,,,,0.0
1525.0,,,,,0.0
791.0,77,ZONA FRANCA,09,FONTIBON,0.0
1727.0,,,,,0.0
1526.0,,,,,0.0
1527.0,,,,,0.0
1530.0,,,,,0.0
1528.0,,,,,0.0
1529.0,,,,,0.0
1729.0,,,,,0.0
1840.0,,,,,0.0
794.0,,,,,0.0
934.0,,,,,0.0
1842.0,,,,,0.0
937.0,,,,,0.0
806.0,,,,,0.0
1843.0,,,,,0.0
1844.0,,,,,0.0
813.0,,,,,0.0
1846.0,,,,,0.0
1906.0,,,,,0.0
1907.0,,,,,0.0
1904.0,,,,,0.0
1905.0,,,,,0.0
1901.0,,,,,0.0
1902.0,,,,,0.0
1900.0,,,,,0.0
1908.0,87,TINTAL SUR,07,BOSA,0.0
1141.0,9,VERBENAL,01,USAQUEN,1.0
481.0,96,LOURDES,03,SANTA FE,1.0
1031.0,57,GRAN YOMASA,05,USME,0.0
673.0,66,SAN FRANCISCO,19,CIUDAD BOLIVAR,4.0
763.0,61,CIUDAD USME,05,USME,4.0
767.0,,,,,0.0
773.0,,,,,0.0
921.0,,,,,0.0
789.0,,,,,0.0
1903.0,,,,,0.0
404.0,77,ZONA FRANCA,09,FONTIBON,0.0
