codigo_upz,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
11.0,2016,2,58,5,4,1,2,33,37,68372,32535,35837,10.238109167495464,8.483004738781958,0.7312935119639618,0.5850348095711695,0.14625870239279237,0.29251740478558474,11.372368218841247,9.208360074783045
11.0,2016,3,74,2,9,1,3,43,46,68372,32535,35837,13.017024512958521,10.823143977066636,0.29251740478558474,1.3163283215351314,0.14625870239279237,0.4387761071783771,14.138619947748577,11.998772218656695
11.0,2016,4,73,2,2,1,1,34,45,68372,32535,35837,11.554437489030597,10.676885274673843,0.29251740478558474,0.29251740478558474,0.14625870239279237,0.14625870239279237,13.831258644536653,9.48740128917041
11.0,2017,1,71,1,8,1,2,42,41,68115,32377,35738,12.185274902738017,10.423548410775894,0.14681054099684357,1.1744843279747486,0.14681054099684357,0.29362108199368714,12.66331037464867,11.752196541496447
11.0,2017,2,85,4,9,1,0,49,50,68115,32377,35738,14.534243558687514,12.478895984731704,0.5872421639873743,1.321294868971592,0.14681054099684357,0.0,15.443061432498379,13.710895965079189
11.0,2017,3,91,5,5,4,0,48,57,68115,32377,35738,15.415106804668577,13.359759230712765,0.7340527049842179,0.7340527049842179,0.5872421639873743,0.0,17.60509003304815,13.431081761710224
11.0,2017,4,105,1,2,3,4,55,60,68115,32377,35738,16.883212214637012,15.415106804668577,0.14681054099684357,0.29362108199368714,0.44043162299053074,0.5872421639873743,18.531673718998054,15.389781185292964
11.0,2018,1,108,3,13,5,6,64,71,68168,32450,35718,19.804013613425653,15.843210890740522,0.440089191409459,1.9070531627743221,0.7334819856824316,0.880178382818918,21.879815100154083,17.918136513802565
11.0,2018,2,101,0,14,10,2,61,65,68168,32450,35718,18.630442436333762,14.81633611078512,0.0,2.0537495599108087,1.4669639713648632,0.29339279427297266,20.03081664098613,17.07822386471807
11.0,2018,3,134,3,6,4,3,79,71,68168,32450,35718,22.00445957047295,19.65731721628917,0.440089191409459,0.880178382818918,0.5867855885459453,0.440089191409459,21.879815100154083,22.11769975922504
11.0,2018,4,109,2,6,3,3,52,71,68168,32450,35718,18.04365684778782,15.98990728787701,0.29339279427297266,0.880178382818918,0.440089191409459,0.440089191409459,21.879815100154083,14.558485917464584
11.0,2019,1,74,0,4,2,2,33,49,69583,33095,36488,11.784487590359713,10.634781483983156,0.0,0.5748530531882787,0.28742652659413936,0.28742652659413936,14.805861912675631,9.044069283051963
12.0,2015,1,64,0,4,2,3,29,44,58543,26971,31572,12.4694668875869,10.932135353500845,0.0,0.6832584595938028,0.3416292297969014,0.5124438446953521,16.31381854584554,9.185354111237805
12.0,2015,2,60,1,6,3,1,31,40,58543,26971,31572,12.127837657790002,10.248876893907042,0.1708146148984507,1.0248876893907042,0.5124438446953521,0.1708146148984507,14.830744132586853,9.818826808564552
12.0,2015,3,45,3,2,1,1,18,34,58543,26971,31572,8.882359974719437,7.686657670430282,0.5124438446953521,0.3416292297969014,0.1708146148984507,0.1708146148984507,12.606132512698826,5.701254275940707
12.0,2015,4,56,0,4,2,2,22,42,58543,26971,31572,10.932135353500845,9.56561843431324,0.0,0.6832584595938028,0.3416292297969014,0.3416292297969014,15.572281339216195,6.968199670594197
12.0,2016,1,77,0,3,4,2,35,51,58538,26946,31592,14.691311626635692,13.153848781987769,0.0,0.5124876148826404,0.6833168198435204,0.3416584099217602,18.926742373636163,11.078754114965815
12.0,2016,2,94,0,2,4,1,36,65,58538,26946,31592,17.253749701048893,16.05794526632273,0.0,0.3416584099217602,0.6833168198435204,0.1708292049608801,24.12231871149707,11.39528994682198
12.0,2016,3,87,0,3,4,2,34,62,58538,26946,31592,16.399603676244492,14.86214083159657,0.0,0.5124876148826404,0.6833168198435204,0.3416584099217602,23.008980924812587,10.762218283109648
