ZAT,AÑO,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO
1.0,2021,1,0,0,1
2.0,2022,1,0,1,0
3.0,2019,1,0,0,1
4.0,2019,2,0,1,1
4.0,2021,1,0,1,0
6.0,2019,1,0,0,1
6.0,2022,1,0,1,0
7.0,2018,5,0,1,4
7.0,2019,9,0,2,7
7.0,2020,4,0,0,4
7.0,2021,3,0,0,3
7.0,2022,1,0,0,1
9.0,2018,13,0,6,7
9.0,2019,22,0,7,15
9.0,2020,15,0,7,8
9.0,2021,18,0,7,11
9.0,2022,11,0,4,7
10.0,2018,8,0,4,4
10.0,2019,6,0,3,3
10.0,2020,3,0,1,2
10.0,2021,3,0,1,2
10.0,2022,3,0,0,3
11.0,2018,11,0,3,8
11.0,2019,9,0,3,6
11.0,2020,5,0,1,4
11.0,2021,16,0,7,9
11.0,2022,6,0,4,2
12.0,2018,5,0,2,3
12.0,2019,5,0,1,4
12.0,2020,3,0,0,3
12.0,2021,2,0,2,0
12.0,2022,3,0,1,2
13.0,2018,2,0,1,1
13.0,2019,4,0,3,1
13.0,2020,2,0,0,2
13.0,2021,6,0,3,3
13.0,2022,6,0,4,2
14.0,2018,1,0,1,0
14.0,2019,2,0,1,1
14.0,2021,1,0,0,1
14.0,2022,1,0,1,0
15.0,2018,1,0,1,0
15.0,2019,1,0,1,0
15.0,2020,1,0,0,1
15.0,2021,1,0,0,1
15.0,2022,4,0,0,4
16.0,2019,3,0,1,2
16.0,2020,3,0,1,2
16.0,2021,3,0,2,1
16.0,2022,1,0,0,1
17.0,2018,3,0,1,2
17.0,2019,2,0,0,2
17.0,2020,1,0,0,1
17.0,2021,2,0,0,2
17.0,2022,1,0,1,0
18.0,2019,3,0,2,1
20.0,2018,1,0,0,1
20.0,2019,2,0,0,2
20.0,2021,2,0,1,1
20.0,2022,1,0,0,1
21.0,2018,1,0,0,1
21.0,2019,2,0,2,0
21.0,2020,1,0,1,0
21.0,2021,1,0,1,0
22.0,2020,1,0,0,1
22.0,2021,3,0,2,1
23.0,2018,1,0,0,1
23.0,2019,4,0,2,2
23.0,2020,3,0,3,0
23.0,2021,3,0,1,2
23.0,2022,2,0,1,1
24.0,2018,2,0,1,1
24.0,2019,1,0,1,0
24.0,2020,3,0,1,2
24.0,2021,4,0,2,2
24.0,2022,3,0,1,2
25.0,2018,6,0,4,2
25.0,2019,6,0,2,4
25.0,2020,5,0,3,2
25.0,2021,5,0,1,4
25.0,2022,4,0,3,1
26.0,2018,28,0,15,13
26.0,2019,32,0,14,18
26.0,2020,13,0,4,9
26.0,2021,10,0,3,7
26.0,2022,10,0,3,7
27.0,2018,26,0,11,15
27.0,2019,41,0,11,30
27.0,2020,14,0,7,7
27.0,2021,14,0,5,9
27.0,2022,30,0,13,17
28.0,2018,5,0,1,4
28.0,2019,7,0,3,4
28.0,2020,3,0,2,1
28.0,2021,4,0,3,1
28.0,2022,2,0,2,0
29.0,2018,1,0,0,1
29.0,2019,4,0,3,1
29.0,2021,1,0,1,0
29.0,2022,1,0,1,0
30.0,2018,1,0,1,0
30.0,2019,2,0,1,1
30.0,2020,2,0,2,0
30.0,2021,1,0,1,0
30.0,2022,1,0,0,1
32.0,2018,3,0,2,1
32.0,2019,1,0,0,1
32.0,2020,2,0,0,2
33.0,2018,7,0,2,5
33.0,2019,9,0,5,4
33.0,2020,10,0,3,7
33.0,2021,16,0,5,11
33.0,2022,14,0,7,7
36.0,2018,10,0,3,7
36.0,2019,13,0,4,9
36.0,2020,14,0,7,7
36.0,2021,9,0,4,5
36.0,2022,13,0,4,9
37.0,2018,15,0,5,10
37.0,2019,15,0,10,5
37.0,2020,17,0,5,12
37.0,2021,10,0,3,7
37.0,2022,7,0,4,3
38.0,2018,2,0,0,2
38.0,2019,6,0,3,3
38.0,2020,1,0,1,0
38.0,2021,3,0,1,2
38.0,2022,1,0,0,1
39.0,2018,4,0,4,0
39.0,2019,5,0,2,3
39.0,2020,5,0,1,4
39.0,2021,5,0,2,3
39.0,2022,4,0,1,3
40.0,2018,15,0,8,7
40.0,2019,20,0,12,8
40.0,2020,25,0,11,14
40.0,2021,17,0,11,6
40.0,2022,14,0,5,9
41.0,2018,22,0,13,9
41.0,2019,32,0,14,18
41.0,2020,22,0,9,13
41.0,2021,19,0,14,5
41.0,2022,18,0,6,12
42.0,2018,3,0,1,2
42.0,2019,2,0,1,1
42.0,2021,1,0,0,1
42.0,2022,2,0,0,2
43.0,2019,1,0,1,0
43.0,2020,1,0,0,1
43.0,2021,1,0,1,0
44.0,2018,5,0,4,1
44.0,2019,8,0,5,3
44.0,2020,3,0,2,1
44.0,2021,3,0,1,2
44.0,2022,3,0,1,2
45.0,2018,3,0,2,1
45.0,2019,4,0,2,2
45.0,2020,4,0,2,2
45.0,2021,5,0,5,0
45.0,2022,4,0,1,3
46.0,2018,9,0,4,5
46.0,2019,9,0,2,7
46.0,2020,11,0,4,7
46.0,2021,13,0,4,9
46.0,2022,13,0,7,6
47.0,2018,7,0,2,5
47.0,2019,6,0,1,5
47.0,2020,9,0,1,8
47.0,2021,10,0,3,7
47.0,2022,15,0,8,7
48.0,2018,1,0,0,1
48.0,2019,2,0,0,2
48.0,2020,2,0,0,2
48.0,2021,5,0,2,3
48.0,2022,3,0,2,1
49.0,2018,8,0,2,6
49.0,2019,6,0,2,4
49.0,2020,1,0,0,1
49.0,2021,3,0,1,2
49.0,2022,9,0,1,8
50.0,2018,7,0,3,4
50.0,2019,4,0,1,3
50.0,2020,9,0,3,6
50.0,2021,2,0,2,0
50.0,2022,4,0,3,1
51.0,2018,9,0,4,5
51.0,2019,9,0,3,6
51.0,2020,4,0,2,2
51.0,2021,9,0,2,7
51.0,2022,4,0,1,3
52.0,2018,17,0,7,10
52.0,2019,23,0,9,14
52.0,2020,12,0,5,7
52.0,2021,21,0,12,9
52.0,2022,25,0,11,14
53.0,2018,9,0,5,4
53.0,2019,19,0,10,9
53.0,2020,11,0,5,6
53.0,2021,15,0,6,9
53.0,2022,7,0,5,2
54.0,2018,11,0,4,7
54.0,2019,7,0,4,3
54.0,2020,7,0,3,4
54.0,2021,8,0,1,7
54.0,2022,6,0,3,3
55.0,2018,10,0,4,6
55.0,2019,13,0,8,5
55.0,2020,11,0,2,9
55.0,2021,6,0,3,3
55.0,2022,10,0,4,6
56.0,2018,11,0,6,5
56.0,2019,12,0,7,5
56.0,2020,7,0,4,3
56.0,2021,17,0,5,12
56.0,2022,12,0,4,8
57.0,2018,1,0,0,1
57.0,2020,1,0,1,0
57.0,2021,3,0,1,2
58.0,2018,1,0,0,1
58.0,2019,1,0,1,0
58.0,2020,4,0,3,1
58.0,2021,3,0,1,2
58.0,2022,3,0,1,2
59.0,2018,7,0,2,5
59.0,2019,6,0,4,2
59.0,2020,4,0,0,4
59.0,2021,5,0,3,2
59.0,2022,3,0,1,2
60.0,2018,6,0,3,3
60.0,2019,1,0,0,1
60.0,2020,4,0,3,1
60.0,2021,8,0,2,6
60.0,2022,2,0,0,2
61.0,2018,3,0,2,1
61.0,2019,3,0,1,2
61.0,2020,4,0,2,2
61.0,2021,2,0,0,2
61.0,2022,1,0,0,1
62.0,2018,6,0,4,2
62.0,2019,15,0,5,10
62.0,2020,4,0,1,3
62.0,2021,2,0,0,2
62.0,2022,4,0,1,3
63.0,2018,3,0,2,1
63.0,2019,11,0,4,7
63.0,2020,6,0,3,3
63.0,2021,8,0,4,4
63.0,2022,9,0,3,6
64.0,2018,5,0,3,2
64.0,2019,9,0,4,5
64.0,2020,6,0,3,3
64.0,2021,8,0,3,5
64.0,2022,4,0,0,4
65.0,2018,8,0,2,6
65.0,2019,8,0,4,4
65.0,2020,5,0,0,5
65.0,2021,8,0,3,5
65.0,2022,2,0,1,1
66.0,2018,8,0,3,5
66.0,2019,6,0,3,3
66.0,2020,7,0,1,6
66.0,2021,10,0,5,5
66.0,2022,6,0,4,2
67.0,2018,18,0,7,11
67.0,2019,17,0,6,11
67.0,2020,7,0,5,2
67.0,2021,26,0,10,16
67.0,2022,16,0,6,10
68.0,2018,13,0,7,6
68.0,2019,20,0,13,7
68.0,2020,10,0,3,7
68.0,2021,9,0,5,4
68.0,2022,7,0,4,3
69.0,2018,37,0,20,17
69.0,2019,42,0,23,19
69.0,2020,23,0,12,11
69.0,2021,15,0,5,10
69.0,2022,15,0,6,9
69.0,2023,1,0,0,1
70.0,2018,4,0,2,2
70.0,2019,7,0,4,3
70.0,2020,6,0,2,4
70.0,2021,7,0,3,4
70.0,2022,9,0,4,5
71.0,2018,5,0,2,3
71.0,2019,11,0,5,6
71.0,2020,3,0,0,3
71.0,2021,15,0,6,9
71.0,2022,5,0,3,2
72.0,2018,11,0,3,8
72.0,2019,9,0,3,6
72.0,2020,10,0,6,4
72.0,2021,8,0,4,4
72.0,2022,6,0,1,5
73.0,2018,7,0,1,6
73.0,2019,8,0,4,4
73.0,2020,3,0,0,3
73.0,2021,10,0,5,5
73.0,2022,6,0,1,5
74.0,2018,3,0,0,3
74.0,2019,6,0,2,4
74.0,2020,3,0,2,1
74.0,2021,3,0,1,2
74.0,2022,4,0,3,1
75.0,2018,13,0,5,8
75.0,2019,7,0,4,3
75.0,2020,10,0,6,4
75.0,2021,9,0,3,6
75.0,2022,9,0,3,6
76.0,2018,9,0,4,5
76.0,2019,15,0,8,7
76.0,2020,5,0,3,2
76.0,2021,7,0,4,3
76.0,2022,6,0,3,3
77.0,2018,13,0,7,6
77.0,2019,11,0,3,8
77.0,2020,1,0,1,0
77.0,2021,5,0,2,3
77.0,2022,6,0,3,3
78.0,2018,3,0,0,3
78.0,2019,3,0,1,2
78.0,2020,4,0,2,2
78.0,2021,1,0,0,1
78.0,2022,1,0,0,1
79.0,2018,4,0,1,3
79.0,2019,1,0,0,1
79.0,2020,3,0,0,3
79.0,2021,2,0,0,2
79.0,2022,3,0,2,1
80.0,2018,2,0,2,0
80.0,2019,1,0,0,1
80.0,2022,2,0,0,2
81.0,2018,3,0,1,2
81.0,2019,2,0,0,2
81.0,2020,2,0,2,0
81.0,2021,2,0,0,2
81.0,2022,1,0,1,0
82.0,2018,8,0,2,6
82.0,2019,6,0,1,5
82.0,2020,11,0,7,4
82.0,2021,5,0,0,5
82.0,2022,4,0,2,2
83.0,2019,5,0,1,4
83.0,2020,2,0,1,1
83.0,2021,4,0,2,2
85.0,2018,1,0,0,1
85.0,2020,2,0,1,1
85.0,2022,2,0,0,2
86.0,2018,11,0,3,8
86.0,2019,14,0,5,9
86.0,2020,8,0,4,4
86.0,2021,5,0,1,4
86.0,2022,11,0,4,7
87.0,2018,23,0,10,13
87.0,2019,20,0,11,9
87.0,2020,14,0,5,9
87.0,2021,14,0,6,8
87.0,2022,10,0,2,8
88.0,2018,22,0,9,13
88.0,2019,24,0,14,10
88.0,2020,6,0,2,4
88.0,2021,11,0,3,8
88.0,2022,5,0,4,1
89.0,2018,33,0,11,22
89.0,2019,25,0,12,13
89.0,2020,16,0,6,10
89.0,2021,16,0,6,10
89.0,2022,27,0,12,15
90.0,2018,1,0,0,1
90.0,2019,2,0,0,2
90.0,2021,2,0,1,1
90.0,2022,1,0,0,1
91.0,2018,1,0,1,0
91.0,2019,3,0,2,1
91.0,2020,5,0,0,5
91.0,2021,4,0,0,4
91.0,2022,3,0,1,2
92.0,2018,1,0,0,1
92.0,2019,5,0,2,3
92.0,2020,6,0,3,3
92.0,2021,6,0,4,2
92.0,2022,4,0,2,2
93.0,2018,9,0,3,6
93.0,2019,17,0,7,10
93.0,2020,10,0,6,4
93.0,2021,10,0,4,6
93.0,2022,10,0,4,6
94.0,2018,11,0,4,7
94.0,2019,13,0,8,5
94.0,2020,13,0,3,10
94.0,2021,15,0,6,9
94.0,2022,15,0,9,6
95.0,2018,6,0,2,4
95.0,2019,12,0,9,3
95.0,2020,9,0,2,7
95.0,2021,8,0,5,3
95.0,2022,2,0,1,1
96.0,2018,3,0,1,2
96.0,2019,7,0,3,4
96.0,2020,6,0,2,4
96.0,2021,4,0,2,2
96.0,2022,7,0,2,5
97.0,2018,4,0,3,1
97.0,2019,2,0,1,1
97.0,2020,4,0,3,1
97.0,2021,3,0,0,3
97.0,2022,2,0,0,2
98.0,2019,1,0,0,1
98.0,2022,1,0,1,0
99.0,2018,11,0,6,5
99.0,2019,7,0,0,7
99.0,2020,8,0,3,5
99.0,2021,7,0,5,2
99.0,2022,16,0,1,15
100.0,2018,4,0,2,2
100.0,2019,1,0,0,1
100.0,2020,8,0,4,4
100.0,2021,5,0,2,3
100.0,2022,8,0,3,5
101.0,2018,2,0,2,0
101.0,2019,5,0,1,4
101.0,2020,3,0,1,2
101.0,2021,11,0,3,8
101.0,2022,1,0,0,1
102.0,2019,1,0,0,1
103.0,2018,11,0,5,6
103.0,2019,14,0,8,6
103.0,2020,16,0,10,6
103.0,2021,14,0,7,7
103.0,2022,7,0,7,0
104.0,2018,1,0,0,1
104.0,2019,6,0,4,2
104.0,2020,3,0,1,2
104.0,2021,2,0,0,2
104.0,2022,5,0,2,3
105.0,2018,13,0,3,10
105.0,2019,12,0,4,8
105.0,2020,18,0,8,10
105.0,2021,22,0,5,17
105.0,2022,14,0,6,8
106.0,2018,3,0,0,3
106.0,2019,8,0,4,4
106.0,2020,8,0,3,5
106.0,2021,19,0,7,12
106.0,2022,8,0,6,2
107.0,2018,23,0,11,12
107.0,2019,21,0,11,10
107.0,2020,12,0,5,7
107.0,2021,25,0,10,15
