ZAT,AÑO,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO
502.0,2021,12,0,6,6
502.0,2022,13,0,3,10
502.0,2023,1,0,0,1
503.0,2018,4,0,2,2
503.0,2019,3,0,1,2
503.0,2020,4,0,1,3
503.0,2021,3,0,2,1
503.0,2022,3,0,0,3
504.0,2018,8,0,4,4
504.0,2019,3,0,2,1
504.0,2020,3,0,0,3
504.0,2021,6,0,4,2
504.0,2022,4,0,2,2
505.0,2018,5,0,3,2
505.0,2019,9,0,3,6
505.0,2020,3,0,1,2
505.0,2021,4,0,3,1
505.0,2022,6,0,2,4
506.0,2018,9,0,2,7
506.0,2019,7,0,3,4
506.0,2020,7,0,2,5
506.0,2021,9,0,2,7
506.0,2022,3,0,1,2
507.0,2018,10,0,5,5
507.0,2019,8,0,3,5
507.0,2020,9,0,2,7
507.0,2021,5,0,2,3
507.0,2022,14,0,3,11
508.0,2018,2,0,0,2
508.0,2019,3,0,2,1
508.0,2020,4,0,1,3
508.0,2021,6,0,3,3
508.0,2022,3,0,0,3
509.0,2018,14,0,10,4
509.0,2019,11,0,2,9
509.0,2020,8,0,4,4
509.0,2021,18,0,11,7
509.0,2022,8,0,3,5
510.0,2019,2,0,2,0
510.0,2020,2,0,1,1
510.0,2021,1,0,0,1
510.0,2022,1,0,0,1
511.0,2018,6,0,2,4
511.0,2019,7,0,3,4
511.0,2020,4,0,1,3
511.0,2021,12,0,3,9
511.0,2022,6,0,3,3
512.0,2018,6,0,3,3
512.0,2019,6,0,2,4
512.0,2020,2,0,1,1
512.0,2021,7,0,2,5
512.0,2022,5,0,4,1
513.0,2018,15,0,8,7
513.0,2019,13,0,11,2
513.0,2020,15,0,5,10
513.0,2021,15,0,7,8
513.0,2022,12,0,5,7
514.0,2019,6,0,4,2
514.0,2020,1,0,0,1
514.0,2021,5,0,2,3
514.0,2022,6,0,5,1
514.0,2023,1,0,0,1
515.0,2018,7,0,1,6
515.0,2019,5,0,3,2
515.0,2020,7,0,3,4
515.0,2021,9,0,3,6
515.0,2022,7,0,5,2
516.0,2018,4,0,1,3
516.0,2019,2,0,0,2
516.0,2020,7,0,5,2
516.0,2021,8,0,4,4
516.0,2022,5,0,3,2
517.0,2018,12,0,5,7
517.0,2019,19,0,9,10
517.0,2020,22,0,7,15
517.0,2021,29,0,13,16
517.0,2022,20,0,14,6
518.0,2018,5,0,1,4
518.0,2019,2,0,1,1
518.0,2020,4,0,1,3
518.0,2021,5,0,4,1
518.0,2022,5,0,3,2
519.0,2018,21,0,7,14
519.0,2019,35,0,10,25
519.0,2020,18,0,4,14
519.0,2021,28,0,11,17
519.0,2022,17,0,9,8
520.0,2018,14,0,4,10
520.0,2019,17,0,5,12
520.0,2020,17,0,8,9
520.0,2021,21,0,7,14
520.0,2022,12,0,5,7
521.0,2018,4,0,2,2
521.0,2019,3,0,0,3
521.0,2020,1,0,0,1
521.0,2021,3,0,0,3
521.0,2022,3,0,1,2
522.0,2018,12,0,8,4
522.0,2019,11,0,4,7
522.0,2020,8,0,5,3
522.0,2021,12,0,6,6
522.0,2022,8,0,3,5
523.0,2018,10,0,2,8
523.0,2019,16,0,6,10
523.0,2020,7,0,3,4
523.0,2021,15,0,9,6
523.0,2022,13,0,4,9
524.0,2018,8,0,5,3
524.0,2019,11,0,8,3
524.0,2020,8,0,5,3
524.0,2021,5,0,4,1
524.0,2022,4,0,1,3
525.0,2018,7,0,5,2
525.0,2019,13,0,6,7
525.0,2020,2,0,1,1
525.0,2021,10,0,4,6
525.0,2022,15,0,9,6
526.0,2018,10,0,6,4
526.0,2019,5,0,4,1
526.0,2020,4,0,2,2
526.0,2021,11,0,3,8
526.0,2022,6,0,4,2
527.0,2018,19,0,8,11
527.0,2019,10,0,2,8
527.0,2020,13,0,4,9
527.0,2021,21,0,6,15
527.0,2022,22,0,9,13
528.0,2018,27,0,13,14
528.0,2019,21,0,7,14
528.0,2020,15,0,3,12
528.0,2021,29,0,9,20
528.0,2022,15,0,7,8
529.0,2018,5,0,1,4
529.0,2019,7,0,3,4
529.0,2020,11,0,2,9
529.0,2021,14,0,6,8
529.0,2022,14,0,4,10
530.0,2018,21,0,11,10
530.0,2019,30,0,11,19
530.0,2020,9,0,3,6
530.0,2021,15,0,2,13
530.0,2022,15,0,2,13
531.0,2018,22,0,10,12
531.0,2019,10,0,2,8
531.0,2020,14,0,2,12
531.0,2021,18,0,7,11
531.0,2022,29,0,9,20
532.0,2018,8,0,3,5
532.0,2019,6,0,5,1
532.0,2020,8,0,4,4
532.0,2021,10,0,3,7
532.0,2022,5,0,0,5
533.0,2018,6,0,2,4
533.0,2019,5,0,3,2
533.0,2021,7,0,1,6
533.0,2022,2,0,1,1
534.0,2018,7,0,4,3
534.0,2019,6,0,4,2
534.0,2020,1,0,0,1
534.0,2021,4,0,1,3
534.0,2022,2,0,1,1
535.0,2018,12,0,4,8
535.0,2019,18,0,11,7
535.0,2020,12,0,5,7
535.0,2021,15,0,5,10
535.0,2022,7,0,3,4
536.0,2018,6,0,1,5
536.0,2019,4,0,2,2
536.0,2020,3,0,1,2
536.0,2021,4,0,2,2
536.0,2022,3,0,2,1
537.0,2018,5,0,3,2
537.0,2019,7,0,0,7
537.0,2020,4,0,1,3
537.0,2021,6,0,2,4
537.0,2022,3,0,1,2
538.0,2018,5,0,1,4
538.0,2019,9,0,3,6
538.0,2020,5,0,2,3
538.0,2021,2,0,0,2
538.0,2022,6,0,2,4
539.0,2018,8,0,2,6
539.0,2019,13,0,6,7
539.0,2020,8,0,4,4
539.0,2021,8,0,4,4
539.0,2022,6,0,2,4
540.0,2018,14,0,3,11
540.0,2019,9,0,0,9
540.0,2020,10,0,3,7
540.0,2021,10,0,4,6
540.0,2022,4,0,2,2
541.0,2018,1,0,0,1
541.0,2019,5,0,3,2
541.0,2020,3,0,0,3
541.0,2021,6,0,2,4
541.0,2022,3,0,2,1
542.0,2018,10,0,5,5
542.0,2019,10,0,4,6
542.0,2020,5,0,2,3
542.0,2021,13,0,7,6
542.0,2022,7,0,3,4
543.0,2018,21,0,9,12
543.0,2019,14,0,5,9
543.0,2020,8,0,5,3
543.0,2021,14,0,3,11
543.0,2022,9,0,3,6
544.0,2018,28,0,13,15
544.0,2019,19,0,8,11
544.0,2020,18,0,8,10
544.0,2021,28,0,10,18
544.0,2022,19,0,8,11
545.0,2018,2,0,2,0
545.0,2019,1,0,0,1
545.0,2020,2,0,1,1
545.0,2021,1,0,1,0
546.0,2018,8,0,3,5
546.0,2019,3,0,2,1
546.0,2020,8,0,2,6
546.0,2021,11,0,4,7
546.0,2022,8,0,2,6
547.0,2018,7,0,2,5
547.0,2019,2,0,0,2
547.0,2020,6,0,2,4
547.0,2021,6,0,0,6
547.0,2022,4,0,2,2
548.0,2018,12,0,3,9
548.0,2019,2,0,1,1
548.0,2020,3,0,1,2
548.0,2021,7,0,3,4
548.0,2022,7,0,4,3
549.0,2019,1,0,1,0
549.0,2020,1,0,0,1
549.0,2021,2,0,0,2
549.0,2022,1,0,1,0
550.0,2018,10,0,4,6
550.0,2019,17,0,8,9
550.0,2020,13,0,4,9
550.0,2021,20,0,9,11
550.0,2022,18,0,9,9
551.0,2018,25,0,9,16
551.0,2019,17,0,5,12
551.0,2020,19,0,4,15
551.0,2021,24,0,10,14
551.0,2022,20,0,8,12
552.0,2018,6,0,2,4
552.0,2019,7,0,2,5
552.0,2020,8,0,4,4
552.0,2021,5,0,1,4
552.0,2022,5,0,2,3
553.0,2018,4,0,1,3
553.0,2019,13,0,9,4
553.0,2020,6,0,2,4
553.0,2021,16,0,7,9
553.0,2022,12,0,3,9
554.0,2018,6,0,2,4
554.0,2019,8,0,3,5
554.0,2020,6,0,1,5
554.0,2021,15,0,6,9
554.0,2022,8,0,2,6
556.0,2018,7,0,1,6
556.0,2019,4,0,2,2
556.0,2020,7,0,5,2
556.0,2021,6,0,1,5
556.0,2022,5,0,4,1
557.0,2018,15,0,8,7
557.0,2019,13,0,5,8
557.0,2020,12,0,6,6
557.0,2021,12,0,8,4
557.0,2022,15,0,9,6
558.0,2019,1,0,1,0
558.0,2020,5,0,1,4
558.0,2021,2,0,0,2
558.0,2022,6,0,3,3
559.0,2019,1,0,1,0
560.0,2018,13,0,2,11
560.0,2019,20,0,8,12
560.0,2020,14,0,5,9
560.0,2021,22,0,9,13
560.0,2022,12,0,5,7
561.0,2018,4,0,3,1
561.0,2019,2,0,1,1
561.0,2020,1,0,0,1
561.0,2021,9,0,0,9
561.0,2022,4,0,2,2
562.0,2018,9,0,6,3
562.0,2019,14,0,8,6
562.0,2020,21,0,6,15
562.0,2021,20,0,8,12
562.0,2022,18,0,9,9
563.0,2018,12,0,5,7
563.0,2019,13,0,7,6
563.0,2020,6,0,0,6
563.0,2021,12,0,5,7
563.0,2022,14,0,3,11
564.0,2018,7,0,4,3
564.0,2019,5,0,1,4
564.0,2020,4,0,1,3
564.0,2021,10,0,5,5
564.0,2022,4,0,1,3
565.0,2018,13,0,4,9
565.0,2019,28,0,12,16
565.0,2020,25,0,6,19
565.0,2021,33,0,14,19
565.0,2022,37,0,14,23
566.0,2018,6,0,5,1
566.0,2019,7,0,3,4
566.0,2020,8,0,4,4
566.0,2021,8,0,5,3
566.0,2022,5,0,0,5
567.0,2018,12,0,5,7
567.0,2019,19,0,6,13
567.0,2020,11,0,6,5
567.0,2021,30,0,11,19
567.0,2022,13,0,6,7
568.0,2018,6,0,1,5
568.0,2019,8,0,4,4
568.0,2020,2,0,0,2
568.0,2021,2,0,2,0
568.0,2022,3,0,0,3
569.0,2018,24,0,14,10
569.0,2019,16,0,8,8
569.0,2020,16,0,5,11
569.0,2021,27,0,8,19
569.0,2022,28,0,14,14
570.0,2018,4,0,3,1
570.0,2019,4,0,0,4
570.0,2020,5,0,0,5
570.0,2021,9,0,3,6
570.0,2022,3,0,1,2
571.0,2018,10,0,2,8
571.0,2019,8,0,3,5
571.0,2020,6,0,1,5
571.0,2021,9,0,4,5
571.0,2022,6,0,1,5
572.0,2018,13,0,6,7
572.0,2019,23,0,9,14
572.0,2020,19,0,5,14
572.0,2021,14,0,5,9
572.0,2022,23,0,14,9
572.0,2023,1,0,0,1
573.0,2018,9,0,2,7
573.0,2019,6,0,2,4
573.0,2020,9,0,2,7
573.0,2021,6,0,2,4
573.0,2022,5,0,4,1
574.0,2018,10,0,4,6
574.0,2019,11,0,4,7
574.0,2020,5,0,1,4
574.0,2021,6,0,2,4
574.0,2022,4,0,0,4
575.0,2018,29,0,16,13
575.0,2019,27,0,15,12
575.0,2020,26,0,10,16
575.0,2021,26,0,9,17
575.0,2022,28,0,9,19
575.0,2023,1,0,0,1
576.0,2018,5,0,5,0
576.0,2019,10,0,5,5
576.0,2020,6,0,2,4
576.0,2021,9,0,2,7
576.0,2022,5,0,2,3
577.0,2018,5,0,2,3
577.0,2019,1,0,0,1
577.0,2021,4,0,2,2
577.0,2022,6,0,4,2
578.0,2018,1,0,0,1
578.0,2019,2,0,0,2
578.0,2020,3,0,2,1
578.0,2022,1,0,0,1
579.0,2018,9,0,3,6
579.0,2019,8,0,2,6
579.0,2020,1,0,0,1
579.0,2021,1,0,1,0
579.0,2022,3,0,2,1
580.0,2018,3,0,1,2
580.0,2019,8,0,5,3
580.0,2020,9,0,3,6
580.0,2021,11,0,9,2
580.0,2022,6,0,3,3
581.0,2019,1,0,1,0
581.0,2020,1,0,1,0
581.0,2021,3,0,0,3
582.0,2018,6,0,1,5
582.0,2019,4,0,1,3
582.0,2020,4,0,2,2
582.0,2021,4,0,1,3
582.0,2022,3,0,2,1
583.0,2018,1,0,0,1
583.0,2019,4,0,2,2
583.0,2020,2,0,0,2
583.0,2021,3,0,2,1
584.0,2018,6,0,4,2
584.0,2019,10,0,5,5
584.0,2020,2,0,1,1
584.0,2021,7,0,4,3
584.0,2022,4,0,2,2
585.0,2018,2,0,1,1
585.0,2019,4,0,1,3
585.0,2020,2,0,1,1
585.0,2021,3,0,1,2
585.0,2022,1,0,0,1
586.0,2018,4,0,1,3
586.0,2019,5,0,3,2
586.0,2020,6,0,1,5
586.0,2022,2,0,0,2
587.0,2018,1,0,0,1
587.0,2019,5,0,1,4
587.0,2020,3,0,0,3
587.0,2021,6,0,1,5
587.0,2022,2,0,1,1
588.0,2018,16,0,5,11
588.0,2019,23,0,13,10
588.0,2020,19,0,7,12
588.0,2021,13,0,3,10
588.0,2022,15,0,4,11
589.0,2018,4,0,4,0
589.0,2019,2,0,0,2
589.0,2020,4,0,4,0
589.0,2021,6,0,1,5
589.0,2022,8,0,3,5
590.0,2018,8,0,1,7
590.0,2019,11,0,2,9
590.0,2020,13,0,4,9
590.0,2021,11,0,4,7
590.0,2022,11,0,4,7
591.0,2018,6,0,1,5
591.0,2019,9,0,5,4
591.0,2020,5,0,2,3
591.0,2021,10,0,3,7
591.0,2022,5,0,2,3
592.0,2018,13,0,5,8
592.0,2019,12,0,6,6
592.0,2020,10,0,3,7
592.0,2021,17,0,6,11
592.0,2022,6,0,5,1
593.0,2018,24,0,13,11
593.0,2019,22,0,12,10
593.0,2020,20,0,11,9
593.0,2021,18,0,11,7
593.0,2022,12,0,7,5
594.0,2019,3,0,3,0
594.0,2020,1,0,0,1
594.0,2021,1,0,0,1
595.0,2018,1,0,0,1
595.0,2019,5,0,0,5
595.0,2020,1,0,1,0
595.0,2021,19,0,5,14
595.0,2022,2,0,0,2
596.0,2018,2,0,1,1
596.0,2019,2,0,1,1
596.0,2021,3,0,0,3
596.0,2022,2,0,2,0
597.0,2018,1,0,1,0
597.0,2019,4,0,0,4
597.0,2020,2,0,0,2
597.0,2021,2,0,2,0
597.0,2022,2,0,1,1
598.0,2018,3,0,3,0
598.0,2019,3,0,0,3
598.0,2020,4,0,0,4
598.0,2021,4,0,4,0
598.0,2022,6,0,2,4
599.0,2020,3,0,1,2
599.0,2021,4,0,4,0
599.0,2022,2,0,2,0
600.0,2018,5,0,2,3
600.0,2019,4,0,1,3
600.0,2020,7,0,1,6
600.0,2021,1,0,1,0
600.0,2022,9,0,4,5
601.0,2018,1,0,0,1
601.0,2019,1,0,1,0
601.0,2020,1,0,1,0
601.0,2022,1,0,1,0
602.0,2018,1,0,1,0
602.0,2019,4,0,2,2
602.0,2021,6,0,2,4
602.0,2022,3,0,1,2
603.0,2021,1,0,0,1
604.0,2019,1,0,1,0
604.0,2020,2,0,0,2
604.0,2021,1,0,0,1
604.0,2022,5,0,1,4
605.0,2018,1,0,0,1
605.0,2019,2,0,1,1
605.0,2021,1,0,0,1
606.0,2018,2,0,0,2
606.0,2019,4,0,0,4
606.0,2020,3,0,1,2
606.0,2021,3,0,3,0
606.0,2022,2,0,1,1
607.0,2018,3,0,3,0
607.0,2019,6,0,3,3
607.0,2020,5,0,3,2
607.0,2021,2,0,0,2
607.0,2022,1,0,0,1
608.0,2019,3,0,0,3
608.0,2020,4,0,1,3
608.0,2021,4,0,1,3
608.0,2022,1,0,1,0
609.0,2018,8,0,2,6
609.0,2019,4,0,1,3
609.0,2020,4,0,0,4
609.0,2021,7,0,1,6
609.0,2022,5,0,2,3
610.0,2018,4,0,1,3
610.0,2019,2,0,0,2
610.0,2020,2,0,0,2
610.0,2021,3,0,2,1
611.0,2018,9,0,3,6
611.0,2019,16,0,8,8
611.0,2020,7,0,5,2
611.0,2021,11,0,1,10
611.0,2022,9,0,2,7
612.0,2018,8,0,2,6
612.0,2019,11,0,6,5
612.0,2020,1,0,0,1
612.0,2021,3,0,1,2
612.0,2022,15,0,4,11
613.0,2018,15,0,6,9
613.0,2019,17,0,5,12
613.0,2020,12,0,5,7
613.0,2021,7,0,4,3
613.0,2022,7,0,4,3
614.0,2018,5,0,0,5
614.0,2019,12,0,10,2
614.0,2020,13,0,0,13
614.0,2021,9,0,6,3
614.0,2022,6,0,2,4
615.0,2018,5,0,2,3
615.0,2019,7,0,4,3
615.0,2020,9,0,4,5
615.0,2021,10,0,3,7
615.0,2022,7,0,5,2
616.0,2018,3,0,0,3
616.0,2019,4,0,1,3
616.0,2020,7,0,2,5
616.0,2021,5,0,1,4
616.0,2022,5,0,3,2
617.0,2018,4,0,3,1
617.0,2019,5,0,2,3
617.0,2020,5,0,1,4
617.0,2021,7,0,4,3
617.0,2022,6,0,1,5
618.0,2018,7,0,4,3
618.0,2019,9,0,4,5
618.0,2020,7,0,1,6
618.0,2021,11,0,4,7
618.0,2022,8,0,2,6
619.0,2018,1,0,0,1
619.0,2020,4,0,2,2
619.0,2021,1,0,0,1
620.0,2018,5,0,3,2
620.0,2019,7,0,1,6
620.0,2020,7,0,5,2
620.0,2021,18,0,8,10
620.0,2022,5,0,1,4
621.0,2018,8,0,6,2
621.0,2019,11,0,4,7
621.0,2020,13,0,8,5
621.0,2021,20,0,7,13
621.0,2022,9,0,3,6
622.0,2018,1,0,0,1
622.0,2019,2,0,2,0
622.0,2020,2,0,0,2
622.0,2021,5,0,1,4
622.0,2022,6,0,3,3
623.0,2018,4,0,1,3
623.0,2019,1,0,0,1
623.0,2020,1,0,0,1
623.0,2021,4,0,2,2
623.0,2022,1,0,0,1
624.0,2018,1,0,0,1
624.0,2019,3,0,1,2
624.0,2021,1,0,0,1
625.0,2018,5,0,3,2
625.0,2019,4,0,2,2
625.0,2020,6,0,0,6
625.0,2021,10,0,5,5
625.0,2022,1,0,0,1
626.0,2018,2,0,1,1
626.0,2019,5,0,3,2
626.0,2020,2,0,2,0
626.0,2021,11,0,3,8
626.0,2022,9,0,4,5
627.0,2018,9,0,4,5
627.0,2019,9,0,6,3
627.0,2020,5,0,0,5
627.0,2021,8,0,3,5
627.0,2022,7,0,3,4
628.0,2018,3,0,0,3
628.0,2019,3,0,1,2
628.0,2020,6,0,2,4
628.0,2021,11,0,8,3
628.0,2022,1,0,1,0
629.0,2018,4,0,1,3
629.0,2019,7,0,4,3
629.0,2020,4,0,2,2
629.0,2021,5,0,3,2
629.0,2022,3,0,2,1
630.0,2018,5,0,2,3
630.0,2019,11,0,3,8
630.0,2020,9,0,2,7
630.0,2021,5,0,1,4
630.0,2022,2,0,1,1
631.0,2018,11,0,4,7
631.0,2019,9,0,3,6
631.0,2020,2,0,0,2
631.0,2021,9,0,1,8
631.0,2022,6,0,3,3
632.0,2018,4,0,1,3
632.0,2019,13,0,5,8
632.0,2020,2,0,1,1
632.0,2021,6,0,4,2
632.0,2022,5,0,2,3
633.0,2018,7,0,3,4
633.0,2019,6,0,3,3
633.0,2020,8,0,1,7
633.0,2021,13,0,9,4
633.0,2022,5,0,3,2
634.0,2018,17,0,8,9
634.0,2019,21,0,3,18
634.0,2020,10,0,4,6
634.0,2021,13,0,9,4
634.0,2022,9,0,4,5
635.0,2018,2,0,1,1
635.0,2019,2,0,1,1
635.0,2020,1,0,0,1
635.0,2021,2,0,1,1
635.0,2022,1,0,0,1
636.0,2018,7,0,2,5
636.0,2019,6,0,2,4
636.0,2020,2,0,1,1
636.0,2021,5,0,3,2
636.0,2022,7,0,3,4
637.0,2018,7,0,4,3
637.0,2019,5,0,0,5
637.0,2020,2,0,0,2
637.0,2021,4,0,3,1
637.0,2022,4,0,2,2
638.0,2018,1,0,0,1
638.0,2019,1,0,0,1
638.0,2020,1,0,0,1
638.0,2021,6,0,2,4
638.0,2022,2,0,0,2
639.0,2018,4,0,2,2
639.0,2019,3,0,1,2
639.0,2020,5,0,2,3
639.0,2021,8,0,3,5
639.0,2022,2,0,1,1
640.0,2018,6,0,2,4
640.0,2019,4,0,1,3
640.0,2020,5,0,1,4
640.0,2021,11,0,6,5
640.0,2022,4,0,2,2
641.0,2018,2,0,1,1
641.0,2019,1,0,0,1
641.0,2020,1,0,1,0
642.0,2018,1,0,0,1
642.0,2019,5,0,4,1
642.0,2020,1,0,1,0
642.0,2021,4,0,1,3
642.0,2022,2,0,1,1
643.0,2018,4,0,4,0
643.0,2019,6,0,1,5
643.0,2020,3,0,2,1
643.0,2021,7,0,3,4
643.0,2022,4,0,2,2
644.0,2018,5,0,4,1
644.0,2019,5,0,3,2
644.0,2020,8,0,2,6
644.0,2021,6,0,3,3
644.0,2022,3,0,1,2
645.0,2020,4,0,1,3
645.0,2022,1,0,0,1
648.0,2019,1,0,1,0
648.0,2020,1,0,0,1
648.0,2021,1,0,0,1
649.0,2019,3,0,2,1
649.0,2020,7,0,2,5
649.0,2021,2,0,2,0
649.0,2022,1,0,1,0
650.0,2018,2,0,1,1
650.0,2019,1,0,1,0
650.0,2020,2,0,1,1
650.0,2021,2,0,1,1
650.0,2022,6,0,2,4
651.0,2018,3,0,1,2
651.0,2019,2,0,1,1
651.0,2020,5,0,2,3
651.0,2021,1,0,1,0
651.0,2022,2,0,1,1
652.0,2018,1,0,0,1
652.0,2019,1,0,0,1
652.0,2021,1,0,0,1
653.0,2018,5,0,1,4
653.0,2019,4,0,2,2
653.0,2020,5,0,2,3
653.0,2021,3,0,1,2
654.0,2018,2,0,0,2
654.0,2019,4,0,0,4
654.0,2020,4,0,2,2
654.0,2021,5,0,4,1
654.0,2022,3,0,2,1
655.0,2018,4,0,3,1
655.0,2019,5,0,1,4
655.0,2020,3,0,2,1
655.0,2021,6,0,1,5
655.0,2022,4,0,2,2
656.0,2018,7,0,3,4
656.0,2019,2,0,2,0
656.0,2020,3,0,1,2
656.0,2021,4,0,2,2
656.0,2022,1,0,1,0
657.0,2018,8,0,5,3
657.0,2019,17,0,8,9
657.0,2020,10,0,4,6
657.0,2021,14,0,4,10
657.0,2022,3,0,1,2
658.0,2018,5,0,2,3
658.0,2019,10,0,5,5
658.0,2020,7,0,3,4
658.0,2021,6,0,4,2
658.0,2022,2,0,1,1
659.0,2019,1,0,0,1
659.0,2021,1,0,0,1
660.0,2018,5,0,3,2
660.0,2019,5,0,1,4
660.0,2020,4,0,2,2
660.0,2021,3,0,2,1
660.0,2022,5,0,3,2
661.0,2018,2,0,0,2
661.0,2019,5,0,3,2
661.0,2020,6,0,2,4
661.0,2021,6,0,2,4
661.0,2022,6,0,3,3
662.0,2018,15,0,8,7
662.0,2019,21,0,12,9
662.0,2020,9,0,2,7
662.0,2021,13,0,6,7
662.0,2022,7,0,3,4
663.0,2018,6,0,4,2
663.0,2019,1,0,1,0
663.0,2020,6,0,2,4
663.0,2021,7,0,4,3
663.0,2022,6,0,2,4
664.0,2018,4,0,2,2
664.0,2019,6,0,2,4
664.0,2020,3,0,1,2
664.0,2021,6,0,2,4
664.0,2022,9,0,6,3
665.0,2018,4,0,0,4
665.0,2019,5,0,2,3
665.0,2020,5,0,2,3
665.0,2021,12,0,3,9
665.0,2022,4,0,1,3
666.0,2018,2,0,1,1
666.0,2019,4,0,1,3
666.0,2021,5,0,2,3
667.0,2018,1,0,0,1
667.0,2019,3,0,1,2
667.0,2020,2,0,0,2
667.0,2021,9,0,4,5
667.0,2022,4,0,2,2
668.0,2019,3,0,2,1
668.0,2021,1,0,0,1
669.0,2018,3,0,2,1
669.0,2019,2,0,1,1
669.0,2020,3,0,2,1
669.0,2021,10,0,4,6
669.0,2022,6,0,2,4
670.0,2018,1,0,0,1
670.0,2019,2,0,0,2
670.0,2020,1,0,0,1
670.0,2021,4,0,2,2
670.0,2022,2,0,1,1
671.0,2021,1,0,1,0
672.0,2018,1,0,0,1
672.0,2019,1,0,1,0
672.0,2020,2,0,1,1
672.0,2021,1,0,0,1
672.0,2022,5,0,5,0
673.0,2019,4,0,2,2
673.0,2022,1,0,0,1
674.0,2018,9,0,4,5
674.0,2019,11,0,3,8
674.0,2020,10,0,7,3
674.0,2021,11,0,3,8
674.0,2022,6,0,4,2
675.0,2018,2,0,1,1
675.0,2019,3,0,0,3
675.0,2020,1,0,0,1
675.0,2021,11,0,8,3
675.0,2022,3,0,2,1
677.0,2018,5,0,1,4
677.0,2019,6,0,2,4
677.0,2020,3,0,1,2
677.0,2021,8,0,5,3
677.0,2022,12,0,4,8
678.0,2018,1,0,0,1
678.0,2019,3,0,1,2
678.0,2020,6,0,3,3
678.0,2021,10,0,3,7
678.0,2022,2,0,1,1
679.0,2018,6,0,5,1
679.0,2019,15,0,5,10
679.0,2020,6,0,2,4
679.0,2021,4,0,2,2
679.0,2022,7,0,4,3
680.0,2020,4,0,0,4
680.0,2021,1,0,0,1
681.0,2018,5,0,2,3
681.0,2019,6,0,0,6
681.0,2020,5,0,1,4
681.0,2021,9,0,3,6
681.0,2022,5,0,1,4
682.0,2018,6,0,1,5
682.0,2019,8,0,4,4
682.0,2020,15,0,5,10
682.0,2021,9,0,4,5
682.0,2022,2,0,0,2
683.0,2018,2,0,0,2
683.0,2019,1,0,1,0
683.0,2021,4,0,2,2
683.0,2022,1,0,0,1
684.0,2018,2,0,0,2
684.0,2019,2,0,0,2
684.0,2020,1,0,0,1
684.0,2021,1,0,1,0
685.0,2018,4,0,4,0
685.0,2020,2,0,0,2
685.0,2022,4,0,2,2
686.0,2018,3,0,1,2
686.0,2019,4,0,2,2
686.0,2021,1,0,0,1
686.0,2022,1,0,0,1
687.0,2018,2,0,0,2
687.0,2019,2,0,1,1
687.0,2021,1,0,0,1
687.0,2022,1,0,0,1
688.0,2018,1,0,0,1
688.0,2019,9,0,6,3
688.0,2020,2,0,1,1
688.0,2021,4,0,2,2
688.0,2022,3,0,1,2
689.0,2018,5,0,2,3
689.0,2019,1,0,1,0
689.0,2020,3,0,2,1
689.0,2021,5,0,4,1
689.0,2022,6,0,6,0
690.0,2018,2,0,2,0
690.0,2019,5,0,3,2
690.0,2020,4,0,1,3
690.0,2021,5,0,3,2
690.0,2022,4,0,2,2
691.0,2019,3,0,0,3
691.0,2020,3,0,1,2
691.0,2021,2,0,0,2
691.0,2022,2,0,1,1
692.0,2018,1,0,0,1
692.0,2019,1,0,0,1
692.0,2020,4,0,2,2
692.0,2021,4,0,1,3
692.0,2022,8,0,2,6
693.0,2018,2,0,1,1
693.0,2019,1,0,1,0
693.0,2020,3,0,1,2
693.0,2021,2,0,1,1
693.0,2022,1,0,0,1
694.0,2019,1,0,0,1
694.0,2021,1,0,1,0
694.0,2022,2,0,0,2
696.0,2019,2,0,1,1
696.0,2020,1,0,0,1
696.0,2021,1,0,0,1
697.0,2021,1,0,1,0
698.0,2019,1,0,0,1
698.0,2021,1,0,1,0
699.0,2018,1,0,1,0
699.0,2020,1,0,0,1
699.0,2021,3,0,1,2
700.0,2019,2,0,1,1
701.0,2018,2,0,0,2
701.0,2019,4,0,4,0
701.0,2020,4,0,2,2
701.0,2021,6,0,2,4
701.0,2022,2,0,2,0
702.0,2018,4,0,0,4
702.0,2019,2,0,0,2
702.0,2020,1,0,0,1
702.0,2021,4,0,0,4
702.0,2022,1,0,0,1
703.0,2018,9,0,5,4
703.0,2019,6,0,3,3
703.0,2020,5,0,2,3
703.0,2021,6,0,2,4
703.0,2022,6,0,4,2
704.0,2018,1,0,0,1
704.0,2019,1,0,1,0
704.0,2020,1,0,0,1
705.0,2022,1,0,0,1
706.0,2018,2,0,1,1
706.0,2019,2,0,1,1
708.0,2018,1,0,0,1
708.0,2019,2,0,1,1
708.0,2020,4,0,3,1
708.0,2021,2,0,2,0
708.0,2022,3,0,1,2
709.0,2018,3,0,2,1
709.0,2019,6,0,2,4
709.0,2020,9,0,2,7
709.0,2021,11,0,3,8
709.0,2022,6,0,2,4
710.0,2018,7,0,2,5
710.0,2020,8,0,2,6
710.0,2021,7,0,3,4
710.0,2022,6,0,3,3
711.0,2018,3,0,2,1
711.0,2019,6,0,4,2
711.0,2020,2,0,2,0
711.0,2021,6,0,2,4
711.0,2022,25,0,11,14
712.0,2018,2,0,1,1
712.0,2019,1,0,0,1
712.0,2020,1,0,1,0
712.0,2021,4,0,1,3
714.0,2018,2,0,2,0
714.0,2019,2,0,2,0
714.0,2020,1,0,1,0
714.0,2021,2,0,1,1
