codigo_upz,AÑO,semester,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
35.0,2016,2,105,1,2,9,7,15,18,12,13,28,21,17,51,73,24922,11792,13130,49.75523633737261,42.131450124388095,0.40125190594655324,0.8025038118931065,3.611267153518979,2.8087633416258724,61.90637720488466,38.84234577303884
35.0,2017,1,150,2,3,13,7,24,28,19,26,33,14,31,55,120,24864,11743,13121,70.38288288288288,60.32818532818533,0.8043758043758044,1.2065637065637065,5.228442728442729,2.815315315315315,102.18853785233756,41.917536773111806
35.0,2017,2,191,2,4,13,5,17,42,26,34,32,34,30,94,121,24864,11743,13121,86.47039897039897,76.81788931788931,0.8043758043758044,1.6087516087516087,5.228442728442729,2.0109395109395107,103.04010900110704,71.64088103040926
35.0,2018,1,176,1,13,10,9,20,40,25,25,41,25,33,97,112,24983,11921,13062,83.6568866829444,70.44790457511108,0.4002721850858584,5.2035384061161585,4.002721850858584,3.6024496657727254,93.95184967704051,74.26121574031542
35.0,2018,2,226,0,8,20,8,22,49,30,47,48,33,33,102,160,24983,11921,13062,104.8713124924949,90.46151382940398,0.0,3.202177480686867,8.005443701717168,3.202177480686867,134.21692811005786,78.08911345888838
35.0,2019,1,74,0,2,3,2,6,8,15,14,14,11,13,36,45,25387,12038,13349,31.906093669988575,29.148776933075986,0.0,0.7878047819750266,1.18170717296254,0.7878047819750266,37.38162485462701,26.968312233126078
36.0,2015,1,157,7,13,6,9,28,34,25,24,28,20,33,70,122,46706,22094,24612,41.108208795443836,33.614524900441054,1.4987367790005566,2.7833683038581767,1.2846315248576199,1.92694728728643,55.21861138770707,28.441410693970422
36.0,2015,2,104,3,18,12,32,18,34,20,26,21,24,26,58,111,46706,22094,24612,36.183787950156294,22.266946430865413,0.6423157624288099,3.85389457457286,2.5692630497152398,6.851368132573973,50.2398841314384,23.565740289289778
36.0,2016,1,207,6,8,23,15,33,34,42,35,39,36,40,90,169,46509,21989,24520,55.68814638027049,44.50751467457911,1.2900728891182351,1.7200971854909803,4.945279408286567,3.225182222795588,76.85661012324344,36.7047308319739
36.0,2016,2,189,8,12,28,23,37,45,24,45,42,33,34,81,179,46509,21989,24520,55.903158528456856,40.63729600722441,1.7200971854909803,2.5801457782364703,6.0203401492184305,4.945279408286567,81.40433853290281,33.03425774877651
36.0,2017,1,259,8,12,24,30,48,51,45,55,48,36,50,119,214,46401,21932,24469,71.76569470485549,55.81776254822094,1.7241007736902223,2.5861511605353336,5.172302321070667,6.465377901338333,97.57432062739376,48.632964158731454
36.0,2017,2,263,4,10,21,18,30,41,29,59,43,52,62,142,174,46401,21932,24469,68.10198056076378,56.67981293506605,0.8620503868451111,2.155125967112778,4.525764530936834,3.879226740803,79.3361298559183,58.03261269361233
36.0,2018,1,279,4,18,21,21,25,53,44,56,56,54,55,140,203,46555,22110,24445,73.67629685318441,59.92911609923746,0.859198797121684,3.866394587047578,4.510793684888841,4.510793684888841,91.81365897783807,57.271425649417054
36.0,2018,2,297,6,11,21,23,36,64,50,57,58,41,52,135,222,46555,22110,24445,76.89829234239072,63.795510686285034,1.288798195682526,2.362796692084631,4.510793684888841,4.940393083449683,100.40705563093623,55.22601759050931
36.0,2019,1,97,0,4,7,9,14,18,19,14,26,9,17,51,66,47491,22523,24968,24.636246867827587,20.42492261691689,0.0,0.8422648501821398,1.4739634878187446,1.8950959129098146,29.30337876837011,20.42614546619673
37.0,2015,1,90,3,3,4,15,8,15,18,14,20,13,27,36,79,37800,17330,20470,30.423280423280424,23.80952380952381,0.7936507936507936,0.7936507936507936,1.0582010582010581,3.9682539682539684,45.585689555683786,17.586712261846603
37.0,2015,2,65,5,10,13,8,11,15,8,11,19,19,18,33,68,37800,17330,20470,26.719576719576718,17.195767195767196,1.3227513227513228,2.6455026455026456,3.4391534391534395,2.1164021164021163,39.23831506058857,16.12115290669272
37.0,2016,1,130,3,6,8,10,18,23,23,24,25,21,23,56,101,37794,17193,20601,41.540985341588616,34.39699423188866,0.7937767899666613,1.5875535799333227,2.1167381065777637,2.6459226332222046,58.74483801547141,27.183146449201498
37.0,2016,2,115,4,10,13,12,12,27,15,24,18,28,30,47,107,37794,17193,20601,40.74720855162195,30.428110282055354,1.0583690532888819,2.6459226332222046,3.4396994231888662,3.1751071598666454,62.234630372826146,22.814426484151255
37.0,2017,1,234,1,9,27,7,27,44,47,40,46,31,43,100,177,37893,17125,20768,73.36447364948671,61.75283033805716,0.2639009843506716,2.3751088591560445,7.125326577468134,1.8473068904547014,103.35766423357664,48.15100154083205
37.0,2017,2,295,6,17,21,8,35,58,42,54,59,45,54,128,219,37893,17125,20768,91.57364156968306,77.85079038344813,1.5834059061040298,4.486316733961417,5.541920671364104,2.111207874805373,127.88321167883211,61.633281972265024
37.0,2018,1,340,4,10,18,14,33,72,44,68,63,58,48,159,227,38204,18413,19791,101.03654067636896,88.99591665794158,1.0470107842110774,2.617526960527693,4.711548528949848,3.664537744738771,123.28246347689132,80.33954827952098
37.0,2018,2,381,3,15,22,6,47,76,53,73,48,63,67,157,270,38204,18413,19791,111.7684012145325,99.72777719610512,0.7852580881583081,3.9262904407915404,5.758559313160925,1.5705161763166162,146.63552924564166,79.32898792380375
37.0,2019,1,116,0,5,10,2,8,17,20,16,21,20,31,43,90,43484,19996,23488,30.585962652929815,26.676478704810965,0.0,1.1498482200349553,2.2996964400699107,0.45993928801398215,45.009001800360075,18.307220708446867
38.0,2015,1,236,7,13,26,28,44,47,45,43,51,42,38,109,201,55945,26632,29313,55.41156492984181,42.18428814013763,1.2512288855125568,2.3237107873804628,4.6474215747609255,5.004915542050227,75.47311504956443,37.18486678265616
38.0,2015,2,185,8,12,33,26,31,40,36,35,40,36,46,83,181,55945,26632,29313,47.18920368218786,33.068191974260436,1.429975869157208,2.144963803735812,5.898650460273482,4.6474215747609255,67.96335235806548,28.315082045508817
38.0,2016,1,367,8,18,33,15,40,71,41,71,69,84,65,162,279,55092,26172,28920,80.04791984317143,66.61584259057577,1.452116459740071,3.26726203441516,5.989980396427794,2.722718362012633,106.60247592847317,56.016597510373444
38.0,2016,2,367,8,19,28,26,46,63,62,75,60,71,71,162,286,55092,26172,28920,81.31852174544399,66.61584259057577,1.452116459740071,3.448776591882669,5.082407609090249,4.719378494155231,109.27709001986855,56.016597510373444
38.0,2017,1,594,3,14,46,23,100,88,79,100,99,92,122,278,402,54472,25836,28636,124.83477750036717,109.04684975767367,0.5507416654427963,2.5701277720663827,8.444705536789543,4.222352768394772,155.59684161634928,97.08059784886157
38.0,2017,2,719,6,25,54,14,95,108,106,114,118,151,126,367,451,54472,25836,28636,150.16889411073578,131.9944191511235,1.1014833308855927,4.589513878689969,9.913349977970332,2.5701277720663827,174.56262579346648,128.16035759184243
38.0,2018,1,665,9,29,44,17,75,108,92,111,115,143,120,326,437,54246,26004,28242,140.83987759466135,122.58968403200235,1.6591085056962724,5.346016296132434,8.111197138959556,3.133871621870737,168.05106906629752,115.43091849019191
38.0,2018,2,834,4,17,42,26,75,141,128,126,140,142,171,407,515,54246,26004,28242,170.15079452862884,153.74405486118792,0.7373815580872323,3.133871621870737,7.742506359915939,4.792980127567009,198.04645439163204,144.11160682671198
38.0,2019,1,255,2,0,20,12,19,47,41,43,51,43,45,120,169,54708,26059,28649,52.82591211522995,46.611098925202896,0.3655772464721796,0.0,3.655772464721796,2.1934634788330776,64.8528339537204,41.886278753185096
39.0,2015,1,269,7,20,23,38,35,52,43,67,61,41,58,130,227,87659,42280,45379,40.72599504899668,30.68709430862775,0.7985489225293466,2.2815683500838477,2.623803602596425,4.33497986515931,53.68968779564806,28.647612331695278
39.0,2015,2,229,8,22,34,47,32,42,50,60,61,44,51,117,223,87659,42280,45379,38.78666195142541,26.123957608460056,0.912627340033539,2.5097251850922326,3.8786661951425407,5.361685622697042,52.74361400189215,25.78285109852575
39.0,2016,1,357,9,20,18,23,42,63,72,68,65,58,59,171,256,87575,42210,45365,48.758207250927775,40.765058521267484,1.0276905509563232,2.2837567799029403,2.0553811019126464,2.626320296888381,60.64913527600095,37.69425768764466
39.0,2016,2,372,8,26,32,30,44,77,64,69,75,66,73,168,300,87575,42210,45365,53.43990864972881,42.47787610619469,0.9135027119611762,2.9688838138738225,3.6540108478447046,3.4256351698544103,71.07320540156361,37.03295492119476
39.0,2017,1,457,7,27,42,45,56,97,84,101,88,79,73,207,371,87655,42225,45430,65.94033426501626,52.13621584621527,0.7985853630711311,3.0802578289886484,4.791512178426786,5.133763048314414,87.86264061574896,45.56460488663878
39.0,2017,2,625,6,19,36,32,62,105,96,109,106,118,122,289,429,87655,42225,45430,81.91204152643887,71.30226455992242,0.6845017397752553,2.1675888426216416,4.107010438651532,3.650675945468028,101.59857904085257,63.614351749944966
39.0,2018,1,628,5,37,37,48,58,125,91,124,110,108,139,307,448,88243,42702,45541,85.55919449701393,71.1671180716884,0.56661718209943,4.192967147535782,4.192967147535782,5.439524948154528,104.9131188234743,67.41178278913506
39.0,2018,2,781,4,20,32,36,91,140,108,128,147,114,145,355,518,88243,42702,45541,98.93135999456048,88.50560384393096,0.453293745679544,2.26646872839772,3.626349965436352,4.079643711115896,121.30579363964218,77.95173579851124
39.0,2019,1,278,4,11,9,14,24,44,46,45,59,58,40,121,195,90059,43506,46553,35.088108906383596,30.86865277207164,0.4441532772959948,1.2214215125639858,0.9993448739159884,1.554536470535982,44.821403944283546,25.99188022254205
40.0,2015,1,157,1,11,31,25,16,35,28,42,31,34,39,85,140,97657,46070,51587,23.039823054158944,16.076676531124242,0.10239921357403976,1.1263913493144373,3.1743756207952325,2.559980339350994,30.388539179509443,16.477019404113438
40.0,2015,2,99,2,18,51,21,22,30,29,25,30,26,29,69,122,97657,46070,51587,19.558249792641593,10.137522143829935,0.20479842714807953,1.8431858443327154,5.222359892276027,2.1503834850548347,26.481441285001083,13.37546281039797
40.0,2016,1,234,2,24,49,26,39,64,53,59,51,27,42,124,211,97517,46038,51479,34.352984607811976,23.995816114113435,0.20509244541977298,2.4611093450372756,5.024764912784438,2.6662017904570487,45.83170424431991,24.087491987023835
40.0,2016,2,149,3,10,56,12,28,41,33,28,44,30,26,80,150,97517,46038,51479,23.585631223273893,15.279387183773085,0.30763866812965945,1.0254622270988647,5.742588471753643,1.2305546725186378,32.58178026847387,15.540317410983118
40.0,2017,1,362,1,23,71,13,50,73,58,74,79,68,68,164,306,97563,46093,51470,48.174000389491916,37.104230087225694,0.10249787316913174,2.35745108289003,7.277348995008353,1.3324723511987127,66.3875208816957,31.863221293957647
40.0,2017,2,489,6,34,74,19,49,92,85,109,90,99,98,237,385,97563,46093,51470,63.75367711119994,50.12145997970542,0.6149872390147905,3.484927687750479,7.5848426145157495,1.947459590213503,83.52678280866942,46.04624052846318
40.0,2018,1,526,2,18,72,24,54,107,88,88,114,88,103,248,393,98166,46098,52068,65.39942546299126,53.58270684350997,0.20373652792209115,1.8336287512988203,7.334515005195281,2.444838335065094,85.25315631914617,47.630022278558805
40.0,2018,2,529,1,14,81,24,73,85,85,104,92,98,112,256,393,98166,46098,52068,66.11250331071858,53.88831163539311,0.10186826396104558,1.4261556954546382,8.251329380844691,2.444838335065094,85.25315631914617,49.16647461012522
40.0,2019,1,193,2,5,26,10,18,40,25,43,31,41,38,91,145,99795,47099,52696,23.648479382734603,19.33964627486347,0.20041084222656447,0.5010271055664112,2.605340948945338,1.0020542111328223,30.786216267861313,17.268862911795964
41.0,2015,1,79,1,5,37,28,17,27,25,13,21,21,26,33,117,56517,26747,29770,26.54068687297627,13.97809508643417,0.17693791248650848,0.8846895624325424,6.546702762000813,4.954261549622238,43.74322353908849,11.08498488411152
41.0,2015,2,77,2,21,47,24,18,30,18,31,28,20,26,53,118,56517,26747,29770,30.25638303519295,13.624219261461153,0.35387582497301695,3.715696162216678,8.316081886865899,4.246509899676203,44.11709724455079,17.803157541148806
41.0,2016,1,122,4,10,55,24,21,45,34,28,34,19,34,54,161,56465,26754,29711,38.07668467192066,21.606304790578235,0.7084034357566633,1.7710085893916585,9.740547241654122,4.250420614539981,60.17791732077446,18.175086668237352
41.0,2016,2,121,4,7,33,11,26,32,17,15,28,29,29,62,114,56465,26754,29711,31.169751173293193,21.42920393163907,0.7084034357566633,1.239706012574161,5.844328344992474,1.9481094483308246,42.61045077371608,20.867692100568814
41.0,2017,1,221,4,11,38,13,30,44,38,47,44,42,42,108,179,56520,26806,29714,50.77848549186129,39.10120311394196,0.7077140835102619,1.94621372965322,6.723283793347488,2.300070771408351,66.77609490412594,36.346503331762804
41.0,2017,2,354,2,16,56,10,51,60,49,74,66,68,70,168,270,56520,26806,29714,77.49469214437367,62.632696390658175,0.35385704175513094,2.8308563340410475,9.907997169143664,1.7692852087756548,100.7237185704693,56.539005182742144
41.0,2018,1,348,1,19,41,19,36,65,53,68,80,55,71,191,237,56895,26833,30062,75.2262940504438,61.16530450830477,0.17576236927673786,3.339485016258019,7.206257140346252,3.339485016258019,88.32407855998213,63.53536025547202
41.0,2018,2,372,5,12,53,18,45,78,42,76,71,66,82,210,250,56895,26833,30062,80.85068986729942,65.38360137094648,0.8788118463836891,2.1091484313208544,9.315405571667105,3.1637226469812814,93.16885924048746,69.85563169449803
41.0,2019,1,108,0,2,14,7,13,22,25,14,20,17,20,58,73,57874,27440,30434,22.635380308947024,18.661229567681513,0.0,0.34557832532743543,2.419048277292048,1.209524138646024,26.603498542274053,19.057632910560557
42.0,2015,1,309,15,22,33,37,44,69,43,64,68,60,68,145,271,130110,63358,66752,31.972945968795635,23.749135347014064,1.1528706479133042,1.6908769502728462,2.536315425409269,2.8437475981861504,42.772814798446916,21.722195589645253
42.0,2015,2,248,16,18,41,48,51,55,51,55,55,49,55,125,246,130110,63358,66752,28.514334025055724,19.06079471216663,1.2297286911075245,1.3834447774959648,3.151179770963031,3.689186073322573,38.82698317497396,18.72603068072867
42.0,2016,1,395,8,45,49,38,61,90,84,71,75,80,74,187,348,130298,63494,66804,41.05972463122995,30.315123793151084,0.6139771907473637,3.453621697953921,3.760610293327603,2.916391656049978,54.808328345985444,27.99233578827615
42.0,2016,2,360,8,31,45,42,46,84,62,83,73,69,69,153,333,130298,63494,66804,37.299114337902346,27.628973583631367,0.6139771907473637,2.3791616141460343,3.453621697953921,3.22338025142366,52.4459004000378,22.902820190407763
42.0,2017,1,488,6,31,32,42,59,96,90,86,104,82,82,242,357,130738,63769,66969,45.816824488672005,37.326561519986534,0.4589331334424574,2.3711545227860302,2.447643378359773,3.2125319340972025,55.98331477677241,36.136122683629736
42.0,2017,2,780,7,23,37,30,95,136,111,122,128,153,132,342,535,130738,63769,66969,67.08072633817252,59.66130734751947,0.5354219890162003,1.759243678196087,2.830087656228488,2.2946656672122874,83.89656416126958,51.06840478430318
42.0,2018,1,808,4,44,32,43,74,142,139,158,133,131,154,382,548,131951,63768,68183,70.55649445627543,61.234852331547316,0.30314283332449166,3.3345711665694084,2.4251426665959332,3.2587854582382856,85.93651988458161,56.025695554610394
42.0,2018,2,935,9,43,68,36,114,167,170,156,154,153,177,431,660,131951,63768,68183,82.6822077892551,70.85963728959993,0.6820713749801063,3.2587854582382856,5.153428166516359,2.728285499920425,103.50018818216034,63.21223765454732
42.0,2019,1,287,24,8,15,9,26,74,36,49,51,52,55,120,223,135141,65747,69394,25.380898469006446,21.237078310801312,1.7759229249450574,0.5919743083150191,1.1099518280906608,0.6659710968543966,33.917897394557926,17.292561316540336
43.0,2015,1,108,5,12,24,18,21,20,24,24,32,21,25,57,110,71524,33993,37531,23.348805995190425,15.099826631620155,0.6990660477601924,1.6777585146244618,3.3555170292489236,2.5166377719366926,32.359603447768656,15.187445045429111
43.0,2015,2,83,6,12,20,23,11,31,21,32,21,13,15,39,105,71524,33993,37531,20.13310217549354,11.604496392819193,0.8388792573122309,1.6777585146244618,2.7962641910407697,3.215703819696885,30.888712381960993,10.391409767925182
43.0,2016,1,170,2,13,23,20,13,42,35,34,43,25,36,89,139,71178,33844,37334,32.03236955238978,23.883784315378346,0.28098569782798055,1.8264070358818736,3.231335525021777,2.8098569782798055,41.07079541425363,23.83886002035678
43.0,2016,2,144,2,6,30,7,23,27,25,19,25,27,43,71,118,71178,33844,37334,26.553148444744163,20.2309702436146,0.28098569782798055,0.8429570934839417,4.214785467419708,0.9834499423979319,34.86585509986999,19.017517544329564
43.0,2017,1,301,2,14,55,13,38,63,45,59,55,59,66,147,238,70973,33761,37212,54.24598086596311,42.41049413157116,0.2817973031998084,1.9725811223986585,7.74942583799473,1.8316824707987547,70.4955421936554,39.503386004514674
43.0,2017,2,469,2,56,44,24,58,84,79,95,103,92,84,255,340,70973,33761,37212,83.834697701943,66.08146760035507,0.2817973031998084,7.890324489594634,6.199540670395785,3.381567638397701,100.70791741950772,68.52628184456627
43.0,2018,1,421,1,17,56,23,40,88,62,92,69,61,106,223,295,71167,33640,37527,72.78654432531933,59.156631584863774,0.14051456433459328,2.3887475936880858,7.868815602737224,3.2318349796956456,87.69322235434007,59.42388147200682
43.0,2018,2,581,2,20,57,13,61,106,77,95,102,103,129,284,389,71167,33640,37527,94.56630179718128,81.63896187839869,0.28102912866918656,2.8102912866918657,8.009330167071818,1.8266893363497125,115.63614744351962,75.67884456524635
43.0,2019,1,211,1,2,14,9,17,42,23,46,35,33,41,92,145,72177,34309,37868,32.83594496861881,29.23368940244122,0.13854829100683044,0.2770965820136609,1.939676074095626,1.2469346190614738,42.26296307091434,24.29491919298616
44.0,2015,1,149,8,7,25,21,19,27,25,34,41,33,31,73,137,80745,38413,42332,26.007802340702213,18.453154994117284,0.9907734225029413,0.8669267446900737,3.096166945321692,2.600780234070221,35.66500924166298,17.244637626381934
44.0,2015,2,160,6,19,36,15,34,36,32,26,33,33,42,79,157,80745,38413,42332,29.22781596383677,19.815468450058827,0.7430800668772061,2.353086878444486,4.458480401263236,1.8577001671930151,40.87157993387655,18.66200510252291
44.0,2016,1,293,8,16,42,16,40,53,53,43,58,61,67,125,248,80178,38089,42089,46.77093467035845,36.54369028910674,0.9977799396343137,1.9955598792686273,5.238344683080147,1.9955598792686273,65.11066187088136,29.698971227636672
44.0,2016,2,246,5,10,34,16,35,49,25,38,45,63,56,105,206,80178,38089,42089,38.78869515328394,30.681733143755142,0.623612462271446,1.247224924542892,4.240564743445833,1.9955598792686273,54.0838562314579,24.94713583121481
44.0,2017,1,510,3,15,46,11,79,67,71,84,74,109,101,218,367,79703,37822,41881,73.39748817484913,63.98755379345821,0.37639737525563655,1.8819868762781828,5.771426420586427,1.3801237092706673,97.03347258209507,52.05224326066713
44.0,2017,2,719,3,34,53,19,90,118,77,128,116,153,146,307,521,79703,37822,41881,103.88567557055568,90.2099042696009,0.37639737525563655,4.265836919563881,6.649686962849579,2.383850043285698,137.75051557294697,73.3029297294716
44.0,2018,1,763,3,22,44,28,103,104,103,115,114,161,160,352,508,79652,37518,42134,107.96966805604379,95.79169386832723,0.37663837693968766,2.762014764224376,5.524029528448752,3.5152915181037514,135.40167386321232,83.54298191484312
44.0,2018,2,928,5,18,53,26,124,159,116,145,161,172,153,372,658,79652,37518,42134,129.31250941595943,116.50680460001004,0.6277306282328128,2.259830261638126,6.653944659267815,3.264199266810626,175.38248307479077,88.28974225091376
44.0,2019,1,301,0,4,21,4,34,53,37,40,60,56,50,113,217,79564,37621,41943,41.476044442210046,37.831179930621886,0.0,0.5027399326328491,2.6393846463224575,0.5027399326328491,57.68055075622658,26.94132513172639
45.0,2015,1,139,2,15,19,32,23,37,26,27,36,22,36,53,154,93912,45444,48468,22.0419115767953,14.801090382485732,0.21296532924439898,1.5972399693329924,2.0231706278217905,3.4074452679103837,33.88786198398029,10.935049929850624
45.0,2015,2,153,8,7,38,38,19,39,34,40,44,31,37,66,178,93912,45444,48468,25.981770167816677,16.291847687196526,0.8518613169775959,0.7453786523553965,4.046341255643581,4.046341255643581,39.169087228236954,13.61723198811587
45.0,2016,1,238,10,19,47,34,38,43,54,58,59,48,48,103,245,92553,44769,47784,37.6000777932644,25.71499573217508,1.0804620055535747,2.052877810551792,5.078171426101801,3.673570818882154,54.7253680001787,21.55533232881299
45.0,2016,2,214,9,19,46,25,35,57,29,44,42,47,59,101,212,92553,44769,47784,33.818460773826885,23.1218869188465,0.9724158049982172,2.052877810551792,4.970125225546443,2.7011550138839366,47.3541959838281,21.136782186505943
45.0,2017,1,408,11,29,42,21,53,78,58,64,73,86,99,187,324,91314,44167,47147,55.960750815866135,44.68099086667981,1.2046345576800928,3.17585474297479,4.599513765687627,2.2997568828438135,73.35793692123079,39.663181114386916
45.0,2017,2,577,6,20,50,31,80,98,81,98,109,119,99,253,431,91314,44167,47147,74.90636704119851,63.18855816194669,0.6570733950982325,2.1902446503274415,5.475611625818604,3.3948792080075343,97.58416917608169,53.66195091946465
45.0,2018,1,616,6,21,29,38,74,119,84,88,103,122,120,252,458,90556,43525,47031,78.40452316798445,68.02420601616679,0.6625734352224039,2.3190070232784135,3.2024382702416183,4.196298423075224,105.22688110281447,53.581680168399565
45.0,2018,2,692,11,40,57,38,96,130,98,118,130,123,143,311,527,90556,43525,47031,92.53942311939572,76.41680286231724,1.214717964574407,4.417156234816026,6.294447634612836,4.196298423075224,121.07983917288914,66.1265973506836
45.0,2019,1,216,1,7,12,7,20,30,37,30,43,45,38,76,167,90319,43587,46732,26.90463800529235,23.915233782482094,0.11071867491889857,0.7750307244322899,1.3286240990267828,0.7750307244322899,38.314176245210724,16.26294616108876
46.0,2015,1,164,3,5,45,32,39,40,28,36,25,40,41,79,170,132836,63546,69290,18.744918546177242,12.34605076936975,0.22584239212261736,0.37640398687102894,3.3876358818392607,2.408985515974585,26.75227394328518,11.401356617116466
46.0,2015,2,157,4,10,58,18,29,48,37,30,39,31,33,80,167,132836,63546,69290,18.59435695142883,11.819085187750309,0.30112318949682315,0.7528079737420579,4.366286247703935,1.3550543527357042,26.280174991344854,11.545677586953383
46.0,2016,1,256,3,16,73,31,49,52,48,46,69,51,64,114,263,134471,64229,70242,28.184515620468353,19.03756200221609,0.22309642971346982,1.1898476251385057,5.428679789694432,2.305329773705855,40.94723567235984,16.22960621850175
46.0,2016,2,222,6,17,78,29,40,50,49,48,54,50,61,112,240,134471,64229,70242,26.176647753047124,16.509135798796766,0.44619285942693965,1.2642131017096623,5.8005071725502155,2.156598820563542,37.36629871241962,15.944876284843826
46.0,2017,1,441,3,23,77,29,62,74,69,95,87,99,87,192,381,136219,64985,71234,42.0646165366065,32.37433838157673,0.22023359443249474,1.688457557315793,5.652662257100698,2.1289247461807825,58.62891436485343,26.953421119128503
46.0,2017,2,704,3,25,64,32,84,126,101,117,131,123,146,314,514,136219,64985,71234,60.78447206336855,51.681483493492095,0.22023359443249474,1.8352799536041229,4.698316681226554,2.349158340613277,79.09517580980227,44.080074121908076
46.0,2018,1,729,5,32,62,36,69,137,96,139,146,126,151,351,512,138657,65654,73003,62.31203617559878,52.57578052316147,0.3606020612013818,2.3078531916888436,4.471465558897135,2.596334840649949,77.98458585920127,48.08021588153912
46.0,2018,2,830,3,31,76,37,84,165,132,148,158,132,158,379,598,138657,65654,73003,70.46164275875,59.85994215942939,0.2163612367208291,2.2357327794485675,5.481151330261004,2.6684552528902254,91.08355926523897,51.915674698300066
46.0,2019,1,276,1,9,21,10,36,52,40,49,52,30,58,122,195,140078,66586,73492,22.630248861348676,19.70330815688402,0.07138879766986965,0.6424991790288268,1.4991647510672625,0.7138879766986964,29.285435376805935,16.600446307081043
47.0,2015,1,148,10,14,19,43,17,34,32,35,45,31,40,72,161,97797,46364,51433,23.927114328660387,15.133388549751015,1.0225262533615551,1.431536754706177,1.9427998813869547,4.396862889454687,34.725217841428694,13.998794548247234
47.0,2015,2,186,6,19,28,40,29,42,37,56,53,29,33,82,197,97797,46364,51433,28.528482468787388,19.018988312524925,0.613515752016933,1.9427998813869547,2.863073509412354,4.0901050134462205,42.4898628246053,15.943071568837127
47.0,2016,1,322,6,22,20,34,48,55,56,61,66,58,60,154,250,96506,45739,50767,41.86268211302924,33.365801090087665,0.6217230016786521,2.2796510061550577,2.0724100055955073,3.523097009512362,54.657950545486344,30.334666220182402
47.0,2016,2,287,5,21,47,46,48,66,55,66,66,45,60,146,260,96506,45739,50767,42.06992311358879,29.739083580295524,0.5181025013988768,2.1760305058752825,4.870163513149442,4.766543012869666,56.8442685673058,28.75883940354955
47.0,2017,1,394,2,20,46,29,42,81,55,73,78,80,82,187,304,95340,45189,50151,51.499895112229915,41.325781413887135,0.20977554017201594,2.097755401720159,4.8248374239563665,3.0417453324942314,67.27300891809953,37.28739207593069
47.0,2017,2,517,4,23,38,34,61,98,74,91,97,99,96,267,349,95340,45189,50151,64.61086637298091,54.226977134466125,0.4195510803440319,2.4124187119781833,3.985735263268303,3.566184182924271,77.23118458031821,53.239217562959865
47.0,2018,1,504,3,33,50,52,66,99,94,88,104,86,105,277,364,94686,44596,50090,67.80305430581078,53.228565997085106,0.3168367023636018,3.4852037259996194,5.2806117060600295,5.49183617430243,81.62167010494214,55.300459173487724
47.0,2018,2,565,0,28,66,51,68,129,90,106,106,90,121,308,401,94686,44596,50090,74.98468622605243,59.67091227847834,0.0,2.9571425553936166,6.970407451999239,5.38622394018123,89.91837832989506,61.48931922539429
47.0,2019,1,183,2,4,12,13,19,34,35,25,32,31,38,87,127,94456,44672,49784,22.65605149487592,19.374100110104173,0.21173879901753195,0.4234775980350639,1.2704327941051918,1.3763021936139577,28.429441260744984,17.475494134661737
48.0,2015,1,133,7,25,29,49,33,37,32,34,27,32,48,75,168,142655,68402,74253,17.034103256107393,9.323192317128738,0.49069433248045985,1.7524797588587853,2.032876520276191,3.434860327363219,24.56068536007719,10.100601995878954
48.0,2015,2,157,5,20,33,51,24,34,38,35,43,53,39,67,199,142655,68402,74253,18.646384634257476,11.005572885633171,0.350495951771757,1.401983807087028,2.3132732816935966,3.575058708071922,29.092716587234293,9.023204449651866
48.0,2016,1,174,5,12,38,28,25,45,42,39,37,32,37,87,170,141933,68053,73880,18.107135056681674,12.25930544693623,0.35227889215333996,0.8454693411680159,2.6773195803653835,1.9727617960587038,24.980529881122067,11.775852734163509
48.0,2016,2,170,5,12,26,26,18,35,38,37,29,39,43,71,168,141933,68053,73880,16.838931044929648,11.97748233321356,0.35227889215333996,0.8454693411680159,1.831850239197368,1.831850239197368,24.686641294285337,9.61017866811045
48.0,2017,1,271,4,19,41,24,44,50,53,56,45,45,66,136,223,141356,67801,73555,25.396870313251647,19.17145363479442,0.28297348538441947,1.3441240555759926,2.9004782251903,1.697840912306517,32.89037034851993,18.489565631160357
48.0,2017,2,326,4,14,37,41,52,71,52,55,51,70,71,163,259,141356,67801,73555,29.853702708056254,23.062339058830187,0.28297348538441947,0.9904071988454681,2.61750473980588,2.9004782251903,38.200026548281,22.160288219699545
48.0,2018,1,369,7,35,46,47,40,82,62,87,71,82,80,190,313,141531,67482,74049,35.61057294868262,26.072026623142634,0.4945912909539253,2.4729564547696263,3.250171340554366,3.32082723926207,46.38273910079725,25.65868546502991
48.0,2018,2,426,6,40,43,42,61,78,83,78,90,81,86,221,336,141531,67482,74049,39.35533558019092,30.099412849481737,0.4239353922462217,2.8262359483081445,3.0382036444312552,2.967547745723552,49.791055392549126,29.845102567219005
48.0,2019,1,137,3,5,18,19,14,29,17,28,32,36,26,77,105,141474,67751,73723,12.864554617809633,9.683758146373185,0.21205309809576317,0.35342183015960527,1.2723185885745791,1.3430029546065,15.497926229871146,10.444501715882424
