ZAT,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO
406.0,2016,2,0,0,0,0,0,2
406.0,2017,8,0,0,3,1,4,8
406.0,2018,5,0,1,1,0,5,2
406.0,2019,1,0,0,0,0,0,1
407.0,2015,12,1,0,3,0,2,14
407.0,2016,15,3,1,1,1,9,12
407.0,2017,29,0,6,3,0,16,22
407.0,2018,44,2,3,4,0,19,34
407.0,2019,7,0,0,0,1,1,7
408.0,2015,14,2,3,18,6,15,28
408.0,2016,35,1,4,12,6,15,43
408.0,2017,70,0,4,4,3,28,53
408.0,2018,124,0,5,7,10,62,84
408.0,2019,16,0,0,2,2,3,17
409.0,2015,18,0,0,1,0,7,12
409.0,2016,19,1,1,2,1,10,13
409.0,2017,63,1,1,2,1,20,48
409.0,2018,71,2,1,7,6,21,66
409.0,2019,19,0,2,0,0,6,15
410.0,2015,57,5,8,9,13,25,67
410.0,2016,105,7,15,7,8,44,98
410.0,2017,256,8,11,6,8,89,200
410.0,2018,354,5,17,9,14,142,255
410.0,2019,71,1,1,0,1,28,46
411.0,2015,83,4,10,5,14,37,79
411.0,2016,150,2,15,8,23,67,131
411.0,2017,381,2,13,3,25,156,268
411.0,2018,465,6,23,13,29,197,339
411.0,2019,73,0,2,1,2,25,53
412.0,2015,16,0,11,6,12,14,31
412.0,2016,34,0,7,5,11,26,31
412.0,2017,75,1,6,3,5,35,55
412.0,2018,76,2,6,5,13,32,70
412.0,2019,9,0,1,1,3,4,10
413.0,2015,58,10,16,24,25,32,101
413.0,2016,112,2,12,36,48,59,151
413.0,2017,164,7,19,49,23,80,182
413.0,2018,190,6,31,30,38,115,179
413.0,2019,41,2,6,4,7,16,44
414.0,2015,30,10,2,1,18,14,47
414.0,2016,54,7,10,2,22,26,69
414.0,2017,109,4,9,4,23,55,94
414.0,2018,123,6,14,6,23,57,115
414.0,2019,19,1,0,2,1,7,16
415.0,2015,66,10,7,5,19,39,68
415.0,2016,115,6,14,5,21,54,107
415.0,2017,202,7,6,8,21,94,150
415.0,2018,305,10,15,5,38,149,224
415.0,2019,40,0,2,1,2,19,26
416.0,2015,81,3,6,0,0,35,55
416.0,2016,126,3,2,3,3,34,103
416.0,2017,120,0,8,6,2,47,89
416.0,2018,157,0,7,5,5,58,116
416.0,2019,47,0,0,1,0,12,36
417.0,2015,63,5,3,7,14,24,68
417.0,2016,139,0,10,15,14,66,112
417.0,2017,171,0,8,14,7,77,123
417.0,2018,205,0,8,17,22,101,151
417.0,2019,53,0,0,6,2,35,26
418.0,2015,5,1,2,5,1,2,12
418.0,2016,17,0,4,5,1,9,18
418.0,2017,33,0,6,7,3,20,29
418.0,2018,57,0,3,15,3,38,40
418.0,2019,3,0,0,0,1,1,3
419.0,2015,41,0,2,7,7,19,38
419.0,2016,80,1,7,14,8,30,79
419.0,2017,196,0,3,7,2,83,125
419.0,2018,234,0,1,12,12,96,163
419.0,2019,48,0,0,2,0,15,35
420.0,2015,32,3,3,1,3,11,31
420.0,2016,66,1,2,10,3,34,48
420.0,2017,141,0,7,12,2,64,98
420.0,2018,160,1,10,17,6,78,116
420.0,2019,23,0,1,4,1,11,18
421.0,2015,44,0,5,18,2,25,44
421.0,2016,96,1,4,11,5,43,74
421.0,2017,236,1,8,26,9,102,178
421.0,2018,309,0,4,22,9,146,198
421.0,2019,42,0,2,4,1,21,28
422.0,2015,32,2,11,7,6,28,30
422.0,2016,56,3,4,12,8,23,60
422.0,2017,107,0,8,19,2,59,77
422.0,2018,134,3,7,11,11,59,107
422.0,2019,24,0,0,3,1,15,13
423.0,2015,60,5,4,21,13,21,82
423.0,2016,113,7,6,20,7,35,118
423.0,2017,222,2,4,24,12,66,198
423.0,2018,373,1,11,19,10,119,295
423.0,2019,69,0,1,3,1,17,57
424.0,2015,7,1,1,1,6,5,11
424.0,2016,17,1,0,3,4,8,17
424.0,2017,47,0,7,0,1,23,32
424.0,2018,57,0,1,1,0,25,34
424.0,2019,21,0,1,0,2,7,17
425.0,2015,24,0,6,7,4,13,28
425.0,2016,35,0,1,6,2,24,20
425.0,2017,79,1,6,8,3,36,61
425.0,2018,104,0,7,12,7,54,76
425.0,2019,9,0,0,2,1,5,7
426.0,2015,14,0,3,6,1,7,17
426.0,2016,21,0,1,6,1,9,20
426.0,2017,46,1,1,8,2,24,34
426.0,2018,44,0,3,9,2,25,33
426.0,2019,7,0,0,1,1,2,7
427.0,2015,23,1,4,11,6,14,31
427.0,2016,28,1,4,13,2,19,29
427.0,2017,84,0,5,15,6,36,74
427.0,2018,87,1,3,16,7,47,67
427.0,2019,17,0,0,5,0,11,11
428.0,2015,15,0,4,10,4,14,19
428.0,2016,29,0,1,8,3,13,28
428.0,2017,64,0,5,25,3,37,60
428.0,2018,79,0,2,13,1,35,60
428.0,2019,9,0,2,4,0,7,8
429.0,2015,8,0,2,4,6,10,10
429.0,2016,21,0,2,2,2,9,18
429.0,2017,47,0,7,5,1,22,38
429.0,2018,49,0,2,9,2,22,40
429.0,2019,10,1,0,0,1,6,6
430.0,2015,6,0,0,5,0,4,7
430.0,2016,15,0,0,5,2,9,13
430.0,2017,36,0,1,5,0,13,29
430.0,2018,25,0,2,5,3,13,22
430.0,2019,8,0,0,1,0,4,5
431.0,2015,37,1,0,4,3,16,29
431.0,2016,35,2,2,7,8,15,39
431.0,2017,73,1,3,9,2,30,58
431.0,2018,81,1,2,17,3,35,69
431.0,2019,22,1,1,1,1,13,13
432.0,2015,26,0,1,4,4,15,20
432.0,2016,55,1,1,8,4,30,39
432.0,2017,146,3,6,7,1,66,97
432.0,2018,192,1,0,12,4,95,114
432.0,2019,41,0,0,2,1,11,33
433.0,2015,125,4,9,5,9,45,107
433.0,2016,215,3,12,2,10,82,159
433.0,2017,533,0,12,4,4,206,347
433.0,2018,898,2,2,10,6,325,593
433.0,2019,166,1,0,0,0,51,116
434.0,2015,28,1,1,2,4,14,22
434.0,2016,54,1,2,3,1,23,38
434.0,2017,151,0,2,6,1,53,107
434.0,2018,249,0,3,11,4,93,174
434.0,2019,40,0,0,2,0,9,33
435.0,2015,29,2,2,3,3,15,24
435.0,2016,50,0,1,6,7,23,41
435.0,2017,134,0,5,12,1,57,95
435.0,2018,167,0,4,14,4,82,107
435.0,2019,28,0,4,1,1,11,23
436.0,2015,31,1,1,3,7,10,33
436.0,2016,43,0,3,3,6,15,40
436.0,2017,62,1,5,9,4,34,47
436.0,2018,74,1,3,4,3,40,45
436.0,2019,13,0,0,5,1,6,13
437.0,2015,15,2,2,1,0,11,9
437.0,2016,35,1,1,4,3,15,29
437.0,2017,59,1,3,5,3,25,46
437.0,2018,50,0,3,5,1,25,34
437.0,2019,6,0,0,1,1,2,6
438.0,2015,9,1,0,3,1,3,11
438.0,2016,21,0,7,2,0,17,13
438.0,2017,37,1,2,5,2,20,26
438.0,2018,32,0,4,3,0,15,24
438.0,2019,8,0,0,1,0,3,6
439.0,2015,13,1,2,1,2,5,14
439.0,2016,17,0,1,2,2,6,16
439.0,2017,26,2,5,4,1,10,28
439.0,2018,44,0,1,3,4,21,31
439.0,2019,4,0,1,0,0,2,3
440.0,2015,44,2,4,2,1,20,33
440.0,2016,51,3,10,0,1,26,39
440.0,2017,97,2,0,3,3,39,66
440.0,2018,115,1,3,0,1,53,67
440.0,2019,13,1,0,0,0,5,9
441.0,2015,50,2,5,1,0,18,40
441.0,2016,47,1,5,2,0,21,34
441.0,2017,75,0,3,0,2,27,53
441.0,2018,110,5,5,0,1,37,84
441.0,2019,18,0,0,0,1,8,11
442.0,2015,69,2,2,1,1,16,59
442.0,2016,94,5,4,0,1,19,85
442.0,2017,157,4,5,1,3,49,121
442.0,2018,188,3,4,2,2,74,125
442.0,2019,31,0,0,0,0,12,19
443.0,2015,153,14,3,2,3,41,134
443.0,2016,138,5,11,0,4,40,118
443.0,2017,353,4,3,5,9,133,240
443.0,2018,441,5,7,9,4,150,316
443.0,2019,61,0,0,1,0,21,41
444.0,2015,78,17,15,1,7,44,74
444.0,2016,70,3,7,6,4,32,58
444.0,2017,109,6,6,5,6,46,86
444.0,2018,150,7,5,4,2,63,105
444.0,2019,27,1,0,0,0,10,18
445.0,2015,5,0,2,0,1,4,4
445.0,2016,14,4,0,0,1,3,16
445.0,2017,26,2,2,1,0,11,20
445.0,2018,32,4,1,1,1,10,29
445.0,2019,6,0,0,1,0,3,4
446.0,2015,40,2,5,5,5,18,39
446.0,2016,46,2,2,5,5,16,44
446.0,2017,93,1,5,11,6,43,73
446.0,2018,123,2,9,4,4,55,87
446.0,2019,17,0,0,0,0,9,8
447.0,2015,49,1,7,7,14,27,51
447.0,2016,103,0,12,8,6,54,75
447.0,2017,122,1,5,22,3,62,91
447.0,2018,133,1,8,11,9,54,108
447.0,2019,42,0,0,4,3,14,35
448.0,2015,3,0,1,0,0,2,2
448.0,2016,5,0,0,0,0,3,2
448.0,2017,25,1,0,0,0,7,19
448.0,2018,23,0,1,1,1,9,17
448.0,2019,5,0,0,0,0,2,3
449.0,2015,24,0,1,1,2,12,16
449.0,2016,47,0,1,2,4,20,34
449.0,2017,50,0,1,7,2,25,35
449.0,2018,61,0,4,3,3,32,39
449.0,2019,11,0,0,0,1,5,7
450.0,2015,17,1,0,2,5,9,16
450.0,2016,18,2,1,3,1,10,15
450.0,2017,45,1,1,3,3,23,30
450.0,2018,56,1,8,7,2,27,47
450.0,2019,13,0,2,3,1,12,7
451.0,2015,6,0,0,1,1,2,6
451.0,2016,13,1,0,1,1,5,11
451.0,2017,21,0,2,2,1,13,13
451.0,2018,25,0,2,0,1,17,11
451.0,2019,1,0,0,0,0,0,1
452.0,2015,51,16,4,1,7,31,48
452.0,2016,98,13,7,0,5,38,85
452.0,2017,99,3,5,8,2,49,68
452.0,2018,224,7,11,0,3,115,130
452.0,2019,35,2,4,0,0,21,20
453.0,2015,109,6,1,0,2,29,89
453.0,2016,128,2,3,1,1,51,84
453.0,2017,260,0,8,2,3,130,143
453.0,2018,409,2,8,0,0,216,203
453.0,2019,56,0,0,0,0,24,32
454.0,2015,211,4,2,0,2,82,137
454.0,2016,245,3,3,1,1,87,166
454.0,2017,634,3,10,2,1,290,360
454.0,2018,1053,2,9,2,3,443,626
454.0,2019,135,0,1,0,1,46,91
455.0,2015,86,1,8,0,1,38,58
455.0,2016,128,2,2,0,1,51,82
455.0,2017,291,1,2,6,0,125,175
455.0,2018,475,1,4,2,1,219,264
455.0,2019,63,0,2,0,0,38,27
456.0,2015,172,1,4,0,2,73,106
456.0,2016,146,1,5,0,1,55,98
456.0,2017,461,1,3,1,1,218,249
456.0,2018,777,0,3,3,1,433,351
456.0,2019,88,1,1,0,0,45,44
457.0,2015,85,0,3,0,1,50,39
457.0,2016,79,0,0,1,0,35,45
457.0,2017,215,1,3,1,1,122,99
457.0,2018,352,0,5,1,0,210,148
457.0,2019,37,0,0,0,0,22,15
458.0,2015,120,0,8,0,0,60,68
458.0,2016,107,0,2,0,1,54,56
458.0,2017,243,1,5,5,4,125,133
458.0,2018,440,1,17,0,2,263,197
458.0,2019,55,0,9,1,0,34,31
459.0,2015,79,1,6,1,0,33,54
459.0,2016,105,2,10,1,0,52,65
459.0,2017,249,1,10,2,1,141,122
459.0,2018,315,0,16,3,2,181,155
459.0,2019,46,0,1,0,0,26,21
460.0,2015,20,0,3,1,0,11,13
460.0,2016,40,0,3,1,0,18,26
460.0,2017,51,1,2,1,1,26,30
460.0,2018,73,0,4,0,0,33,44
460.0,2019,11,0,0,0,0,5,6
461.0,2015,16,0,0,0,2,7,11
461.0,2016,28,0,5,0,0,15,18
461.0,2017,36,0,3,1,1,10,31
461.0,2018,62,2,1,0,0,26,39
461.0,2019,7,0,0,0,0,4,3
462.0,2015,55,9,9,2,4,29,50
462.0,2016,102,7,11,1,1,53,69
462.0,2017,165,8,5,8,6,64,128
462.0,2018,210,2,7,4,4,78,149
462.0,2019,38,0,2,0,2,13,29
463.0,2015,22,1,3,2,1,12,17
463.0,2016,25,0,3,2,0,12,18
463.0,2017,28,3,2,2,2,15,22
463.0,2018,41,0,2,2,4,21,28
463.0,2019,5,0,2,0,0,6,1
464.0,2015,8,0,3,0,1,3,9
464.0,2016,19,0,5,2,1,15,12
464.0,2017,23,2,1,5,1,15,17
464.0,2018,34,2,5,1,4,21,25
464.0,2019,6,1,1,0,0,4,4
465.0,2015,16,0,3,0,1,9,11
465.0,2016,14,1,4,0,0,6,13
465.0,2017,18,0,2,0,1,9,12
465.0,2018,15,0,7,2,2,11,15
465.0,2019,3,0,0,0,0,3,0
466.0,2015,15,0,1,2,2,5,15
466.0,2016,27,0,0,2,1,8,22
466.0,2017,38,1,2,3,2,22,24
466.0,2018,55,0,3,2,4,25,39
466.0,2019,10,0,0,0,0,3,7
467.0,2015,6,0,1,0,2,3,6
467.0,2016,8,0,0,0,2,4,6
467.0,2017,22,0,0,0,1,12,11
467.0,2018,12,0,1,1,2,6,10
467.0,2019,4,1,0,1,0,2,4
468.0,2015,22,0,1,3,2,9,19
468.0,2016,13,1,3,0,3,6,14
468.0,2017,25,1,2,2,0,18,12
468.0,2018,44,0,4,1,4,25,28
468.0,2019,9,0,0,0,0,6,3
469.0,2015,8,1,0,1,0,2,8
469.0,2016,9,0,1,1,0,4,7
469.0,2017,10,0,0,1,0,5,6
469.0,2018,13,0,2,0,1,9,7
469.0,2019,1,0,1,0,0,2,0
470.0,2015,7,1,1,3,2,2,12
470.0,2016,7,0,1,2,1,4,7
470.0,2017,10,0,1,1,1,4,9
470.0,2018,14,0,5,3,2,11,12
470.0,2019,3,0,0,0,0,0,3
471.0,2015,7,0,4,0,4,5,10
471.0,2016,11,0,2,1,2,6,10
471.0,2017,10,1,1,0,1,3,10
471.0,2018,9,0,2,1,3,9,6
471.0,2019,1,0,0,0,0,0,1
472.0,2015,21,3,3,0,2,10,19
472.0,2016,25,2,4,0,3,15,19
472.0,2017,36,1,5,1,4,19,28
472.0,2018,43,2,11,1,2,27,32
472.0,2019,6,0,0,0,0,2,4
473.0,2015,12,0,2,0,1,6,9
473.0,2016,10,1,2,2,0,5,10
473.0,2017,24,2,2,1,0,12,17
473.0,2018,17,0,1,0,1,8,11
473.0,2019,5,1,0,0,0,1,5
474.0,2015,17,1,2,0,0,8,12
474.0,2016,22,0,3,0,0,11,14
474.0,2017,35,0,1,0,0,17,19
474.0,2018,25,1,3,1,1,14,17
474.0,2019,3,0,0,0,0,1,2
475.0,2015,42,2,3,0,1,20,28
475.0,2016,56,0,7,1,0,37,27
475.0,2017,113,0,5,1,1,66,54
475.0,2018,109,1,2,2,0,59,54
475.0,2019,26,0,1,0,0,10,17
476.0,2015,45,0,1,0,0,22,24
476.0,2016,38,1,0,0,0,20,19
476.0,2017,93,1,1,1,2,44,54
476.0,2018,124,0,3,1,0,70,58
476.0,2019,24,0,1,0,0,6,19
477.0,2015,59,0,2,0,0,30,31
477.0,2016,46,0,2,0,0,18,30
477.0,2017,103,1,3,0,1,52,56
477.0,2018,96,0,2,0,0,46,52
477.0,2019,19,0,0,0,0,9,10
478.0,2015,6,0,0,0,0,4,2
478.0,2016,5,0,0,0,0,3,2
478.0,2017,12,0,0,0,0,7,5
478.0,2018,1,0,0,0,0,1,0
478.0,2019,2,0,0,0,0,1,1
479.0,2015,21,1,1,1,1,7,18
479.0,2016,1,1,0,0,0,0,2
479.0,2017,12,0,0,0,0,6,6
479.0,2018,11,0,0,0,1,7,5
480.0,2015,3,0,0,0,0,1,2
480.0,2016,1,0,0,0,0,0,1
480.0,2017,7,0,0,0,1,3,5
480.0,2018,8,0,2,0,1,6,5
480.0,2019,1,0,0,0,0,1,0
481.0,2015,12,0,2,0,0,5,9
481.0,2016,11,0,4,0,0,6,9
481.0,2017,21,1,1,1,0,7,17
481.0,2018,20,1,1,2,1,4,21
481.0,2019,1,0,0,0,0,0,1
482.0,2015,12,0,1,1,1,4,11
482.0,2016,11,0,3,4,1,5,14
482.0,2017,22,2,2,0,1,8,19
482.0,2018,20,0,5,1,0,12,14
482.0,2019,5,0,0,0,0,2,3
483.0,2015,1,0,1,0,0,2,0
483.0,2017,6,0,1,0,0,2,5
483.0,2018,5,0,0,1,4,2,8
483.0,2019,0,0,0,0,1,0,1
484.0,2015,2,1,0,0,0,0,3
484.0,2016,4,1,0,0,0,2,3
484.0,2017,1,0,1,1,0,1,2
484.0,2018,7,0,0,0,0,4,3
485.0,2015,8,0,3,0,0,6,5
485.0,2016,9,2,1,1,0,3,10
485.0,2017,14,0,5,0,0,7,12
485.0,2018,32,0,0,1,2,13,22
485.0,2019,2,0,0,0,1,1,2
486.0,2015,4,0,0,0,0,1,3
486.0,2016,11,3,2,0,1,7,10
486.0,2017,17,3,0,0,1,6,15
486.0,2018,12,3,3,0,1,8,11
486.0,2019,3,0,0,0,1,1,3
487.0,2015,9,3,2,0,0,5,9
487.0,2016,4,1,2,0,0,3,4
487.0,2017,6,3,3,2,2,6,10
487.0,2018,16,0,4,1,2,13,10
487.0,2019,2,0,0,0,1,1,2
488.0,2015,6,3,0,0,3,2,10
488.0,2016,5,3,1,1,0,3,7
488.0,2017,8,4,0,0,0,2,10
488.0,2018,14,0,1,1,1,7,10
488.0,2019,2,0,0,1,0,2,1
489.0,2015,2,0,0,0,0,0,2
489.0,2016,1,0,2,0,0,2,1
489.0,2017,1,0,0,0,1,0,2
489.0,2018,3,0,0,0,0,0,3
490.0,2015,2,2,0,0,0,1,3
490.0,2016,9,2,1,0,2,5,9
490.0,2017,20,1,3,0,0,9,15
490.0,2018,19,2,5,2,0,12,16
490.0,2019,2,0,0,0,0,2,0
491.0,2015,1,0,0,0,1,0,2
491.0,2016,2,0,0,0,0,0,2
491.0,2017,2,0,0,0,0,0,2
491.0,2018,0,0,1,0,0,1,0
492.0,2015,34,0,2,0,1,16,21
492.0,2016,18,1,0,8,2,7,22
492.0,2017,23,1,1,2,1,10,18
492.0,2018,16,1,3,3,0,10,13
492.0,2019,6,0,0,1,1,1,7
493.0,2015,3,0,1,0,0,0,4
493.0,2016,1,0,0,0,0,0,1
493.0,2017,1,0,1,0,0,2,0
493.0,2018,1,0,0,0,0,0,1
494.0,2015,17,1,4,0,3,12,13
494.0,2016,11,0,0,3,1,3,12
494.0,2017,26,0,1,1,2,12,18
494.0,2018,24,0,1,3,2,14,16
494.0,2019,4,0,0,0,0,0,4
495.0,2015,17,0,1,5,5,9,19
495.0,2016,17,0,0,1,0,10,8
495.0,2017,8,0,0,1,0,5,4
495.0,2018,8,0,1,1,1,2,9
496.0,2015,21,1,1,0,0,9,14
496.0,2016,25,0,0,2,0,7,20
496.0,2017,25,1,1,2,1,9,21
496.0,2018,27,0,1,2,1,13,18
496.0,2019,3,0,1,1,1,2,4
497.0,2015,4,0,2,0,1,3,4
497.0,2016,1,0,0,1,0,1,1
497.0,2017,15,0,0,2,0,3,14
497.0,2018,24,0,0,1,1,12,14
497.0,2019,4,0,1,1,0,5,1
498.0,2015,4,0,2,1,0,2,5
498.0,2016,8,0,1,0,1,5,5
498.0,2017,7,0,0,2,0,5,4
498.0,2018,16,0,0,3,1,10,10
498.0,2019,1,0,0,1,2,2,2
499.0,2015,28,1,4,5,4,18,24
499.0,2016,48,1,4,7,3,27,36
499.0,2017,109,0,2,6,5,55,67
499.0,2018,173,0,2,8,7,92,98
499.0,2019,34,0,0,1,1,18,18
500.0,2015,52,1,8,5,9,33,42
500.0,2016,106,4,3,13,9,49,86
500.0,2017,200,2,3,14,6,81,144
500.0,2018,237,0,6,19,10,114,158
500.0,2019,44,0,0,0,0,17,27
501.0,2015,120,6,7,10,9,59,93
501.0,2016,235,11,10,14,8,111,167
501.0,2017,441,5,12,26,7,224,267
501.0,2018,522,7,9,26,4,261,307
501.0,2019,91,0,0,5,4,47,53
502.0,2015,94,5,5,14,9,39,88
502.0,2016,114,1,5,11,10,50,91
502.0,2017,179,0,5,14,5,89,114
502.0,2018,173,1,9,13,5,91,110
502.0,2019,24,1,0,5,0,9,21
503.0,2015,21,0,1,2,2,8,18
503.0,2016,37,1,1,6,2,10,37
503.0,2017,51,1,4,6,2,28,36
503.0,2018,62,0,4,4,3,29,44
503.0,2019,8,0,0,0,0,3,5
504.0,2015,17,1,0,2,5,5,20
504.0,2016,21,0,0,3,5,6,23
504.0,2017,38,1,0,3,4,12,34
504.0,2018,80,1,1,3,4,34,54
504.0,2019,14,0,0,1,1,7,9
505.0,2015,12,0,0,0,0,3,9
505.0,2016,14,0,2,0,2,8,10
505.0,2017,52,0,1,2,1,22,34
505.0,2018,54,0,0,0,3,25,32
505.0,2019,9,0,0,0,1,5,5
506.0,2015,25,1,2,3,6,16,21
506.0,2016,32,0,3,16,3,17,37
506.0,2017,73,1,8,22,3,38,69
506.0,2018,111,0,2,22,5,46,94
506.0,2019,14,0,1,1,1,7,10
507.0,2015,39,0,3,16,8,27,39
507.0,2016,47,1,6,18,5,25,52
507.0,2017,90,0,3,10,1,37,67
507.0,2018,151,0,3,14,3,74,96
507.0,2019,33,0,1,5,0,14,25
508.0,2015,7,0,0,4,5,0,16
508.0,2016,24,0,1,4,2,8,23
508.0,2017,40,1,3,3,0,15,32
508.0,2018,45,2,1,3,2,20,33
508.0,2019,8,0,0,1,0,3,6
509.0,2015,49,0,9,19,4,26,55
509.0,2016,52,2,4,18,9,17,68
509.0,2017,111,0,8,15,2,54,82
509.0,2018,144,1,1,20,5,79,92
509.0,2019,23,0,0,1,1,12,13
510.0,2015,5,0,1,3,1,4,6
510.0,2016,14,0,2,7,2,8,17
510.0,2017,37,0,1,5,1,13,31
510.0,2018,40,0,3,5,0,19,29
510.0,2019,6,0,0,0,0,3,3
511.0,2015,16,1,2,3,4,8,18
511.0,2016,18,0,3,9,2,14,18
511.0,2017,74,1,1,7,1,34,50
511.0,2018,85,1,1,5,3,44,51
511.0,2019,11,0,0,3,0,4,10
512.0,2015,12,1,3,9,6,11,20
512.0,2016,8,0,1,8,1,5,13
512.0,2017,41,0,2,10,2,18,37
512.0,2018,60,0,3,6,1,38,32
512.0,2019,6,0,0,1,0,4,3
513.0,2015,29,1,5,20,15,16,54
513.0,2016,50,2,1,16,12,22,59
513.0,2017,144,2,2,28,10,73,113
513.0,2018,174,1,8,27,12,109,113
513.0,2019,29,0,2,4,3,15,23
514.0,2015,10,0,1,7,4,6,16
514.0,2016,15,1,0,7,2,9,16
514.0,2017,24,0,3,3,0,11,19
514.0,2018,18,0,1,4,1,7,17
514.0,2019,3,0,0,0,0,3,0
515.0,2015,21,0,2,11,11,12,33
515.0,2016,41,3,4,11,3,21,41
515.0,2017,46,2,5,13,5,27,44
515.0,2018,79,0,8,14,5,43,63
515.0,2019,13,0,0,3,2,7,11
516.0,2015,7,0,3,8,2,3,17
516.0,2016,21,0,1,8,2,12,20
516.0,2017,58,0,2,10,2,31,41
516.0,2018,75,1,5,10,8,42,57
516.0,2019,9,0,0,1,1,7,4
517.0,2015,62,1,5,14,28,26,84
517.0,2016,108,4,14,16,21,57,106
517.0,2017,207,6,11,21,24,109,160
517.0,2018,271,5,22,15,32,129,216
517.0,2019,46,0,0,1,5,16,36
518.0,2015,9,0,0,0,2,3,8
518.0,2016,22,0,1,1,1,9,16
518.0,2017,38,0,1,3,2,23,21
518.0,2018,43,0,2,3,3,18,33
518.0,2019,6,0,0,1,1,4,4
519.0,2015,83,4,8,11,11,33,84
519.0,2016,125,4,9,17,8,42,121
519.0,2017,312,7,13,25,6,114,249
519.0,2018,398,6,14,25,13,140,316
519.0,2019,72,1,1,3,1,24,54
520.0,2015,58,3,2,15,7,24,61
520.0,2016,74,5,4,28,9,37,83
520.0,2017,164,2,13,22,8,91,118
520.0,2018,231,1,11,23,13,108,171
520.0,2019,33,0,0,3,0,11,25
521.0,2015,12,1,0,5,8,7,19
521.0,2016,17,0,1,1,3,10,12
521.0,2017,28,0,1,3,2,13,21
521.0,2018,37,0,5,2,2,19,27
521.0,2019,8,0,1,0,0,3,6
522.0,2015,82,2,6,10,10,41,69
522.0,2016,93,3,8,15,15,48,86
522.0,2017,160,0,6,21,9,83,113
522.0,2018,178,0,7,39,19,98,145
522.0,2019,34,1,1,2,0,16,22
523.0,2015,46,1,7,7,18,27,51
523.0,2016,95,1,2,15,19,49,83
523.0,2017,149,2,5,18,8,80,102
523.0,2018,192,1,19,22,15,125,124
523.0,2019,30,1,0,3,1,12,23
524.0,2015,42,0,4,6,1,21,32
524.0,2016,38,0,2,4,2,21,25
524.0,2017,86,0,6,6,8,46,60
524.0,2018,90,2,4,11,11,47,71
524.0,2019,16,1,0,1,1,8,11
525.0,2015,50,0,6,6,11,21,52
525.0,2016,110,0,5,3,9,55,72
525.0,2017,152,1,4,5,10,70,102
525.0,2018,158,0,7,8,16,79,110
525.0,2019,32,0,2,0,3,12,25
526.0,2015,46,5,5,4,14,20,54
526.0,2016,80,1,9,7,10,37,70
526.0,2017,104,0,9,7,4,57,67
526.0,2018,120,1,3,4,13,56,84
526.0,2019,9,0,0,0,2,4,7
527.0,2015,104,9,11,4,12,57,83
527.0,2016,138,16,22,24,29,78,151
527.0,2017,228,16,18,16,29,101,206
527.0,2018,265,7,24,10,39,117,228
527.0,2019,43,0,1,0,5,14,35
528.0,2015,71,5,12,7,16,40,71
528.0,2016,107,7,47,13,23,79,118
528.0,2017,221,2,13,11,26,104,169
528.0,2018,322,4,15,21,26,134,253
528.0,2019,38,0,0,4,10,12,40
529.0,2015,55,13,6,2,14,19,71
529.0,2016,95,8,8,4,31,47,99
529.0,2017,119,10,11,6,22,58,110
529.0,2018,145,7,36,18,23,89,140
529.0,2019,27,0,3,2,4,13,23
530.0,2015,135,1,13,15,8,64,108
530.0,2016,113,0,3,36,5,36,121
530.0,2017,246,0,14,30,10,95,205
530.0,2018,261,5,14,25,15,104,216
530.0,2019,49,0,2,3,3,17,40
531.0,2015,60,4,16,9,15,31,73
531.0,2016,103,5,10,14,24,47,109
531.0,2017,218,6,19,12,31,98,187
531.0,2018,256,4,20,11,41,121,211
531.0,2019,44,0,1,2,8,16,39
532.0,2015,30,3,3,1,7,14,30
532.0,2016,46,6,2,4,6,17,47
532.0,2017,77,2,4,4,10,36,61
532.0,2018,116,1,9,2,13,57,84
532.0,2019,25,0,0,0,3,11,17
533.0,2015,22,0,2,6,9,12,27
533.0,2016,42,3,3,3,11,18,44
533.0,2017,82,1,4,6,15,43,65
533.0,2018,90,1,9,7,6,48,64
533.0,2019,11,0,1,0,3,4,11
534.0,2015,20,2,2,2,6,7,25
534.0,2016,33,3,2,4,1,18,25
534.0,2017,60,2,1,6,7,24,52
534.0,2018,69,0,5,4,9,40,47
534.0,2019,11,0,0,1,1,3,10
535.0,2015,92,5,13,9,37,35,121
535.0,2016,94,8,5,3,18,32,96
535.0,2017,147,1,6,16,21,66,125
535.0,2018,158,4,19,12,15,84,124
535.0,2019,26,0,1,2,7,15,21
536.0,2015,17,3,6,8,4,16,22
536.0,2016,32,1,0,16,5,18,36
536.0,2017,48,0,4,13,4,29,40
536.0,2018,70,0,7,17,9,38,65
536.0,2019,11,1,0,2,2,8,8
537.0,2015,33,0,1,13,5,12,40
537.0,2016,38,0,1,16,3,14,44
537.0,2017,56,0,3,15,4,24,54
537.0,2018,93,1,4,17,8,45,77
537.0,2019,15,0,1,5,0,9,12
538.0,2015,26,0,2,2,5,7,28
538.0,2016,32,4,2,19,5,15,47
538.0,2017,64,1,4,7,3,30,49
538.0,2018,90,0,1,12,5,44,64
538.0,2019,12,0,0,1,0,4,9
539.0,2015,30,0,0,3,6,14,25
539.0,2016,56,0,5,5,6,25,47
539.0,2017,110,1,4,11,4,48,82
539.0,2018,126,2,5,4,6,56,87
539.0,2019,23,0,1,1,0,10,15
540.0,2015,21,1,5,7,5,8,31
