ZAT,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO
138.0,2015,49,0,5,2,0,26,30
138.0,2016,71,0,0,0,4,29,46
138.0,2017,176,0,1,2,3,82,100
138.0,2018,216,0,2,2,1,93,128
138.0,2019,39,0,1,0,0,21,19
139.0,2015,22,0,5,3,0,19,11
139.0,2016,27,0,6,0,0,22,11
139.0,2017,55,0,69,2,1,90,37
139.0,2018,96,0,1,1,0,42,56
139.0,2019,15,0,0,1,0,6,10
140.0,2015,30,0,6,0,1,12,25
140.0,2016,44,1,1,1,0,27,20
140.0,2017,136,0,4,2,2,58,86
140.0,2018,166,0,1,4,3,73,101
140.0,2019,40,0,0,0,0,17,23
141.0,2015,21,0,2,0,0,6,17
141.0,2016,38,0,0,0,0,16,22
141.0,2017,65,0,3,0,0,31,37
141.0,2018,110,0,0,1,0,42,69
141.0,2019,15,0,0,0,0,5,10
142.0,2015,17,0,0,0,1,6,12
142.0,2016,27,0,0,0,0,11,16
142.0,2017,37,0,0,1,1,16,23
142.0,2018,69,0,1,1,2,35,38
142.0,2019,16,0,0,0,0,3,13
143.0,2015,63,0,3,0,2,32,36
143.0,2016,79,0,2,0,5,34,52
143.0,2017,189,0,3,4,8,71,133
143.0,2018,294,0,1,0,2,123,174
143.0,2019,50,0,0,1,1,18,34
144.0,2015,66,0,8,1,1,34,42
144.0,2016,80,0,1,0,2,35,48
144.0,2017,222,0,1,2,4,103,126
144.0,2018,498,1,3,2,1,242,263
144.0,2019,81,0,0,0,0,32,49
145.0,2015,37,0,3,0,1,14,27
145.0,2016,53,1,1,0,2,17,40
145.0,2017,139,0,1,0,2,67,75
145.0,2018,243,0,0,1,1,115,130
145.0,2019,56,0,0,0,0,20,36
146.0,2015,62,0,3,1,4,36,34
146.0,2016,79,0,1,2,4,36,50
146.0,2017,184,0,0,1,4,89,100
146.0,2018,296,1,2,3,2,131,173
146.0,2019,76,0,0,0,0,33,43
147.0,2015,107,1,7,3,2,58,61
147.0,2016,164,0,9,0,0,96,77
147.0,2017,323,0,5,4,3,168,167
147.0,2018,561,0,3,3,0,285,281
147.0,2019,67,0,0,1,0,36,32
148.0,2015,48,0,3,0,0,19,32
148.0,2016,67,0,3,1,0,22,49
148.0,2017,139,0,1,2,1,61,82
148.0,2018,162,0,1,0,0,62,101
148.0,2019,35,0,0,0,0,17,18
149.0,2015,13,0,1,1,1,9,7
149.0,2016,33,0,0,0,0,10,23
149.0,2017,45,0,1,0,1,19,28
149.0,2018,65,0,1,0,0,36,30
149.0,2019,8,0,0,0,0,3,5
150.0,2015,16,0,0,0,0,5,11
150.0,2016,16,0,0,0,1,9,8
150.0,2017,35,1,1,1,0,20,18
150.0,2018,40,0,1,0,1,21,21
150.0,2019,8,0,0,0,0,4,4
151.0,2015,15,1,2,0,1,8,11
151.0,2016,21,0,2,0,0,10,13
151.0,2017,66,0,0,0,0,35,31
151.0,2018,103,0,1,0,0,52,52
151.0,2019,18,0,0,0,0,9,9
152.0,2015,38,0,2,1,1,19,23
152.0,2016,39,0,3,1,0,16,27
152.0,2017,107,0,4,0,2,48,65
152.0,2018,143,0,0,1,0,56,88
152.0,2019,30,0,0,0,1,10,21
153.0,2015,54,0,1,0,4,20,39
153.0,2016,66,0,2,0,2,29,41
153.0,2017,131,0,1,1,2,59,76
153.0,2018,217,2,4,0,0,106,117
153.0,2019,37,0,0,0,0,17,20
154.0,2015,14,0,0,0,1,4,11
154.0,2016,16,0,8,0,1,10,15
154.0,2017,28,0,3,0,0,12,19
154.0,2018,39,0,9,3,1,27,25
154.0,2019,10,0,0,0,0,4,6
155.0,2015,43,1,3,0,1,19,29
155.0,2016,68,0,5,0,1,34,40
155.0,2017,142,0,1,7,1,79,72
155.0,2018,266,0,2,0,3,134,137
155.0,2019,42,0,0,0,0,22,20
156.0,2015,11,0,2,0,0,7,6
156.0,2016,13,0,0,2,0,5,10
156.0,2017,15,0,2,2,1,6,14
156.0,2018,16,0,0,2,0,10,8
156.0,2019,2,0,0,0,0,1,1
157.0,2016,1,0,0,0,0,1,0
157.0,2017,1,0,0,0,0,0,1
157.0,2018,1,0,0,0,0,1,0
158.0,2015,10,0,0,0,0,3,7
158.0,2016,8,0,1,0,0,1,8
158.0,2017,8,0,0,0,0,1,7
158.0,2018,12,0,0,0,0,5,7
159.0,2015,6,0,1,0,0,4,3
159.0,2016,3,0,3,0,0,6,0
159.0,2017,15,0,0,0,0,5,10
159.0,2018,13,0,7,0,1,11,10
159.0,2019,1,0,0,0,0,0,1
160.0,2015,3,0,0,0,0,1,2
160.0,2016,8,1,1,0,0,4,6
160.0,2017,12,0,6,1,0,8,11
160.0,2018,14,0,1,1,0,5,11
160.0,2019,3,0,0,1,0,1,3
161.0,2015,5,2,4,0,0,4,7
161.0,2016,10,0,1,0,0,5,6
161.0,2017,16,0,5,1,2,11,13
161.0,2018,11,1,4,0,0,11,5
161.0,2019,6,0,4,0,0,6,4
162.0,2017,0,0,0,1,0,0,1
163.0,2015,103,0,0,0,0,42,61
163.0,2016,120,0,0,1,2,53,70
163.0,2017,322,0,0,1,2,162,163
163.0,2018,435,0,2,1,2,223,217
163.0,2019,86,0,0,0,0,39,47
164.0,2015,56,0,3,0,3,26,36
164.0,2016,71,0,1,1,0,36,37
164.0,2017,139,0,0,1,0,59,81
164.0,2018,163,0,0,0,3,65,101
164.0,2019,31,0,0,0,0,10,21
165.0,2015,31,0,0,0,1,7,25
165.0,2016,31,0,0,0,0,13,18
165.0,2017,87,0,2,1,0,39,51
165.0,2018,137,1,2,3,1,58,86
165.0,2019,19,0,0,0,0,9,10
166.0,2015,16,0,1,0,1,7,11
166.0,2016,18,0,0,0,0,6,12
166.0,2017,54,0,0,3,1,21,37
166.0,2018,67,0,2,1,0,29,41
166.0,2019,20,0,0,0,0,7,13
167.0,2015,76,0,3,2,2,37,46
167.0,2016,124,0,0,0,6,51,79
167.0,2017,266,0,3,3,9,112,169
167.0,2018,501,0,4,3,5,223,290
167.0,2019,88,0,0,0,1,46,43
168.0,2015,108,0,3,1,2,55,59
168.0,2016,135,0,0,2,3,55,85
168.0,2017,266,1,2,3,3,111,164
168.0,2018,436,1,7,3,2,210,239
168.0,2019,70,0,0,1,2,40,33
169.0,2015,28,0,4,0,0,11,21
169.0,2016,43,0,5,1,1,20,30
169.0,2017,101,0,3,1,1,44,62
169.0,2018,122,0,2,1,0,71,54
169.0,2019,15,0,0,0,0,5,10
170.0,2015,30,0,4,0,0,12,22
170.0,2016,48,1,0,0,0,23,26
170.0,2017,129,0,2,0,0,55,76
170.0,2018,117,0,2,0,1,52,68
170.0,2019,24,0,0,0,0,10,14
171.0,2015,30,0,3,0,3,17,19
171.0,2016,49,0,2,1,3,20,35
171.0,2017,84,1,4,2,3,33,61
171.0,2018,98,0,5,3,1,51,56
171.0,2019,17,0,1,1,0,3,16
172.0,2015,59,0,5,0,3,30,37
172.0,2016,75,0,2,6,1,37,47
172.0,2017,144,0,3,1,1,61,88
172.0,2018,194,1,6,4,0,79,126
172.0,2019,41,0,1,1,1,22,22
173.0,2015,51,0,7,2,4,24,40
173.0,2016,75,1,3,4,4,36,51
173.0,2017,128,0,13,5,3,70,79
173.0,2018,162,0,5,3,1,75,96
173.0,2019,24,0,1,1,1,9,18
174.0,2015,19,2,4,0,1,8,18
174.0,2016,20,0,4,1,2,10,17
174.0,2017,28,1,1,1,4,14,21
174.0,2018,18,2,3,4,1,11,17
174.0,2019,2,0,0,0,0,2,0
175.0,2015,72,1,3,1,3,30,50
175.0,2016,72,0,4,4,5,29,56
175.0,2017,159,1,9,6,4,85,94
175.0,2018,207,0,2,7,2,84,134
175.0,2019,39,0,0,1,1,21,20
176.0,2015,66,1,5,11,11,30,64
176.0,2016,101,2,7,5,7,40,82
176.0,2017,209,2,14,5,14,100,144
176.0,2018,335,0,9,7,6,149,208
176.0,2019,57,0,0,4,3,24,40
177.0,2015,20,0,0,1,1,9,13
177.0,2016,22,0,2,0,1,14,11
177.0,2017,58,0,2,0,2,30,32
177.0,2018,110,0,0,0,1,40,71
177.0,2019,22,0,0,1,0,8,15
178.0,2015,39,0,0,0,0,21,18
178.0,2016,70,0,2,1,0,32,41
178.0,2017,181,1,2,3,1,97,91
178.0,2018,267,1,4,0,0,148,124
178.0,2019,43,0,0,0,0,25,18
179.0,2015,29,3,0,2,7,5,36
179.0,2016,52,1,2,0,1,21,35
179.0,2017,80,0,6,4,2,50,42
179.0,2018,125,2,6,7,5,40,105
179.0,2019,24,0,1,2,3,12,18
180.0,2015,42,2,4,4,2,19,34
180.0,2016,92,1,6,4,10,43,70
180.0,2017,204,1,7,11,7,101,129
180.0,2018,234,1,9,9,5,115,143
180.0,2019,64,0,2,3,1,30,40
181.0,2015,63,3,7,4,6,34,49
181.0,2016,83,1,8,5,2,43,56
181.0,2017,173,3,3,9,6,83,111
181.0,2018,219,0,5,2,2,86,142
181.0,2019,43,0,1,0,0,15,29
182.0,2015,17,0,3,5,5,9,20
182.0,2016,40,0,2,4,5,16,35
182.0,2017,87,0,6,4,2,40,59
182.0,2018,112,0,4,3,3,46,76
182.0,2019,16,0,0,0,0,6,10
183.0,2015,21,0,6,4,3,12,22
183.0,2016,33,0,3,2,3,14,27
183.0,2017,67,0,2,1,6,30,46
183.0,2018,82,0,9,2,5,40,58
183.0,2019,15,0,0,0,0,8,7
184.0,2015,30,1,6,2,5,17,27
184.0,2016,66,1,3,2,4,23,53
184.0,2017,156,0,2,1,3,62,100
184.0,2018,215,0,5,3,7,99,131
184.0,2019,31,0,0,2,0,12,21
185.0,2015,35,1,11,7,4,27,31
185.0,2016,63,1,5,9,4,31,51
185.0,2017,149,1,5,3,2,74,85
185.0,2018,180,0,5,7,7,72,127
185.0,2019,27,0,2,3,1,17,16
186.0,2015,26,0,11,2,3,19,23
186.0,2016,42,0,7,3,5,18,39
186.0,2017,84,0,2,6,7,38,61
186.0,2018,124,0,12,10,3,63,86
186.0,2019,24,0,0,0,0,15,9
187.0,2015,61,1,20,4,17,36,67
187.0,2016,105,1,7,12,24,52,97
187.0,2017,225,2,12,12,14,104,161
187.0,2018,356,1,13,32,14,160,256
187.0,2019,57,0,5,2,4,29,38
188.0,2015,16,1,3,0,3,9,14
188.0,2016,30,2,1,2,4,14,25
188.0,2017,52,0,1,1,7,23,38
188.0,2018,48,1,11,4,4,23,44
188.0,2019,8,0,0,1,0,2,7
189.0,2015,22,1,4,2,4,14,19
189.0,2016,36,1,6,4,8,23,32
189.0,2017,88,1,6,0,10,38,67
189.0,2018,74,0,11,3,9,42,55
189.0,2019,15,0,1,1,0,9,8
190.0,2015,16,0,6,2,9,14,19
190.0,2016,54,1,3,5,22,21,64
190.0,2017,92,3,3,7,14,40,79
190.0,2018,131,1,8,7,28,64,111
190.0,2019,16,0,1,1,5,11,12
191.0,2015,16,2,4,1,20,10,33
191.0,2016,33,1,2,3,11,18,32
191.0,2017,77,1,3,5,12,35,63
191.0,2018,98,0,4,12,27,50,91
191.0,2019,17,0,0,0,0,8,9
192.0,2015,47,5,5,22,18,33,64
192.0,2016,113,1,5,14,14,50,97
192.0,2017,202,1,10,43,16,110,162
192.0,2018,285,0,8,30,36,123,236
192.0,2019,58,1,3,2,5,30,39
193.0,2015,6,1,1,1,2,4,7
193.0,2016,14,1,2,2,1,4,16
193.0,2017,23,4,1,2,1,8,23
193.0,2018,19,1,1,2,0,11,12
194.0,2015,13,8,10,1,10,16,26
194.0,2016,59,5,10,4,12,31,59
194.0,2017,90,6,11,3,6,48,68
194.0,2018,96,3,17,7,10,55,78
194.0,2019,16,1,3,3,2,9,16
195.0,2015,18,2,5,1,13,8,31
195.0,2016,43,1,7,1,3,21,34
195.0,2017,65,6,10,6,12,35,64
195.0,2018,65,3,12,3,8,39,52
195.0,2019,12,0,3,0,5,9,11
196.0,2015,16,3,12,2,6,14,25
196.0,2016,47,3,3,1,13,14,53
196.0,2017,73,3,6,4,18,34,70
196.0,2018,101,0,17,4,14,53,83
196.0,2019,12,0,3,0,5,11,9
197.0,2015,36,5,9,0,15,12,53
197.0,2016,74,4,5,3,23,35,74
197.0,2017,107,6,16,5,29,61,102
197.0,2018,159,4,12,8,26,82,127
197.0,2019,21,1,2,2,1,10,17
198.0,2015,49,0,13,15,24,33,68
198.0,2016,67,3,3,19,8,34,66
198.0,2017,153,0,4,21,17,72,123
198.0,2018,203,0,10,15,11,92,147
198.0,2019,37,1,2,1,2,13,30
199.0,2015,23,0,11,6,7,23,24
199.0,2016,63,0,3,1,11,31,47
199.0,2017,109,0,3,9,8,53,76
199.0,2018,152,0,4,11,3,77,93
199.0,2019,25,0,0,6,0,13,18
200.0,2015,38,4,12,1,11,23,43
200.0,2016,77,4,9,3,7,46,54
200.0,2017,149,3,8,5,10,80,95
200.0,2018,178,2,6,11,13,84,126
200.0,2019,29,1,2,2,2,13,23
201.0,2015,30,0,9,13,3,20,35
201.0,2016,51,0,5,13,3,31,41
201.0,2017,77,2,7,16,7,43,66
201.0,2018,140,1,4,22,9,61,115
201.0,2019,28,0,1,2,2,12,21
202.0,2015,28,1,4,4,2,19,20
202.0,2016,50,0,2,0,4,22,34
202.0,2017,72,1,3,2,4,32,50
202.0,2018,102,2,7,10,7,61,67
202.0,2019,14,0,0,1,1,7,9
203.0,2015,23,0,3,2,3,11,20
203.0,2016,36,0,5,1,4,24,22
203.0,2017,73,0,5,3,4,33,52
203.0,2018,90,0,5,8,7,31,79
203.0,2019,21,0,1,2,0,5,19
204.0,2015,33,0,6,10,5,18,36
204.0,2016,71,0,7,24,8,42,68
204.0,2017,175,1,11,12,6,105,100
204.0,2018,216,1,12,14,14,108,149
204.0,2019,49,0,0,5,3,24,33
205.0,2015,13,0,9,4,3,13,16
205.0,2016,40,0,0,1,3,17,27
205.0,2017,79,0,4,4,5,34,58
205.0,2018,80,0,3,6,2,35,56
205.0,2019,12,0,1,0,2,3,12
206.0,2015,11,0,4,2,3,9,11
206.0,2016,25,0,0,5,5,8,27
206.0,2017,54,1,7,4,2,19,49
206.0,2018,68,0,5,5,4,31,51
206.0,2019,8,0,0,0,3,5,6
207.0,2015,43,2,8,6,13,28,44
207.0,2016,91,1,4,9,5,37,73
207.0,2017,166,3,6,5,14,88,106
207.0,2018,187,2,8,12,6,85,130
207.0,2019,31,0,0,2,1,14,20
208.0,2015,13,1,1,2,1,5,13
208.0,2016,22,1,1,4,0,14,14
208.0,2017,55,1,4,2,1,32,31
208.0,2018,65,0,12,3,2,39,43
208.0,2019,9,0,0,1,2,6,6
209.0,2015,20,1,2,4,0,8,19
209.0,2016,36,0,2,1,2,19,22
209.0,2017,74,0,0,2,4,35,45
209.0,2018,106,0,4,3,2,53,62
209.0,2019,20,0,0,0,2,12,10
210.0,2015,16,0,3,2,1,9,13
210.0,2016,27,0,1,4,3,9,26
210.0,2017,69,0,5,2,4,29,51
210.0,2018,72,0,3,4,0,28,51
210.0,2019,15,0,0,4,0,7,12
211.0,2015,9,0,2,3,5,6,13
211.0,2016,13,0,0,0,0,3,10
211.0,2017,44,0,1,1,1,16,31
211.0,2018,52,0,1,4,3,26,34
211.0,2019,8,0,0,2,1,1,10
212.0,2015,18,0,2,6,16,10,32
212.0,2016,48,0,3,12,6,26,43
212.0,2017,91,0,9,7,5,48,64
212.0,2018,128,1,7,12,7,59,96
212.0,2019,19,0,1,4,1,7,18
213.0,2015,27,1,5,9,15,20,37
213.0,2016,61,0,1,7,7,29,47
213.0,2017,105,0,8,1,8,53,69
213.0,2018,157,0,2,4,5,75,93
213.0,2019,24,0,1,1,1,5,22
214.0,2015,26,0,1,0,2,9,20
214.0,2016,26,0,0,0,1,12,15
214.0,2017,106,0,7,2,1,56,60
214.0,2018,66,0,1,0,1,24,44
214.0,2019,13,0,0,0,0,9,4
215.0,2015,41,0,3,1,1,13,33
215.0,2016,57,0,4,2,0,30,33
215.0,2017,131,0,7,6,2,64,82
215.0,2018,151,1,1,4,3,72,88
215.0,2019,29,0,0,1,0,13,17
216.0,2015,41,0,4,2,3,18,32
216.0,2016,68,0,4,2,8,20,62
216.0,2017,117,0,8,5,4,48,86
216.0,2018,125,0,6,5,2,58,80
216.0,2019,24,0,0,1,0,12,13
217.0,2015,53,1,10,1,6,23,48
217.0,2016,57,1,8,1,4,20,51
217.0,2017,119,1,8,4,6,50,88
217.0,2018,131,0,4,5,5,56,89
217.0,2019,25,0,1,2,0,14,14
218.0,2015,45,0,4,21,5,28,47
218.0,2016,63,0,6,12,2,31,52
218.0,2017,112,0,10,11,3,45,91
218.0,2018,123,0,3,9,1,60,76
218.0,2019,25,0,1,2,0,7,21
219.0,2015,19,0,1,0,1,7,14
219.0,2016,19,0,0,2,1,10,12
219.0,2017,59,1,12,1,2,30,45
219.0,2018,50,0,1,2,0,21,32
219.0,2019,8,0,0,0,0,3,5
220.0,2015,5,0,0,0,3,1,7
220.0,2016,15,2,0,0,0,6,11
220.0,2017,32,1,1,0,1,13,22
220.0,2018,51,1,0,1,0,21,32
220.0,2019,12,0,0,1,1,3,11
221.0,2015,24,0,3,5,3,12,23
221.0,2016,24,2,0,2,1,6,23
221.0,2017,57,0,1,1,0,18,41
221.0,2018,65,0,1,2,0,24,44
221.0,2019,9,0,0,0,1,4,6
222.0,2015,35,1,9,1,6,20,32
222.0,2016,54,0,7,0,4,30,35
222.0,2017,114,1,5,1,6,54,73
222.0,2018,210,0,4,5,1,88,132
222.0,2019,34,0,0,1,0,15,20
223.0,2015,27,0,7,1,1,16,20
223.0,2016,50,0,0,0,6,15,41
223.0,2017,75,0,1,2,3,28,53
223.0,2018,94,0,1,2,1,35,63
223.0,2019,15,0,0,0,0,8,7
224.0,2015,29,0,1,2,1,11,22
224.0,2016,33,1,2,0,2,11,27
224.0,2017,77,0,0,1,0,16,62
224.0,2018,87,0,2,5,2,36,60
224.0,2019,14,0,0,0,0,10,4
225.0,2015,25,0,0,1,3,9,20
225.0,2016,42,0,2,0,3,25,22
225.0,2017,89,0,1,0,1,44,47
225.0,2018,134,0,1,0,0,69,66
225.0,2019,23,0,0,0,0,12,11
226.0,2015,13,1,2,0,5,7,14
226.0,2016,30,1,1,0,0,11,21
226.0,2017,75,0,1,4,0,30,50
226.0,2018,97,0,0,2,0,47,52
226.0,2019,16,0,0,0,0,5,11
227.0,2015,21,0,3,0,0,9,15
227.0,2016,36,0,1,1,2,15,25
227.0,2017,89,0,6,5,0,36,64
227.0,2018,141,0,4,3,2,54,96
227.0,2019,24,0,0,0,1,10,15
228.0,2015,16,0,1,0,1,8,10
228.0,2016,17,0,0,1,0,3,15
228.0,2017,70,0,1,0,0,25,46
228.0,2018,77,1,4,1,2,42,43
228.0,2019,11,0,0,0,1,3,9
229.0,2015,18,0,1,1,1,9,12
229.0,2016,27,1,0,1,0,12,17
229.0,2017,41,0,5,0,1,18,29
229.0,2018,54,1,1,3,5,29,35
229.0,2019,12,0,1,0,0,3,10
230.0,2015,35,1,5,3,3,21,26
230.0,2016,48,0,2,5,1,11,45
230.0,2017,102,1,7,6,5,36,85
230.0,2018,149,1,2,6,1,48,111
230.0,2019,21,0,0,1,0,5,17
231.0,2015,25,0,4,2,2,13,20
231.0,2016,26,0,2,2,0,8,22
231.0,2017,71,0,8,4,1,29,55
231.0,2018,81,1,1,1,3,33,54
231.0,2019,10,0,1,0,0,6,5
232.0,2015,11,0,1,0,0,2,10
232.0,2016,13,0,1,1,1,8,8
232.0,2017,28,0,1,1,1,10,21
232.0,2018,40,0,0,2,0,11,31
232.0,2019,5,0,0,0,0,2,3
233.0,2015,16,0,3,1,4,12,12
233.0,2016,32,0,1,2,1,14,22
233.0,2017,30,0,1,0,0,15,16
233.0,2018,37,0,3,3,3,16,30
233.0,2019,10,0,0,0,0,3,7
234.0,2015,77,0,2,0,7,29,57
234.0,2016,77,0,3,0,10,24,66
234.0,2017,128,2,2,2,4,59,79
234.0,2018,205,1,1,4,4,86,129
234.0,2019,47,0,0,1,0,20,28
235.0,2015,35,2,10,2,0,21,28
235.0,2016,46,1,2,1,1,13,38
235.0,2017,85,1,4,1,5,36,60
235.0,2018,115,1,5,3,3,49,78
235.0,2019,13,0,0,0,0,6,7
236.0,2015,7,0,4,0,2,4,9
236.0,2016,20,0,4,1,0,15,10
236.0,2017,33,0,4,0,2,19,20
236.0,2018,42,0,0,0,2,13,31
236.0,2019,9,0,1,0,0,5,5
237.0,2015,12,0,0,0,1,5,8
237.0,2016,23,0,0,2,1,12,14
237.0,2017,47,0,1,1,0,24,25
237.0,2018,39,0,1,1,0,15,26
237.0,2019,7,0,0,1,0,3,5
238.0,2015,21,0,1,0,0,8,14
238.0,2016,12,0,3,0,1,7,9
238.0,2017,49,0,3,1,0,21,32
238.0,2018,58,0,0,2,1,25,36
238.0,2019,9,0,0,1,0,3,7
239.0,2015,69,1,3,1,7,39,42
239.0,2016,68,0,3,2,7,26,54
239.0,2017,119,0,10,1,5,57,78
239.0,2018,156,0,14,2,4,72,104
239.0,2019,35,0,1,0,1,13,24
240.0,2015,39,0,3,1,6,18,31
240.0,2016,58,0,3,2,9,21,51
240.0,2017,90,0,2,1,3,35,61
240.0,2018,115,0,3,1,2,51,70
240.0,2019,24,0,0,0,1,12,13
241.0,2015,115,0,4,0,3,50,72
241.0,2016,96,0,1,1,2,33,67
241.0,2017,231,0,2,5,3,101,140
241.0,2018,370,1,3,1,1,166,210
241.0,2019,59,0,1,0,0,28,32
242.0,2015,130,0,1,0,0,67,64
242.0,2016,185,0,0,0,0,103,82
242.0,2017,412,3,0,0,1,223,193
242.0,2018,738,0,3,3,0,432,312
242.0,2019,128,0,1,0,0,78,51
243.0,2015,17,0,2,1,0,7,13
243.0,2016,30,0,0,0,0,16,14
243.0,2017,47,0,1,0,1,22,27
243.0,2018,114,0,0,0,0,54,60
243.0,2019,15,0,0,0,0,9,6
244.0,2015,15,0,3,0,0,10,8
244.0,2016,12,0,0,0,0,4,8
244.0,2017,40,1,2,1,0,16,28
244.0,2018,44,0,1,1,1,16,31
244.0,2019,4,0,0,0,0,1,3
245.0,2015,68,0,1,1,0,34,36
245.0,2016,63,0,0,1,0,26,38
245.0,2017,122,0,2,1,1,50,76
245.0,2018,183,0,5,1,0,91,98
245.0,2019,45,0,1,0,0,27,19
246.0,2015,78,1,4,0,1,42,42
246.0,2016,71,0,2,0,0,37,36
246.0,2017,181,0,0,3,1,90,95
246.0,2018,271,0,3,1,0,143,132
246.0,2019,42,0,0,1,0,20,23
247.0,2015,111,0,2,1,2,51,65
247.0,2016,114,0,0,1,1,53,63
247.0,2017,274,0,3,1,1,128,151
247.0,2018,465,0,10,2,2,241,238
247.0,2019,83,0,0,0,0,40,43
248.0,2015,47,0,2,0,0,23,26
248.0,2016,33,0,3,1,0,16,21
248.0,2017,50,0,1,0,1,22,30
248.0,2018,64,0,1,2,0,36,31
248.0,2019,8,0,0,0,0,2,6
249.0,2017,2,0,0,0,0,0,2
249.0,2018,0,0,2,0,0,2,0
250.0,2015,5,0,0,0,0,4,1
250.0,2016,12,2,0,0,0,5,9
250.0,2017,28,0,0,0,1,10,19
250.0,2018,24,0,1,0,0,7,18
250.0,2019,4,0,0,0,0,1,3
251.0,2015,28,0,3,0,1,10,22
251.0,2016,43,1,1,1,3,14,35
251.0,2017,69,1,4,2,1,29,48
251.0,2018,68,0,5,0,1,27,47
251.0,2019,14,0,1,0,0,8,7
252.0,2015,53,0,5,0,0,21,37
252.0,2016,48,0,1,1,1,16,35
252.0,2017,86,0,6,0,1,43,50
252.0,2018,96,0,5,4,0,46,59
252.0,2019,21,0,0,0,0,8,13
253.0,2015,50,0,1,0,0,16,35
253.0,2016,33,0,0,0,3,13,23
253.0,2017,76,0,0,0,0,36,40
253.0,2018,99,0,1,0,0,61,39
253.0,2019,25,0,1,0,0,15,11
254.0,2015,85,0,0,0,4,36,53
254.0,2016,93,0,1,0,5,46,53
254.0,2017,222,0,1,2,3,106,122
254.0,2018,319,1,0,1,1,150,172
254.0,2019,54,0,0,0,1,20,35
255.0,2015,148,0,4,0,4,65,91
255.0,2016,139,1,0,0,8,56,92
255.0,2017,336,0,7,6,7,143,213
255.0,2018,520,0,4,4,3,225,306
255.0,2019,90,0,1,0,1,32,60
256.0,2015,53,0,1,0,2,18,38
256.0,2016,71,0,2,0,2,29,46
256.0,2017,178,0,0,1,0,86,93
256.0,2018,284,0,2,1,0,160,127
256.0,2019,45,0,0,0,0,22,23
257.0,2015,31,0,2,0,1,15,19
257.0,2016,32,0,1,0,0,12,21
257.0,2017,74,0,0,0,1,33,42
257.0,2018,101,0,0,3,1,51,54
257.0,2019,17,0,0,0,1,7,11
258.0,2015,98,0,3,0,2,45,58
258.0,2016,124,0,2,0,0,51,75
258.0,2017,220,0,0,2,0,91,131
258.0,2018,319,1,1,2,0,147,176
258.0,2019,70,0,0,0,0,35,35
259.0,2015,73,1,6,0,2,30,52
259.0,2016,87,0,3,0,1,35,56
259.0,2017,215,1,2,2,1,100,121
259.0,2018,411,0,1,0,0,218,194
259.0,2019,86,0,1,0,0,44,43
260.0,2015,18,0,1,0,0,8,11
260.0,2016,24,1,2,0,0,11,16
260.0,2017,41,0,1,0,0,14,28
260.0,2018,67,0,0,0,0,26,41
260.0,2019,8,0,1,0,0,6,3
261.0,2015,23,0,2,0,1,11,15
261.0,2016,26,0,1,0,0,14,13
261.0,2017,79,0,1,0,0,39,41
261.0,2018,86,0,1,0,0,33,54
261.0,2019,17,0,0,0,0,5,12
262.0,2015,18,0,3,0,0,7,14
262.0,2016,12,0,1,0,0,6,7
262.0,2017,27,0,0,1,0,14,14
262.0,2018,35,0,0,0,0,16,19
262.0,2019,6,0,0,0,0,4,2
263.0,2015,22,0,1,1,0,10,14
263.0,2016,28,0,2,0,0,11,19
263.0,2017,55,0,0,2,1,22,36
263.0,2018,80,0,1,1,0,42,40
263.0,2019,8,0,0,0,0,3,5
264.0,2015,8,0,3,0,0,7,4
264.0,2016,4,0,0,0,1,3,2
264.0,2017,22,0,1,0,1,12,12
264.0,2018,21,0,0,0,0,8,13
264.0,2019,3,0,1,0,0,3,1
265.0,2015,7,0,3,1,0,6,5
265.0,2016,8,0,1,0,1,8,2
265.0,2017,15,0,0,0,0,5,10
265.0,2018,13,0,0,0,0,3,10
265.0,2019,2,0,0,0,0,1,1
266.0,2015,7,0,1,0,0,1,7
266.0,2016,5,0,1,0,1,1,6
266.0,2017,18,0,0,0,0,5,13
266.0,2018,19,0,1,0,0,11,9
266.0,2019,3,0,0,0,0,2,1
267.0,2015,13,0,0,0,0,5,8
267.0,2016,9,0,1,1,2,5,8
267.0,2017,26,0,3,0,0,12,17
267.0,2018,18,0,3,1,0,8,14
267.0,2019,2,0,0,0,0,1,1
268.0,2015,5,0,1,0,0,2,4
268.0,2016,10,0,0,0,1,4,7
268.0,2017,21,0,0,1,0,4,18
268.0,2018,22,0,1,3,0,11,15
269.0,2015,9,0,3,0,1,8,5
269.0,2016,9,0,3,0,0,8,4
269.0,2017,14,0,4,1,0,7,12
269.0,2018,11,0,3,0,0,6,8
269.0,2019,4,0,0,0,0,0,4
270.0,2015,8,2,3,0,1,6,8
270.0,2016,5,1,2,0,0,3,5
270.0,2017,21,0,5,1,0,8,19
270.0,2018,25,0,9,1,0,18,17
270.0,2019,4,0,0,0,0,0,4
271.0,2015,62,1,4,1,0,36,32
271.0,2016,45,0,2,0,2,19,30
271.0,2017,97,0,3,2,1,60,43
271.0,2018,100,0,1,1,0,40,62
271.0,2019,26,0,0,0,0,15,11
272.0,2015,86,0,12,0,2,46,54
272.0,2016,90,0,3,1,3,42,55
272.0,2017,162,0,3,1,4,79,91
272.0,2018,183,0,11,2,0,80,116
272.0,2019,21,0,0,0,0,8,13
