ZAT,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
167.0,2017,4,84,0,3,1,1,6,20,11,12,16,11,13,44,45
167.0,2018,1,115,0,1,1,1,1,16,20,23,32,11,15,53,65
167.0,2018,2,137,0,1,1,2,5,27,24,27,19,15,24,63,78
167.0,2018,3,142,0,0,0,1,11,22,19,19,32,17,23,61,82
167.0,2018,4,107,0,2,1,1,3,19,13,24,17,10,25,46,65
167.0,2019,1,88,0,0,0,1,6,14,12,13,17,5,22,46,43
168.0,2015,1,36,0,1,1,0,0,8,3,5,5,7,10,16,22
168.0,2015,2,21,0,0,0,1,2,4,4,6,2,3,1,13,9
168.0,2015,3,31,0,0,0,0,0,7,3,4,4,4,9,16,15
168.0,2015,4,20,0,2,0,1,3,4,4,2,4,2,4,10,13
168.0,2016,1,35,0,0,0,3,5,9,3,6,8,4,3,14,24
168.0,2016,2,37,0,0,1,0,2,6,4,5,8,4,9,7,31
168.0,2016,3,30,0,0,1,0,0,9,6,5,2,3,6,17,14
168.0,2016,4,33,0,0,0,0,2,8,4,3,6,2,8,17,16
168.0,2017,1,58,0,0,0,2,5,8,4,10,14,11,8,24,36
168.0,2017,2,43,0,0,1,0,2,9,6,4,8,7,8,19,25
168.0,2017,3,72,1,0,1,1,7,13,12,16,9,7,11,29,46
168.0,2017,4,93,0,2,1,0,5,15,15,16,12,15,18,39,57
168.0,2018,1,88,0,2,1,0,12,16,9,14,12,8,20,45,46
168.0,2018,2,112,0,1,1,0,5,25,13,20,22,10,19,57,57
168.0,2018,3,120,0,2,1,0,8,26,14,16,19,21,19,58,65
168.0,2018,4,116,1,2,0,2,7,22,19,15,22,8,28,50,71
168.0,2019,1,70,0,0,1,2,8,16,12,12,10,6,9,40,33
169.0,2015,1,11,0,0,0,0,0,3,1,0,2,1,4,3,8
169.0,2015,2,5,0,1,0,0,1,2,1,1,0,0,1,2,4
169.0,2015,3,6,0,3,0,0,0,1,1,1,1,2,3,5,4
169.0,2015,4,6,0,0,0,0,2,1,1,0,1,0,1,1,5
169.0,2016,1,9,0,0,0,0,0,1,1,3,1,1,2,2,7
169.0,2016,2,10,0,5,1,0,0,1,0,4,6,5,0,8,8
169.0,2016,3,10,0,0,0,0,1,1,1,2,0,1,4,4,6
169.0,2016,4,14,0,0,0,1,2,4,3,0,1,1,4,6,9
169.0,2017,1,16,0,0,1,0,0,3,5,3,1,2,3,6,11
169.0,2017,2,25,0,1,0,0,2,2,4,3,2,5,8,8,18
169.0,2017,3,26,0,1,0,0,5,2,3,4,8,3,2,12,15
169.0,2017,4,34,0,1,0,1,2,5,4,5,9,1,10,18,18
169.0,2018,1,26,0,0,0,0,1,2,8,3,8,3,1,14,12
169.0,2018,2,37,0,0,0,0,2,7,7,5,5,3,8,19,18
169.0,2018,3,31,0,1,1,0,3,5,4,6,5,7,3,17,16
169.0,2018,4,28,0,1,0,0,1,2,4,5,4,4,9,21,8
169.0,2019,1,15,0,0,0,0,0,4,2,3,3,0,3,5,10
170.0,2015,1,7,0,3,0,0,0,2,2,2,2,1,1,5,5
170.0,2015,2,3,0,0,0,0,0,0,0,1,1,0,1,1,2
170.0,2015,3,6,0,0,0,0,1,1,0,2,1,1,0,2,4
170.0,2015,4,14,0,1,0,0,2,1,4,4,1,1,2,4,11
170.0,2016,1,13,1,0,0,0,1,2,2,3,2,2,2,8,6
170.0,2016,2,10,0,0,0,0,1,0,1,1,2,3,2,4,6
170.0,2016,3,13,0,0,0,0,0,1,1,5,0,3,3,4,9
170.0,2016,4,12,0,0,0,0,1,1,1,1,3,4,1,7,5
170.0,2017,1,23,0,0,0,0,1,3,2,6,4,4,3,9,14
170.0,2017,2,18,0,0,0,0,0,2,4,2,4,2,4,7,11
170.0,2017,3,37,0,0,0,0,1,9,6,5,3,6,7,16,21
170.0,2017,4,51,0,2,0,0,3,5,9,8,13,7,8,23,30
170.0,2018,1,30,0,0,0,0,1,3,3,7,8,6,2,11,19
170.0,2018,2,31,0,1,0,0,3,2,5,2,6,5,9,12,20
170.0,2018,3,33,0,1,0,1,1,3,5,2,7,6,11,20,15
170.0,2018,4,23,0,0,0,0,2,5,4,2,3,3,4,9,14
170.0,2019,1,24,0,0,0,0,3,3,1,6,5,1,5,10,14
171.0,2015,1,13,0,1,0,0,2,3,3,2,1,2,1,7,7
171.0,2015,2,4,0,1,0,0,0,1,1,1,1,1,0,2,3
171.0,2015,3,4,0,1,0,3,1,3,1,1,0,0,2,3,5
171.0,2015,4,9,0,0,0,0,0,1,4,2,0,1,1,5,4
171.0,2016,1,14,0,1,0,1,3,1,0,4,2,4,2,4,12
171.0,2016,2,12,0,0,0,0,0,1,1,3,6,0,1,6,6
171.0,2016,3,11,0,1,1,1,0,4,2,1,2,2,3,6,8
171.0,2016,4,12,0,0,0,1,0,3,2,2,4,1,1,4,9
171.0,2017,1,18,0,0,1,1,2,3,1,4,1,5,4,4,16
171.0,2017,2,18,1,3,0,0,2,2,3,5,2,3,5,9,13
171.0,2017,3,26,0,0,0,0,1,4,5,1,8,3,4,11,15
171.0,2017,4,22,0,1,1,2,3,7,1,7,3,3,2,9,17
171.0,2018,1,16,0,2,1,0,0,2,3,3,4,1,6,11,8
171.0,2018,2,24,0,2,0,0,0,5,2,5,4,3,7,11,15
171.0,2018,3,36,0,1,2,0,1,5,3,8,7,6,9,17,22
171.0,2018,4,22,0,0,0,1,1,4,0,5,4,5,4,12,11
171.0,2019,1,17,0,1,1,0,2,2,2,6,3,3,1,3,16
172.0,2015,1,16,0,3,0,2,3,2,5,1,6,2,2,10,11
172.0,2015,2,15,0,0,0,0,3,4,0,1,4,2,1,7,8
172.0,2015,3,12,0,1,0,1,0,1,1,4,3,3,2,4,10
172.0,2015,4,16,0,1,0,0,1,0,4,3,4,2,3,9,8
172.0,2016,1,17,0,2,0,0,3,2,2,2,5,0,5,10,9
172.0,2016,2,14,0,0,2,1,0,2,2,2,3,2,6,7,10
172.0,2016,3,21,0,0,2,0,0,4,3,10,4,0,2,9,14
172.0,2016,4,23,0,0,2,0,1,8,3,2,2,6,3,11,14
172.0,2017,1,28,0,2,0,0,1,8,3,7,5,4,2,13,17
172.0,2017,2,26,0,0,0,0,1,3,4,6,4,2,6,13,13
172.0,2017,3,35,0,0,1,1,1,6,4,11,6,3,6,13,24
172.0,2017,4,55,0,1,0,0,3,12,8,11,9,3,10,22,34
172.0,2018,1,47,0,2,1,0,2,12,10,7,5,2,12,18,32
172.0,2018,2,54,0,3,1,0,3,8,6,13,11,6,11,23,35
172.0,2018,3,53,1,0,1,0,3,11,5,11,10,5,10,24,31
172.0,2018,4,40,0,1,1,0,2,6,6,7,7,4,10,14,28
172.0,2019,1,41,0,1,1,1,3,6,8,5,4,9,9,22,22
173.0,2015,1,14,0,3,0,2,2,1,3,4,3,4,2,8,11
173.0,2015,2,17,0,2,1,0,0,7,3,2,1,4,3,4,16
173.0,2015,3,11,0,0,1,1,2,1,1,2,0,5,2,6,7
173.0,2015,4,9,0,2,0,1,0,0,2,3,3,2,2,6,6
173.0,2016,1,13,0,2,2,0,0,3,5,2,3,2,2,7,10
173.0,2016,2,24,0,0,0,2,4,6,2,6,5,0,3,10,16
173.0,2016,3,22,1,0,0,1,0,4,5,4,1,4,6,11,13
173.0,2016,4,16,0,1,2,1,0,6,2,3,3,4,2,8,12
173.0,2017,1,24,0,2,1,1,3,3,2,9,7,3,1,13,15
173.0,2017,2,29,0,2,0,0,2,2,7,8,1,7,4,15,16
173.0,2017,3,34,0,4,4,2,5,7,4,5,8,7,8,19,25
173.0,2017,4,41,0,5,0,0,2,11,3,7,10,7,6,23,23
173.0,2018,1,45,0,1,2,0,3,4,6,11,8,12,4,25,23
173.0,2018,2,31,0,0,0,0,2,4,5,2,8,4,6,8,23
173.0,2018,3,47,0,2,0,0,3,7,10,6,5,7,11,23,26
173.0,2018,4,39,0,2,1,1,1,9,5,10,5,8,5,19,24
173.0,2019,1,24,0,1,1,1,2,2,3,8,4,1,7,9,18
174.0,2015,1,3,0,1,0,1,0,2,0,1,2,0,0,2,3
174.0,2015,2,5,0,1,0,0,1,0,1,0,0,0,4,2,4
174.0,2015,3,7,0,2,0,0,0,2,1,2,0,3,1,4,5
174.0,2015,4,4,2,0,0,0,1,3,0,0,2,0,0,0,6
174.0,2016,1,5,0,1,0,0,1,0,1,3,1,0,0,3,3
174.0,2016,2,5,0,0,0,0,1,0,0,0,2,0,2,1,4
174.0,2016,3,4,0,1,0,2,1,0,3,0,1,2,0,1,6
174.0,2016,4,6,0,2,1,0,1,0,0,2,4,0,2,5,4
174.0,2017,1,5,0,0,0,0,0,1,1,1,0,1,1,3,2
174.0,2017,2,6,0,0,1,0,0,1,0,2,2,1,1,2,5
174.0,2017,3,8,1,1,0,2,0,4,3,1,1,1,2,3,9
174.0,2017,4,9,0,0,0,2,2,2,1,2,2,0,2,6,5
174.0,2018,1,5,1,1,0,0,1,0,1,4,1,0,0,2,5
174.0,2018,2,3,1,1,1,1,0,1,0,2,1,2,1,3,4
174.0,2018,3,4,0,1,1,0,2,0,0,0,2,0,2,2,4
174.0,2018,4,6,0,0,2,0,1,2,1,2,0,1,1,4,4
174.0,2019,1,2,0,0,0,0,0,0,0,1,1,0,0,2,0
175.0,2015,1,20,1,2,1,0,1,4,2,8,1,3,5,13,11
175.0,2015,2,13,0,0,0,1,4,0,2,2,2,2,2,3,11
175.0,2015,3,13,0,1,0,1,0,3,1,3,5,1,2,7,8
175.0,2015,4,26,0,0,0,1,2,6,5,6,1,4,3,7,20
175.0,2016,1,15,0,0,1,1,0,2,4,3,7,0,1,7,10
175.0,2016,2,16,0,0,1,1,0,2,3,2,9,1,1,4,14
175.0,2016,3,21,0,2,1,1,3,4,2,4,5,3,4,10,15
175.0,2016,4,20,0,2,1,2,2,3,7,3,2,3,5,8,17
175.0,2017,1,35,0,3,1,0,3,7,5,10,8,4,2,16,23
175.0,2017,2,32,1,1,3,2,2,6,6,10,6,5,4,17,22
175.0,2017,3,39,0,2,0,0,3,7,4,9,3,7,8,22,19
175.0,2017,4,53,0,3,2,2,4,12,6,11,6,12,9,30,30
175.0,2018,1,48,0,0,1,0,4,13,2,3,12,4,11,17,32
175.0,2018,2,45,0,0,1,2,1,5,7,7,8,7,13,14,34
175.0,2018,3,48,0,1,4,0,9,8,5,7,7,8,9,21,32
175.0,2018,4,66,0,1,1,0,5,8,11,17,6,8,13,32,36
175.0,2019,1,39,0,0,1,1,5,3,9,7,8,2,7,21,20
176.0,2015,1,18,0,1,2,5,2,4,5,7,4,1,3,7,19
176.0,2015,2,14,0,3,1,3,0,5,4,2,1,3,6,6,15
176.0,2015,3,16,0,0,4,3,2,4,2,3,3,7,2,8,15
176.0,2015,4,18,1,1,4,0,3,6,0,5,5,2,3,9,15
176.0,2016,1,31,0,0,2,5,3,5,8,5,5,5,7,13,25
176.0,2016,2,22,1,5,0,1,2,4,5,7,4,5,2,8,21
176.0,2016,3,23,0,1,3,1,0,6,2,4,3,6,7,10,18
176.0,2016,4,25,1,1,0,0,3,3,4,6,1,3,7,9,18
176.0,2017,1,57,0,5,0,2,9,7,10,16,10,7,5,26,38
176.0,2017,2,43,0,3,2,5,5,7,6,9,11,6,9,19,34
176.0,2017,3,42,2,2,0,3,4,10,8,8,9,4,6,21,28
176.0,2017,4,67,0,4,3,4,9,12,15,11,10,9,12,34,44
176.0,2018,1,76,0,1,0,4,2,19,7,10,18,13,12,25,56
176.0,2018,2,82,0,1,1,1,7,16,6,7,17,16,16,28,57
176.0,2018,3,94,0,3,2,1,9,15,13,11,12,23,17,44,56
176.0,2018,4,83,0,4,4,0,6,16,17,15,13,12,12,52,39
176.0,2019,1,57,0,0,4,3,7,17,7,8,12,7,6,24,40
177.0,2015,1,6,0,0,0,0,1,0,1,3,0,0,1,3,3
177.0,2015,2,2,0,0,0,1,1,0,0,0,0,1,1,1,2
177.0,2015,3,7,0,0,1,0,1,0,3,0,0,2,2,3,5
177.0,2015,4,5,0,0,0,0,0,1,0,1,0,0,3,2,3
177.0,2016,1,9,0,1,0,1,1,2,2,0,0,5,1,6,5
177.0,2016,2,3,0,1,0,0,0,0,2,1,0,1,0,4,0
177.0,2016,3,6,0,0,0,0,1,1,1,0,2,0,1,2,4
177.0,2016,4,4,0,0,0,0,0,0,0,2,0,1,1,2,2
177.0,2017,1,14,0,1,0,1,0,6,3,0,2,3,2,10,6
177.0,2017,2,10,0,0,0,1,1,2,3,3,0,0,2,3,8
177.0,2017,3,11,0,1,0,0,2,1,1,3,2,2,1,6,6
177.0,2017,4,23,0,0,0,0,0,1,5,4,4,5,4,11,12
177.0,2018,1,29,0,0,0,0,3,3,4,4,6,3,6,12,17
177.0,2018,2,26,0,0,0,1,1,3,0,7,3,1,12,6,21
177.0,2018,3,29,0,0,0,0,2,4,3,5,8,5,2,10,19
177.0,2018,4,26,0,0,0,0,0,2,4,8,5,3,4,12,14
177.0,2019,1,22,0,0,1,0,3,3,1,3,6,4,3,8,15
178.0,2015,1,7,0,0,0,0,1,0,0,0,0,3,3,3,4
178.0,2015,2,10,0,0,0,0,0,2,2,1,2,3,0,2,8
178.0,2015,3,10,0,0,0,0,1,2,2,1,1,1,2,7,3
178.0,2015,4,12,0,0,0,0,4,0,3,1,2,1,1,9,3
178.0,2016,1,18,0,1,0,0,2,2,1,4,2,3,5,8,11
178.0,2016,2,14,0,0,1,0,2,5,1,1,5,0,1,5,10
178.0,2016,3,9,0,1,0,0,1,4,1,2,0,2,0,6,4
178.0,2016,4,29,0,0,0,0,2,7,2,7,3,4,4,13,16
178.0,2017,1,34,1,1,0,1,5,6,4,5,7,2,8,20,17
178.0,2017,2,28,0,0,0,0,4,0,5,6,7,3,3,16,12
178.0,2017,3,52,0,0,3,0,7,6,5,7,7,16,7,23,32
178.0,2017,4,67,0,1,0,0,9,9,6,3,17,20,4,38,30
178.0,2018,1,55,0,3,0,0,5,6,8,11,9,12,7,29,29
178.0,2018,2,62,1,1,0,0,8,5,6,5,10,17,13,34,30
178.0,2018,3,68,0,0,0,0,7,10,8,9,11,16,7,40,28
178.0,2018,4,82,0,0,0,0,7,13,7,9,13,17,16,45,37
178.0,2019,1,43,0,0,0,0,8,5,4,8,6,10,2,25,18
179.0,2015,1,5,0,0,1,2,0,0,0,4,3,0,1,0,8
179.0,2015,2,6,1,0,0,2,2,1,1,0,2,0,3,1,8
179.0,2015,3,8,0,0,0,2,0,1,0,3,4,1,1,3,7
179.0,2015,4,10,2,0,1,1,1,2,0,3,4,2,2,1,13
179.0,2016,1,20,1,0,0,1,3,6,1,2,2,2,6,6,16
179.0,2016,2,12,0,1,0,0,1,3,0,3,2,1,3,6,7
179.0,2016,3,10,0,0,0,0,0,2,3,1,1,1,2,5,5
179.0,2016,4,10,0,1,0,0,0,1,3,2,2,2,1,4,7
179.0,2017,1,19,0,1,0,1,2,2,3,6,2,4,2,13,8
179.0,2017,2,15,0,0,2,1,2,4,3,1,3,0,5,11,7
179.0,2017,3,18,0,1,1,0,3,2,1,7,1,3,3,7,13
179.0,2017,4,28,0,4,1,0,4,4,2,5,7,3,8,19,14
179.0,2018,1,27,1,1,0,1,2,9,3,5,4,3,4,8,22
179.0,2018,2,27,0,3,2,2,3,4,4,5,6,5,7,9,25
179.0,2018,3,40,1,1,1,0,1,5,5,3,15,4,10,14,29
179.0,2018,4,31,0,1,4,2,1,5,4,3,9,5,11,9,29
179.0,2019,1,24,0,1,2,3,2,3,7,4,6,3,5,12,18
180.0,2015,1,11,1,3,2,0,3,3,0,4,2,2,3,4,12
180.0,2015,2,8,1,0,2,1,0,1,3,3,2,2,1,5,7
180.0,2015,3,9,0,1,0,0,1,1,4,2,0,1,1,8,2
180.0,2015,4,14,0,0,0,1,4,3,1,1,1,2,3,2,13
180.0,2016,1,30,0,0,0,5,2,7,6,7,6,3,4,11,24
180.0,2016,2,21,1,0,1,1,3,5,1,4,4,4,3,11,13
180.0,2016,3,21,0,3,0,2,2,8,3,6,4,1,2,11,15
180.0,2016,4,20,0,3,3,2,9,1,3,4,4,4,3,10,18
180.0,2017,1,36,0,2,0,2,4,6,7,8,6,4,5,15,25
180.0,2017,2,36,0,0,3,1,5,6,4,5,7,7,6,16,24
180.0,2017,3,58,0,2,5,2,4,14,7,10,11,10,11,32,35
180.0,2017,4,74,1,3,3,2,13,18,7,15,7,12,11,38,45
180.0,2018,1,54,1,2,4,1,4,6,8,15,11,11,7,20,42
180.0,2018,2,47,0,0,2,2,6,9,6,7,7,6,10,26,25
180.0,2018,3,68,0,5,1,2,12,10,3,8,14,14,15,35,41
180.0,2018,4,65,0,2,2,0,6,10,6,16,11,9,11,34,35
180.0,2019,1,64,0,2,3,1,6,6,16,10,15,7,10,30,40
181.0,2015,1,13,1,1,1,3,2,1,3,7,4,1,1,7,12
181.0,2015,2,13,0,3,0,1,2,0,6,2,5,0,2,8,9
181.0,2015,3,14,1,2,1,2,2,3,3,4,3,4,1,7,13
181.0,2015,4,23,1,1,2,0,2,13,4,2,2,2,2,12,15
181.0,2016,1,24,1,2,1,1,4,4,7,1,3,7,3,12,17
181.0,2016,2,23,0,1,2,1,4,3,1,5,8,3,3,12,15
181.0,2016,3,14,0,0,1,0,2,2,0,4,1,0,6,6,9
181.0,2016,4,22,0,5,1,0,3,2,5,1,5,5,7,13,15
181.0,2017,1,41,0,0,1,1,5,8,4,9,8,4,5,18,25
181.0,2017,2,32,0,1,3,2,3,4,5,6,2,13,5,12,26
181.0,2017,3,43,0,0,2,2,3,10,5,11,6,7,5,20,27
181.0,2017,4,57,3,2,3,1,5,12,9,9,13,7,11,33,33
181.0,2018,1,57,0,0,0,2,4,11,8,10,10,8,8,21,38
181.0,2018,2,58,0,2,1,0,6,10,7,10,10,12,6,21,40
181.0,2018,3,49,0,2,1,0,10,8,4,4,5,11,10,19,33
181.0,2018,4,55,0,1,0,0,2,9,5,12,9,11,8,25,31
181.0,2019,1,43,0,1,0,0,3,4,10,4,10,5,8,15,29
182.0,2015,1,8,0,1,1,2,1,2,1,4,1,1,2,4,7
182.0,2015,2,4,0,1,0,0,1,1,0,0,1,1,1,2,3
182.0,2015,3,0,0,1,3,1,0,2,1,0,0,0,2,1,4
182.0,2015,4,5,0,0,1,2,2,1,2,1,1,1,0,2,6
182.0,2016,1,15,0,2,4,2,1,7,3,1,2,6,3,7,16
182.0,2016,2,7,0,0,0,1,0,5,1,1,0,0,1,3,5
182.0,2016,3,8,0,0,0,1,1,1,1,0,2,2,2,3,6
182.0,2016,4,10,0,0,0,1,0,3,1,0,3,2,2,3,8
182.0,2017,1,18,0,1,1,2,4,3,4,4,4,2,1,6,16
182.0,2017,2,10,0,1,0,0,1,2,2,1,1,4,0,3,8
182.0,2017,3,21,0,1,3,0,3,2,3,2,5,4,6,14,11
182.0,2017,4,38,0,3,0,0,4,5,3,3,7,12,7,17,24
182.0,2018,1,21,0,0,1,0,3,4,1,4,3,4,3,9,13
182.0,2018,2,27,0,3,1,0,2,7,2,2,9,5,4,17,14
182.0,2018,3,36,0,0,1,2,5,6,6,7,4,5,6,14,25
182.0,2018,4,28,0,1,0,1,0,6,1,1,3,7,12,6,24
182.0,2019,1,16,0,0,0,0,1,0,5,1,4,2,3,6,10
183.0,2015,1,3,0,3,1,1,0,1,4,1,0,1,1,3,5
183.0,2015,2,1,0,2,0,1,1,0,0,0,1,1,1,3,1
183.0,2015,3,9,0,0,1,0,2,3,0,1,1,0,3,5,5
183.0,2015,4,8,0,1,2,1,0,1,2,5,2,1,1,1,11
183.0,2016,1,9,0,2,1,1,3,1,3,0,1,2,3,4,9
183.0,2016,2,9,0,0,0,0,1,2,2,1,1,2,0,2,7
183.0,2016,3,9,0,1,0,0,0,3,1,2,0,1,3,6,4
183.0,2016,4,6,0,0,1,2,0,2,0,1,1,1,4,2,7
183.0,2017,1,13,0,0,0,4,1,3,2,2,4,0,5,3,14
183.0,2017,2,9,0,0,0,2,0,2,2,2,0,3,2,5,6
183.0,2017,3,22,0,0,1,0,2,2,0,8,8,2,1,7,16
183.0,2017,4,23,0,2,0,0,3,5,5,2,5,1,4,15,10
183.0,2018,1,19,0,3,0,1,0,5,4,6,4,1,3,10,13
183.0,2018,2,16,0,3,0,2,3,5,1,3,4,3,2,8,13
183.0,2018,3,28,0,2,1,1,2,4,3,7,6,7,3,15,17
183.0,2018,4,19,0,1,1,1,2,3,5,2,6,3,1,7,15
183.0,2019,1,15,0,0,0,0,0,1,3,3,5,2,1,8,7
184.0,2015,1,11,0,3,1,0,0,2,3,3,3,3,1,8,7
184.0,2015,2,10,0,2,0,1,0,4,0,3,3,2,1,5,8
184.0,2015,3,4,0,1,0,2,0,2,1,0,1,2,1,2,5
184.0,2015,4,5,1,0,1,2,0,2,1,2,2,1,1,2,7
184.0,2016,1,19,0,1,0,1,0,3,4,2,7,3,2,4,17
184.0,2016,2,12,1,0,0,0,0,3,2,0,3,1,4,5,8
184.0,2016,3,14,0,1,0,2,1,1,3,1,3,4,4,3,14
184.0,2016,4,21,0,1,2,1,2,6,0,7,5,2,3,11,14
184.0,2017,1,24,0,0,0,0,1,3,6,4,3,3,4,7,17
184.0,2017,2,31,0,1,0,1,3,7,7,4,3,4,5,12,21
184.0,2017,3,56,0,1,0,2,3,6,2,10,18,6,14,27,32
184.0,2017,4,45,0,0,1,0,0,9,4,17,9,2,5,16,30
184.0,2018,1,46,0,2,2,0,4,9,6,11,8,6,6,24,26
184.0,2018,2,64,0,1,0,2,6,5,6,8,12,13,17,30,37
184.0,2018,3,54,0,1,1,3,7,6,6,5,13,8,14,23,36
184.0,2018,4,51,0,1,0,2,4,7,10,9,6,11,7,22,32
184.0,2019,1,31,0,0,2,0,3,6,3,6,6,2,7,12,21
185.0,2015,1,6,0,3,2,1,1,1,1,3,2,2,2,4,8
185.0,2015,2,4,1,2,1,2,2,2,2,0,0,3,1,4,6
185.0,2015,3,7,0,1,3,0,1,3,2,0,3,2,0,4,7
185.0,2015,4,18,0,5,1,1,3,6,3,1,2,8,2,15,10
185.0,2016,1,18,0,2,6,2,3,3,3,3,5,4,7,9,19
185.0,2016,2,12,1,2,1,0,2,3,2,3,4,1,1,11,5
185.0,2016,3,18,0,0,1,0,1,3,1,1,5,3,5,8,11
185.0,2016,4,15,0,1,1,2,0,4,2,5,2,2,4,3,16
185.0,2017,1,34,0,2,1,1,3,7,8,6,6,5,3,19,19
185.0,2017,2,23,0,1,0,1,2,1,3,3,7,6,3,8,17
185.0,2017,3,37,0,0,1,0,3,8,4,6,5,8,4,16,21
185.0,2017,4,55,1,2,1,0,10,9,4,15,9,5,7,31,28
185.0,2018,1,36,0,2,3,1,4,6,3,12,7,4,6,19,23
185.0,2018,2,54,0,1,2,1,3,8,8,9,10,11,9,20,38
185.0,2018,3,35,0,1,1,2,1,7,7,6,7,7,4,13,26
185.0,2018,4,55,0,1,1,3,3,13,13,4,11,9,7,20,40
185.0,2019,1,27,0,2,3,1,4,2,3,10,6,1,7,17,16
186.0,2015,1,5,0,3,0,0,0,0,1,2,0,4,1,5,3
186.0,2015,2,2,0,5,0,1,1,1,2,0,2,1,1,5,3
186.0,2015,3,8,0,2,0,0,1,3,0,1,4,1,0,3,7
186.0,2015,4,11,0,1,2,2,3,0,1,4,0,5,3,6,10
186.0,2016,1,10,0,3,1,1,2,3,5,1,2,2,0,5,10
186.0,2016,2,11,0,2,0,0,2,1,1,4,1,0,4,3,10
186.0,2016,3,4,0,0,0,0,1,2,0,0,0,0,1,2,2
186.0,2016,4,17,0,2,2,4,3,4,4,2,8,3,1,8,17
186.0,2017,1,10,0,0,3,0,2,3,1,2,1,2,2,5,8
186.0,2017,2,21,0,0,1,3,1,1,4,7,6,1,5,9,16
186.0,2017,3,27,0,1,2,1,3,4,3,3,4,10,4,11,20
186.0,2017,4,26,0,1,0,3,3,3,5,6,6,3,4,13,17
186.0,2018,1,21,0,2,2,1,0,3,2,9,6,1,5,11,15
186.0,2018,2,24,0,4,2,0,1,2,4,5,8,7,3,13,17
186.0,2018,3,49,0,5,4,2,5,9,7,8,16,4,11,21,39
186.0,2018,4,30,0,1,2,0,3,7,7,1,10,2,3,18,15
186.0,2019,1,24,0,0,0,0,0,5,4,5,1,5,4,15,9
187.0,2015,1,13,1,6,1,4,1,3,5,3,7,2,4,13,12
187.0,2015,2,12,0,7,0,3,2,3,2,6,3,3,3,8,14
187.0,2015,3,12,0,4,2,3,2,4,1,5,4,3,2,7,14
187.0,2015,4,24,0,3,1,7,3,6,6,6,8,4,2,8,27
187.0,2016,1,36,0,5,1,3,1,9,11,8,4,2,10,24,21
187.0,2016,2,20,0,0,2,5,1,8,6,6,2,1,3,6,21
187.0,2016,3,22,1,1,4,6,2,7,5,3,9,3,5,10,24
187.0,2016,4,27,0,1,5,10,5,10,6,9,9,0,4,12,31
187.0,2017,1,45,0,4,2,6,4,8,9,14,10,7,5,23,34
187.0,2017,2,35,1,1,3,3,7,6,3,4,11,7,5,16,27
187.0,2017,3,71,0,3,5,2,9,12,8,13,9,17,13,30,51
187.0,2017,4,74,1,4,2,3,12,13,15,16,10,7,11,35,49
187.0,2018,1,79,0,3,7,3,10,9,11,14,14,11,23,42,50
187.0,2018,2,85,0,2,9,6,6,23,11,16,14,15,17,36,66
187.0,2018,3,101,0,1,9,4,13,24,15,20,13,19,11,37,78
187.0,2018,4,91,1,7,7,1,8,23,9,15,21,17,14,45,62
187.0,2019,1,57,0,5,2,4,6,11,15,8,14,7,7,29,38
188.0,2015,1,5,0,1,0,1,1,2,0,0,2,2,0,3,4
188.0,2015,2,4,0,2,0,0,0,0,1,2,2,0,1,4,2
188.0,2015,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1
188.0,2015,4,7,0,0,0,2,0,2,3,1,1,0,2,2,7
188.0,2016,1,11,0,0,1,2,0,0,1,5,2,1,5,4,10
188.0,2016,2,10,0,0,0,0,0,5,0,1,1,2,1,6,4
188.0,2016,3,7,2,0,1,1,2,0,2,2,1,2,2,3,8
188.0,2016,4,2,0,1,0,1,0,0,1,1,0,1,1,1,3
188.0,2017,1,13,0,0,0,2,1,1,4,3,3,1,2,6,9
188.0,2017,2,8,0,0,0,2,1,1,2,2,1,0,3,1,9
188.0,2017,3,19,0,0,1,1,1,1,5,2,0,6,6,9,12
188.0,2017,4,12,0,1,0,2,1,3,4,1,0,4,2,7,8
188.0,2018,1,12,0,1,1,2,1,6,2,0,3,1,3,5,11
188.0,2018,2,14,1,0,1,0,2,2,3,2,4,0,3,5,11
188.0,2018,3,12,0,7,2,2,9,2,1,1,3,4,3,9,13
188.0,2018,4,10,0,3,0,0,1,3,1,2,0,2,4,4,9
188.0,2019,1,8,0,0,1,0,0,2,4,0,1,2,0,2,7
189.0,2015,1,6,0,2,0,1,0,3,1,0,0,3,2,4,5
189.0,2015,2,4,0,1,0,0,0,0,2,0,0,2,1,2,3
189.0,2015,3,5,1,1,0,1,1,3,1,1,1,0,1,4,4
189.0,2015,4,7,0,0,2,2,1,5,1,2,1,1,0,4,7
189.0,2016,1,10,1,2,0,3,0,4,4,3,0,4,1,9,7
189.0,2016,2,7,0,1,2,0,0,1,2,2,2,2,1,3,7
189.0,2016,3,7,0,2,1,3,2,1,2,0,3,2,3,5,8
189.0,2016,4,12,0,1,1,2,1,3,1,0,3,5,3,6,10
189.0,2017,1,20,0,1,0,6,2,5,7,3,5,1,4,8,19
189.0,2017,2,19,0,3,0,2,3,4,2,5,3,3,4,11,13
189.0,2017,3,30,0,2,0,2,5,5,2,2,8,6,6,11,23
189.0,2017,4,19,1,0,0,0,2,3,2,6,5,1,1,8,12
