codigo_upz,AÑO,MES,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
21.0,2019,2,98,0,1,2,2,7,15,13,19,14,9,26,50,53
22.0,2015,1,38,0,6,5,2,4,12,8,5,5,6,11,19,32
22.0,2015,2,45,1,5,7,7,9,8,11,13,10,10,4,21,44
22.0,2015,3,26,1,5,6,2,2,5,6,8,6,5,8,18,22
22.0,2015,4,26,0,0,2,1,2,8,6,6,1,2,4,14,15
22.0,2015,5,24,1,7,3,4,7,5,4,4,4,5,10,12,27
22.0,2015,6,31,0,5,1,0,5,7,6,5,2,4,8,9,28
22.0,2015,7,42,0,4,2,3,5,7,5,5,13,11,5,18,33
22.0,2015,8,27,0,4,2,1,1,9,5,7,5,3,4,17,17
22.0,2015,9,30,0,4,2,3,1,6,2,14,4,4,8,15,24
22.0,2015,10,29,1,3,3,3,1,10,3,6,7,5,7,12,27
22.0,2015,11,34,0,4,0,1,11,3,4,11,3,3,4,9,30
22.0,2015,12,29,1,0,1,5,3,4,10,7,6,3,3,12,24
22.0,2016,1,48,0,2,3,3,7,8,8,10,11,4,8,24,32
22.0,2016,2,43,1,4,1,3,3,8,7,5,11,8,10,13,39
22.0,2016,3,30,0,6,4,5,4,8,8,9,8,1,7,16,29
22.0,2016,4,40,0,6,1,0,3,9,7,9,6,5,8,13,34
22.0,2016,5,45,2,2,2,2,3,13,9,8,13,4,3,16,37
22.0,2016,6,44,0,3,1,3,4,6,7,13,7,5,9,15,36
22.0,2016,7,39,0,3,2,3,4,5,9,4,6,9,10,20,27
22.0,2016,8,38,0,3,4,5,6,6,8,12,10,2,6,16,34
22.0,2016,9,37,1,2,2,2,2,15,4,6,3,4,10,18,26
22.0,2016,10,43,0,3,1,1,2,7,9,5,5,11,9,22,26
22.0,2016,11,36,0,3,1,1,5,4,5,6,7,9,5,15,26
22.0,2016,12,47,0,3,6,2,7,12,8,5,10,6,10,24,34
22.0,2017,1,67,0,4,5,0,5,7,12,20,12,12,8,26,50
22.0,2017,2,68,1,4,2,1,10,17,6,12,11,14,6,30,46
22.0,2017,3,62,0,4,5,3,4,15,3,14,13,11,14,30,44
22.0,2017,4,67,1,5,3,4,5,8,12,20,9,13,13,25,55
22.0,2017,5,71,0,6,5,4,6,13,15,16,19,10,7,34,52
22.0,2017,6,57,0,3,2,4,7,11,5,11,11,12,9,25,41
22.0,2017,7,63,1,5,6,4,19,13,7,7,12,12,9,32,47
22.0,2017,8,99,0,4,3,2,6,18,13,23,19,12,17,47,61
22.0,2017,9,92,1,9,5,4,11,17,15,13,14,16,25,49,62
22.0,2017,10,85,0,6,0,3,9,17,15,12,8,18,15,36,58
22.0,2017,11,118,0,8,3,0,8,35,9,22,20,16,19,56,73
22.0,2017,12,116,0,4,1,3,11,23,11,14,22,17,26,58,66
22.0,2018,1,79,1,4,2,2,7,18,11,21,18,6,7,47,41
22.0,2018,2,90,0,0,7,1,10,15,14,12,15,11,21,34,64
22.0,2018,3,104,0,2,3,0,8,16,10,20,18,13,24,45,64
22.0,2018,4,93,0,2,2,4,9,13,18,11,20,12,18,48,53
22.0,2018,5,86,1,5,2,3,7,15,11,13,24,9,18,38,59
22.0,2018,6,79,0,0,0,1,7,11,7,8,16,9,22,27,53
22.0,2018,7,108,0,4,3,0,10,16,20,17,16,19,17,44,71
22.0,2018,8,122,0,4,8,0,18,19,17,15,27,14,24,54,80
22.0,2018,9,122,0,2,4,0,12,13,19,26,17,13,28,50,78
22.0,2018,10,100,0,2,5,3,10,16,21,24,14,17,8,36,74
22.0,2018,11,107,0,2,5,1,9,24,14,13,17,12,26,52,63
22.0,2018,12,102,1,2,3,1,9,20,16,15,14,19,16,53,56
22.0,2019,1,104,0,1,5,2,11,23,15,19,19,8,17,48,64
22.0,2019,2,107,0,2,4,1,6,17,21,24,22,12,12,49,65
23.0,2015,1,6,0,1,0,1,3,1,2,1,0,1,0,2,6
23.0,2015,2,9,0,1,1,0,2,2,2,1,2,2,0,6,5
23.0,2015,3,12,0,0,2,0,5,1,2,3,1,2,0,5,9
23.0,2015,4,8,0,0,0,1,0,1,1,1,3,0,3,1,8
23.0,2015,5,6,0,3,2,0,4,0,0,2,2,1,2,6,5
23.0,2015,6,12,0,0,0,1,1,2,1,3,2,3,1,5,8
23.0,2015,7,3,0,1,1,0,0,0,1,2,1,1,0,2,3
23.0,2015,8,5,0,1,0,0,3,0,0,1,1,0,1,1,5
23.0,2015,9,5,0,8,3,0,1,5,0,2,5,0,3,8,8
23.0,2015,10,5,0,1,0,0,2,0,1,1,0,1,1,2,4
23.0,2015,11,7,0,2,0,0,1,2,1,0,2,1,2,4,5
23.0,2015,12,5,0,2,0,0,1,1,1,1,1,1,1,4,3
23.0,2016,1,8,0,0,1,0,0,2,1,2,0,3,1,1,8
23.0,2016,2,10,0,3,0,1,2,3,2,2,1,2,2,6,8
23.0,2016,3,19,0,1,2,0,3,3,1,11,0,4,0,5,17
23.0,2016,4,8,0,3,0,0,3,2,1,1,3,0,1,6,5
23.0,2016,5,13,0,1,1,1,1,3,2,3,3,2,2,7,9
23.0,2016,6,10,0,1,1,0,1,1,0,2,1,4,3,2,10
23.0,2016,7,9,0,1,0,0,1,3,0,2,0,1,3,5,5
23.0,2016,8,14,0,1,4,1,4,2,4,1,0,5,4,7,13
23.0,2016,9,16,0,1,1,0,3,3,1,4,2,3,2,6,12
23.0,2016,10,7,0,0,1,0,2,1,1,1,1,1,1,0,8
23.0,2016,11,8,1,0,0,1,1,1,1,2,2,2,1,1,9
23.0,2016,12,16,0,0,3,1,1,5,4,1,7,1,1,9,11
23.0,2017,1,17,0,1,1,1,3,1,1,8,2,2,3,6,14
23.0,2017,2,15,0,0,1,0,2,1,2,3,2,2,4,7,9
23.0,2017,3,19,0,1,1,0,6,4,1,0,2,5,3,12,9
23.0,2017,4,17,0,0,2,1,1,4,4,3,3,3,2,9,11
23.0,2017,5,16,0,0,1,0,3,2,1,1,0,4,6,7,10
23.0,2017,6,16,0,0,0,1,2,3,1,1,3,4,3,5,12
23.0,2017,7,25,0,1,0,3,5,2,5,3,2,4,8,9,20
23.0,2017,8,33,0,1,1,0,7,3,4,4,7,5,5,17,18
23.0,2017,9,30,0,0,0,0,5,3,0,0,4,12,6,17,13
23.0,2017,10,44,0,0,1,0,10,3,2,2,9,14,5,19,26
23.0,2017,11,35,0,1,3,1,4,6,3,6,7,8,6,14,26
23.0,2017,12,39,0,0,0,0,5,2,5,5,5,6,11,17,22
23.0,2018,1,30,0,1,0,0,2,4,6,3,5,6,5,11,20
23.0,2018,2,31,0,0,0,0,5,2,6,2,2,9,5,13,18
23.0,2018,3,43,0,1,1,1,7,4,3,8,6,10,8,30,16
23.0,2018,4,39,0,4,1,0,6,4,8,3,10,3,10,20,24
23.0,2018,5,38,0,0,1,0,5,5,5,5,6,8,5,19,20
23.0,2018,6,50,0,0,1,0,5,8,8,9,7,11,3,30,21
23.0,2018,7,39,0,0,2,2,5,7,6,4,7,6,8,22,21
23.0,2018,8,34,0,0,0,1,3,3,2,5,10,8,4,14,21
23.0,2018,9,33,0,1,3,0,6,4,2,3,7,8,7,14,23
23.0,2018,10,35,0,3,1,1,4,1,8,4,2,9,12,19,21
23.0,2018,11,48,0,0,0,0,5,4,9,5,4,9,12,23,25
23.0,2018,12,63,0,1,0,0,8,6,7,6,9,18,10,32,32
23.0,2019,1,50,0,1,0,0,6,7,8,5,7,13,5,24,27
23.0,2019,2,55,0,0,2,0,12,5,4,10,4,16,6,33,24
24.0,2015,1,32,0,4,0,0,4,11,2,1,4,4,10,18,18
24.0,2015,2,33,0,7,1,2,8,7,8,3,6,5,6,18,25
24.0,2015,3,17,0,7,1,1,7,5,2,3,3,2,4,15,11
24.0,2015,4,27,0,5,0,1,2,6,9,3,9,4,0,17,16
24.0,2015,5,22,0,8,3,0,5,4,6,2,5,5,6,17,16
24.0,2015,6,22,1,2,1,2,7,2,2,2,4,4,7,10,18
24.0,2015,7,18,0,4,4,1,3,3,3,1,5,4,8,13,14
24.0,2015,8,24,0,3,1,1,3,4,4,4,3,6,5,9,20
24.0,2015,9,19,0,9,2,1,5,2,2,6,5,4,7,12,19
24.0,2015,10,15,2,5,4,1,3,7,2,2,3,6,4,12,15
24.0,2015,11,27,0,5,2,0,5,3,11,1,3,8,3,20,14
24.0,2015,12,30,1,2,1,0,3,5,4,8,6,4,4,11,23
24.0,2016,1,39,0,5,0,0,5,7,6,4,4,9,9,21,23
24.0,2016,2,36,0,2,0,2,3,5,7,5,6,8,6,17,23
24.0,2016,3,28,0,3,1,3,1,6,2,9,9,5,3,18,16
24.0,2016,4,23,1,13,1,0,3,8,4,10,1,7,5,24,14
24.0,2016,5,25,0,0,0,0,4,4,3,1,3,5,5,15,10
24.0,2016,6,27,0,3,1,0,5,5,3,3,6,1,8,13,18
24.0,2016,7,25,0,1,1,3,3,4,3,5,5,3,7,11,19
24.0,2016,8,54,0,8,1,4,8,12,10,15,14,5,3,28,39
24.0,2016,9,31,0,3,3,0,4,3,3,3,7,7,10,18,19
24.0,2016,10,30,0,3,2,1,3,4,4,5,5,10,5,13,23
24.0,2016,11,23,0,6,1,0,6,8,1,4,5,2,4,11,19
24.0,2016,12,34,0,0,3,0,4,7,5,6,5,5,5,14,23
24.0,2017,1,53,0,3,2,1,14,5,5,12,5,10,8,31,28
24.0,2017,2,52,0,4,1,1,8,8,8,12,7,9,6,24,34
24.0,2017,3,61,0,5,4,1,5,12,9,13,10,13,9,34,37
24.0,2017,4,40,1,11,1,1,6,8,11,11,6,8,4,23,31
24.0,2017,5,43,0,13,1,0,8,7,9,7,9,6,11,32,25
24.0,2017,6,40,0,8,0,0,9,5,4,7,8,3,12,21,27
24.0,2017,7,54,0,9,3,2,10,11,11,10,8,8,10,28,40
24.0,2017,8,67,1,13,2,0,11,18,7,17,11,6,13,32,51
24.0,2017,9,67,0,19,1,3,7,10,16,15,12,17,13,44,46
24.0,2017,10,73,0,8,2,0,10,13,10,15,11,6,18,50,33
24.0,2017,11,79,0,3,3,2,9,15,13,13,14,10,13,41,46
24.0,2017,12,64,0,4,3,0,8,9,11,12,11,7,13,30,41
24.0,2018,1,79,0,3,0,1,10,13,11,10,17,9,13,36,47
24.0,2018,2,64,0,2,1,1,10,7,7,15,12,15,2,29,39
24.0,2018,3,65,0,3,3,3,9,18,8,8,10,12,9,30,44
24.0,2018,4,90,0,2,0,0,13,17,13,16,13,11,9,44,48
24.0,2018,5,92,0,5,0,2,8,20,7,17,18,14,15,47,52
24.0,2018,6,64,2,2,0,1,4,9,9,13,7,8,19,27,42
24.0,2018,7,103,1,2,2,0,9,19,13,24,12,12,19,58,50
24.0,2018,8,114,0,4,1,0,12,25,12,18,22,14,16,47,72
24.0,2018,9,78,0,4,1,4,6,19,8,19,14,14,7,43,44
24.0,2018,10,107,0,3,2,1,7,14,28,17,21,10,16,53,60
24.0,2018,11,94,0,1,2,0,3,23,11,12,18,11,19,47,50
24.0,2018,12,86,0,0,3,3,6,13,16,9,13,13,22,45,47
24.0,2019,1,80,0,1,2,1,9,19,10,17,13,8,8,35,49
24.0,2019,2,84,0,3,3,2,6,17,10,9,15,20,15,37,55
25.0,2015,1,20,0,1,1,0,1,6,3,2,4,4,2,6,15
25.0,2015,2,15,0,3,1,0,1,2,4,5,1,2,4,9,10
25.0,2015,3,13,0,0,0,1,5,1,1,3,2,0,2,8,6
25.0,2015,4,14,0,2,0,0,1,3,3,2,4,0,3,8,8
25.0,2015,5,6,0,3,1,0,0,1,0,0,3,2,4,5,5
25.0,2015,6,10,0,0,0,0,1,1,1,2,1,2,2,4,6
25.0,2015,7,13,0,0,0,0,1,2,3,2,0,3,2,5,8
25.0,2015,8,8,0,0,0,1,3,1,1,2,0,0,2,4,5
25.0,2015,9,13,0,2,2,2,2,2,3,2,4,4,2,8,11
25.0,2015,10,7,0,0,0,2,0,1,0,1,1,2,4,3,6
25.0,2015,11,10,0,0,2,0,2,1,2,3,2,1,1,4,8
25.0,2015,12,18,0,0,0,0,0,0,4,7,4,1,2,6,12
25.0,2016,1,23,0,0,0,2,3,2,3,3,6,2,6,8,17
25.0,2016,2,22,0,1,0,1,3,1,2,2,10,3,3,10,14
25.0,2016,3,23,0,1,0,2,3,4,3,6,6,0,4,13,13
25.0,2016,4,14,0,0,0,0,1,2,2,1,1,3,4,6,8
25.0,2016,5,21,0,0,1,0,1,6,1,2,6,2,4,7,15
25.0,2016,6,9,0,0,2,0,1,2,2,0,3,1,2,3,8
25.0,2016,7,12,0,1,1,0,0,8,0,0,0,3,3,4,10
25.0,2016,8,19,0,0,0,0,1,1,2,5,3,3,4,7,12
25.0,2016,9,16,0,0,1,0,1,5,1,2,4,2,2,7,10
25.0,2016,10,18,0,1,4,0,1,7,0,3,2,2,8,6,17
25.0,2016,11,11,0,1,0,0,1,1,1,1,4,2,2,5,7
25.0,2016,12,18,0,0,0,2,1,2,0,3,5,7,2,7,13
25.0,2017,1,24,0,4,0,0,6,3,0,6,1,4,8,16,12
25.0,2017,2,34,0,0,0,3,4,3,10,2,9,3,6,9,28
25.0,2017,3,43,2,2,1,1,8,10,5,6,5,7,8,20,29
25.0,2017,4,36,0,1,1,0,4,4,3,5,6,12,4,13,25
25.0,2017,5,27,0,1,3,0,0,6,4,9,1,6,5,13,18
25.0,2017,6,27,0,3,1,2,0,8,6,2,3,4,10,14,19
25.0,2017,7,38,0,2,1,1,4,3,5,7,11,5,7,11,31
25.0,2017,8,37,0,4,3,1,5,8,2,10,10,4,6,18,27
25.0,2017,9,51,0,3,0,0,4,11,6,9,4,7,13,33,21
25.0,2017,10,52,0,4,1,1,5,8,5,16,10,9,5,24,34
25.0,2017,11,43,1,5,4,2,4,11,6,6,12,8,8,23,31
25.0,2017,12,40,0,3,2,1,9,3,6,9,11,4,4,22,24
25.0,2018,1,40,0,1,0,0,3,5,6,3,10,7,7,15,26
25.0,2018,2,40,1,1,0,2,0,5,7,7,10,10,5,21,23
25.0,2018,3,47,1,0,1,2,2,6,8,13,7,6,9,25,26
25.0,2018,4,29,0,0,2,1,2,8,2,6,7,4,3,11,21
25.0,2018,5,48,0,0,0,0,0,9,6,7,14,4,8,19,29
25.0,2018,6,46,0,1,1,0,3,13,8,4,3,9,8,18,30
25.0,2018,7,46,0,0,0,0,5,9,4,9,6,2,11,16,30
25.0,2018,8,52,0,3,1,0,4,16,6,2,16,6,6,24,32
25.0,2018,9,42,0,2,0,0,6,5,6,6,7,9,5,19,25
25.0,2018,10,48,0,4,1,3,2,5,12,11,11,6,9,22,34
25.0,2018,11,58,0,2,0,1,6,12,3,9,12,4,15,29,32
25.0,2018,12,50,0,1,2,0,4,9,6,11,8,5,10,19,34
25.0,2019,1,59,0,2,1,0,1,16,8,10,13,3,11,30,32
25.0,2019,2,64,0,0,1,0,1,13,13,10,9,7,12,27,38
26.0,2015,1,50,1,5,7,7,8,13,6,11,16,8,8,21,48
26.0,2015,2,26,0,2,3,4,3,3,5,10,4,5,5,10,25
26.0,2015,3,13,0,1,6,6,4,1,5,7,4,3,2,9,17
26.0,2015,4,23,1,3,6,9,3,5,7,9,7,6,5,11,31
26.0,2015,5,14,2,5,1,5,2,4,3,3,5,4,6,7,20
26.0,2015,6,24,1,6,3,7,3,6,4,3,9,7,9,12,29
26.0,2015,7,32,0,3,5,5,2,5,5,7,9,9,8,16,29
26.0,2015,8,33,0,3,5,3,7,4,10,8,3,4,8,19,25
26.0,2015,9,24,0,2,6,6,3,8,5,5,6,6,5,16,22
26.0,2015,10,20,1,1,2,5,0,8,2,6,5,4,4,9,20
26.0,2015,11,31,3,3,6,4,13,5,4,9,6,4,6,14,33
26.0,2015,12,68,1,2,2,5,9,12,9,7,13,14,14,24,54
26.0,2016,1,68,0,3,1,4,6,12,13,6,14,14,11,33,43
26.0,2016,2,85,1,2,5,8,10,18,14,19,13,10,17,36,65
26.0,2016,3,50,1,1,6,6,6,11,7,10,9,8,13,21,43
26.0,2016,4,43,1,3,3,1,7,5,3,11,6,10,9,15,36
26.0,2016,5,48,1,0,2,3,2,12,9,11,9,4,7,21,33
26.0,2016,6,40,1,6,5,2,4,11,7,8,9,7,8,23,31
26.0,2016,7,36,0,3,2,4,4,10,4,7,5,7,8,18,27
26.0,2016,8,45,0,4,6,6,3,11,14,10,6,9,8,21,40
26.0,2016,9,70,1,2,6,1,6,15,7,12,11,14,15,29,51
26.0,2016,10,57,0,5,7,2,8,6,12,6,7,16,16,34,37
26.0,2016,11,57,0,0,1,7,4,15,4,20,11,4,7,28,37
