codigo_upz,AÑO,MES,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
67.0,2017,4,27,4,4,6,10,8,4,12,10,6,7,4,18,33
67.0,2017,5,41,2,13,2,2,8,5,11,8,12,7,9,31,29
67.0,2017,6,34,6,7,2,7,9,12,9,7,5,6,8,26,30
67.0,2017,7,53,8,8,1,8,13,7,10,10,11,16,11,26,52
67.0,2017,8,64,4,4,3,5,6,14,7,15,18,10,10,28,52
67.0,2017,9,58,7,7,1,6,10,6,11,10,12,12,18,39,40
67.0,2017,10,56,7,4,1,8,11,16,10,9,10,9,11,24,52
67.0,2017,11,64,3,2,3,3,4,7,4,14,17,14,15,28,47
67.0,2017,12,47,6,3,1,5,8,14,9,11,7,5,8,29,33
67.0,2018,1,56,8,10,4,1,6,11,15,14,18,8,7,32,47
67.0,2018,2,41,5,12,2,4,7,11,6,11,7,15,7,32,32
67.0,2018,3,59,2,16,1,11,9,16,8,9,13,17,17,43,46
67.0,2018,4,58,9,14,0,9,15,13,17,8,15,15,7,40,50
67.0,2018,5,67,2,14,4,10,8,22,8,15,15,10,19,47,49
67.0,2018,6,64,4,16,5,11,14,17,18,10,8,12,21,39,61
67.0,2018,7,59,4,10,3,13,15,14,14,13,17,10,6,31,58
67.0,2018,8,75,7,15,1,7,7,19,8,18,15,16,22,47,58
67.0,2018,9,63,11,13,5,11,16,18,10,15,10,22,12,46,57
67.0,2018,10,61,8,21,7,5,9,22,16,13,11,7,24,48,54
67.0,2018,11,62,4,12,3,3,9,14,10,12,15,12,12,38,45
67.0,2018,12,79,14,7,2,2,12,15,13,21,12,16,15,40,64
67.0,2019,1,50,4,6,2,3,5,11,7,11,13,10,8,29,36
67.0,2019,2,56,3,5,1,7,9,12,7,12,16,11,5,26,46
68.0,2015,1,5,1,2,0,2,2,4,0,1,0,0,3,3,7
68.0,2015,2,3,1,0,0,2,1,1,0,1,1,2,0,2,4
68.0,2015,3,5,2,5,0,2,1,1,2,4,4,2,0,6,8
68.0,2015,4,3,1,0,2,2,0,2,0,2,1,2,1,2,6
68.0,2015,5,7,2,0,0,0,1,2,0,1,1,1,3,3,6
68.0,2015,6,2,1,2,0,3,1,3,1,1,0,0,2,3,5
68.0,2015,7,3,4,1,0,1,1,3,2,2,0,1,0,3,6
68.0,2015,8,4,4,2,0,0,0,2,2,0,3,0,3,2,8
68.0,2015,9,2,0,3,0,1,3,1,0,0,0,0,2,3,3
68.0,2015,10,2,4,0,1,0,2,2,0,1,0,2,0,1,6
68.0,2015,11,5,2,1,0,2,1,2,3,0,2,1,1,3,7
68.0,2015,12,2,5,0,0,1,0,0,3,2,1,0,2,0,8
68.0,2016,1,11,6,5,0,1,8,1,4,4,3,2,1,9,14
68.0,2016,2,7,1,1,0,1,1,4,0,0,1,1,3,4,6
68.0,2016,3,10,2,6,0,2,4,0,2,2,7,1,4,9,11
68.0,2016,4,8,2,3,1,1,4,2,3,1,0,3,2,8,7
68.0,2016,5,2,2,4,0,2,4,0,2,2,0,1,1,5,5
68.0,2016,6,7,5,2,0,0,3,3,3,2,0,1,2,3,11
68.0,2016,7,2,4,1,0,2,3,0,1,1,0,2,2,2,7
68.0,2016,8,6,3,0,0,3,0,2,6,1,1,0,2,1,11
68.0,2016,9,8,0,7,0,1,2,1,2,0,3,4,4,10,6
68.0,2016,10,6,3,1,0,2,1,2,3,1,2,2,1,5,7
68.0,2016,11,5,4,2,1,0,2,1,3,0,5,0,1,3,9
68.0,2016,12,4,4,0,0,1,1,1,2,4,0,1,0,2,7
68.0,2017,1,5,1,3,2,2,4,1,2,1,1,3,1,7,6
68.0,2017,2,8,1,4,2,3,2,4,1,1,4,1,5,8,10
68.0,2017,3,4,0,2,0,1,0,2,0,0,3,1,1,4,3
68.0,2017,4,7,1,0,2,2,1,2,1,1,4,2,1,3,9
68.0,2017,5,12,1,2,2,3,1,6,2,1,5,2,3,6,14
68.0,2017,6,12,3,2,1,2,5,0,2,4,1,1,7,6,14
68.0,2017,7,8,3,3,0,1,2,4,3,1,1,2,2,5,10
68.0,2017,8,20,2,1,2,0,3,2,3,2,1,4,10,10,15
68.0,2017,9,8,2,0,0,1,0,2,1,3,3,0,2,5,6
68.0,2017,10,14,1,2,0,4,1,3,3,2,3,4,5,7,14
68.0,2017,11,17,2,4,2,3,4,9,1,1,8,1,4,10,18
68.0,2017,12,7,4,1,2,0,3,1,2,2,2,2,2,3,11
68.0,2018,1,11,1,2,1,1,2,3,1,3,2,3,2,5,11
68.0,2018,2,9,2,2,0,1,2,1,2,3,2,1,3,6,8
68.0,2018,3,14,2,1,1,1,1,1,1,1,5,6,4,4,15
68.0,2018,4,12,3,3,0,3,3,2,4,6,5,1,0,9,12
68.0,2018,5,12,3,2,2,4,3,5,4,1,6,3,1,8,15
68.0,2018,6,10,0,3,3,4,5,0,7,3,3,1,1,10,10
68.0,2018,7,9,9,6,0,7,5,9,5,3,4,2,3,10,21
68.0,2018,8,16,2,5,0,5,0,6,3,4,8,4,3,11,17
68.0,2018,9,17,5,4,0,1,5,2,2,8,5,1,4,12,15
68.0,2018,10,9,4,2,0,1,2,1,1,2,2,2,6,6,10
68.0,2018,11,20,7,4,2,2,3,7,1,5,6,9,4,13,22
68.0,2018,12,14,4,6,0,3,1,3,9,2,5,2,5,15,12
68.0,2019,1,12,5,1,0,0,3,3,2,3,3,3,1,3,15
68.0,2019,2,22,1,2,0,0,4,2,4,5,1,4,5,9,16
69.0,2015,1,15,5,4,6,6,4,7,3,3,5,9,5,13,23
69.0,2015,2,14,2,2,6,5,2,2,6,6,5,2,6,8,21
69.0,2015,3,13,1,3,5,10,3,3,6,2,5,6,7,9,23
69.0,2015,4,18,5,3,7,8,2,10,5,4,7,5,8,10,31
69.0,2015,5,21,3,2,4,8,7,8,2,2,6,6,7,12,26
69.0,2015,6,14,6,1,1,7,6,2,5,5,1,5,5,6,23
69.0,2015,7,15,6,3,1,11,4,10,3,6,8,3,2,8,28
69.0,2015,8,12,1,4,6,4,5,4,1,7,6,1,3,10,17
69.0,2015,9,16,5,1,5,7,2,8,6,4,2,7,5,6,28
69.0,2015,10,18,6,2,4,8,4,4,5,8,6,7,4,8,30
69.0,2015,11,16,2,2,6,12,5,6,8,6,7,2,4,7,31
69.0,2015,12,13,4,2,7,3,2,4,2,8,4,5,4,3,26
69.0,2016,1,23,5,12,3,3,7,6,6,6,12,1,8,23,23
69.0,2016,2,22,3,5,2,2,5,3,4,5,4,7,6,8,26
69.0,2016,3,21,3,3,3,5,3,3,7,7,4,4,7,12,23
69.0,2016,4,15,2,9,2,9,1,5,2,6,7,5,11,16,21
69.0,2016,5,13,6,3,3,6,4,5,4,8,4,3,3,7,24
69.0,2016,6,17,2,21,3,14,7,7,10,4,10,11,8,29,28
69.0,2016,7,16,2,6,4,4,5,3,2,4,4,9,5,12,20
69.0,2016,8,28,2,6,6,4,4,8,11,8,5,7,3,12,34
69.0,2016,9,21,5,4,6,8,5,6,9,5,9,3,7,12,32
69.0,2016,10,23,2,11,1,9,8,6,10,4,5,6,7,18,28
69.0,2016,11,19,3,7,2,5,2,9,5,3,3,7,7,15,21
69.0,2016,12,12,0,5,1,0,1,1,3,5,2,3,3,13,5
69.0,2017,1,38,2,5,4,6,6,7,8,11,9,8,6,28,27
69.0,2017,2,48,4,8,1,5,6,8,11,8,7,15,11,22,44
69.0,2017,3,51,4,7,2,6,6,17,7,9,9,10,12,25,45
69.0,2017,4,32,6,7,5,9,12,4,7,10,8,10,8,22,37
69.0,2017,5,35,5,16,3,6,5,7,9,4,12,10,18,30,35
69.0,2017,6,26,3,6,1,2,4,11,4,3,5,6,5,14,24
69.0,2017,7,31,0,2,1,6,3,6,11,4,8,5,3,14,26
69.0,2017,8,51,6,2,5,11,9,12,10,15,10,8,11,22,53
69.0,2017,9,58,5,1,2,7,8,9,7,7,10,18,14,23,50
69.0,2017,10,67,2,0,1,11,7,17,6,17,13,10,11,27,54
69.0,2017,11,68,5,0,2,8,11,14,9,12,18,10,9,24,59
69.0,2017,12,65,6,3,1,9,5,12,10,10,11,11,25,35,49
69.0,2018,1,42,7,10,3,16,9,14,9,18,12,6,10,25,53
69.0,2018,2,56,7,15,1,8,9,17,8,12,9,18,14,32,55
69.0,2018,3,79,3,3,4,7,9,14,11,13,14,17,18,41,55
69.0,2018,4,88,4,10,6,27,13,17,22,16,24,19,24,38,97
69.0,2018,5,52,4,16,6,13,13,17,8,17,15,9,12,30,61
69.0,2018,6,63,1,12,5,10,13,9,7,13,14,14,21,33,58
69.0,2018,7,75,8,11,3,10,10,13,13,20,20,12,19,42,65
69.0,2018,8,83,3,4,4,7,9,22,12,10,20,11,17,35,66
69.0,2018,9,65,5,18,6,10,9,16,19,21,16,11,12,54,50
69.0,2018,10,71,0,10,2,4,4,9,13,22,11,15,13,38,49
69.0,2018,11,82,3,4,4,3,10,21,10,7,20,10,18,36,60
69.0,2018,12,80,4,8,6,8,9,14,11,16,12,20,24,38,68
69.0,2019,1,60,8,4,8,3,8,10,9,19,13,10,14,27,56
69.0,2019,2,74,1,4,2,5,5,16,14,15,13,12,11,28,58
70.0,2015,1,8,3,5,2,3,3,5,5,3,0,3,2,6,15
70.0,2015,2,10,4,4,2,5,2,6,4,4,4,1,4,7,18
70.0,2015,3,7,2,1,1,8,1,1,5,4,3,0,5,7,12
70.0,2015,4,9,4,4,2,6,3,3,5,1,9,2,2,10,15
70.0,2015,5,11,3,1,3,8,3,4,4,3,3,3,6,5,21
70.0,2015,6,15,4,2,2,4,2,3,4,5,6,2,5,7,20
70.0,2015,7,8,2,5,2,9,5,2,3,5,7,2,2,10,16
70.0,2015,8,9,3,4,2,7,5,2,9,2,4,2,1,6,19
70.0,2015,9,8,2,4,4,5,5,4,1,7,4,1,1,9,14
70.0,2015,10,12,5,0,4,4,0,4,5,4,5,3,4,6,19
70.0,2015,11,14,2,3,0,6,0,4,5,7,3,3,3,9,16
70.0,2015,12,7,3,1,0,2,0,2,0,3,0,1,7,3,10
70.0,2016,1,19,4,3,1,8,1,7,1,6,5,11,4,16,19
70.0,2016,2,21,4,4,0,5,5,6,6,5,3,3,6,10,24
70.0,2016,3,10,4,1,4,10,5,6,2,4,5,5,2,5,24
70.0,2016,4,7,3,3,0,1,1,4,2,2,2,1,2,7,7
70.0,2016,5,5,6,2,1,4,6,1,2,4,2,2,1,5,13
70.0,2016,6,10,2,4,2,3,5,5,1,0,1,3,6,7,14
70.0,2016,7,9,4,1,0,4,4,2,4,1,2,3,2,3,15
70.0,2016,8,10,5,4,1,2,4,2,4,2,5,3,2,9,13
70.0,2016,9,14,3,4,1,7,5,9,1,5,3,2,4,8,21
70.0,2016,10,13,1,1,3,3,4,3,1,5,3,2,3,6,15
70.0,2016,11,10,2,2,2,6,3,4,4,4,1,4,2,11,11
70.0,2016,12,9,4,1,4,3,3,3,0,6,2,4,3,5,16
70.0,2017,1,23,4,1,2,4,5,5,8,5,3,2,6,7,27
70.0,2017,2,16,1,3,2,2,4,4,2,2,6,1,5,14,10
70.0,2017,3,20,4,5,2,8,4,4,6,10,8,2,5,10,29
70.0,2017,4,14,3,3,2,1,3,1,6,5,4,2,2,11,12
70.0,2017,5,24,1,2,3,0,3,8,0,7,5,4,3,13,17
70.0,2017,6,23,1,8,2,3,1,10,5,2,9,4,6,9,28
70.0,2017,7,13,6,2,2,3,6,0,5,6,5,2,2,6,20
70.0,2017,8,27,5,2,2,5,6,10,1,4,1,7,12,16,25
70.0,2017,9,27,3,2,2,8,4,5,2,5,10,8,8,12,30
70.0,2017,10,28,6,1,0,5,3,7,4,6,6,6,8,14,26
70.0,2017,11,29,6,0,2,3,2,7,7,5,11,4,4,10,30
70.0,2017,12,28,5,0,4,3,3,4,7,6,7,6,7,12,28
70.0,2018,1,17,4,11,3,4,2,8,9,4,6,3,7,16,23
70.0,2018,2,20,2,4,3,3,3,5,6,10,4,4,0,12,20
70.0,2018,3,21,2,1,0,5,2,4,4,5,5,4,5,11,18
70.0,2018,4,31,3,3,1,7,4,2,4,8,6,7,14,15,30
70.0,2018,5,34,1,9,3,11,4,12,10,12,5,7,8,23,35
70.0,2018,6,33,4,7,1,5,4,11,8,8,6,4,9,18,32
70.0,2018,7,32,1,4,2,9,7,6,11,11,4,5,4,13,35
70.0,2018,8,30,2,5,2,10,3,10,5,10,3,11,7,16,33
70.0,2018,9,29,5,7,4,6,6,9,8,6,8,8,6,19,32
70.0,2018,10,50,2,4,2,3,7,11,13,8,5,6,11,26,35
70.0,2018,11,30,4,5,1,2,2,6,5,6,8,3,12,18,24
70.0,2018,12,28,6,8,0,4,8,10,3,9,3,6,7,16,30
70.0,2019,1,41,0,6,2,3,4,10,7,8,8,9,6,23,29
70.0,2019,2,33,2,3,1,2,3,7,2,9,6,9,5,21,20
71.0,2015,1,34,7,9,1,5,10,8,4,3,11,11,9,19,37
71.0,2015,2,37,4,5,3,3,6,8,7,6,13,6,6,25,27
71.0,2015,3,26,3,7,2,1,2,3,3,11,9,6,5,17,22
71.0,2015,4,25,1,7,2,4,1,9,4,6,5,2,12,21,18
71.0,2015,5,21,3,3,3,5,7,3,0,4,5,5,11,11,24
71.0,2015,6,15,0,8,3,2,3,1,2,10,4,5,3,15,13
71.0,2015,7,25,2,10,3,4,3,9,6,3,7,8,8,18,26
71.0,2015,8,25,3,10,6,7,9,5,10,5,11,8,3,17,34
71.0,2015,9,13,3,6,4,5,5,7,4,4,3,5,3,10,21
71.0,2015,10,25,2,9,1,5,3,5,3,4,8,9,10,24,18
71.0,2015,11,14,5,4,3,6,4,5,5,6,4,3,5,10,22
71.0,2015,12,21,4,4,2,6,3,4,4,6,6,7,7,10,27
71.0,2016,1,50,5,12,3,7,14,10,7,18,6,12,10,36,41
71.0,2016,2,40,1,10,3,2,3,7,11,4,7,11,13,23,33
71.0,2016,3,39,3,10,1,5,8,8,12,12,6,5,7,26,32
71.0,2016,4,39,3,12,6,5,12,8,4,8,8,16,9,26,39
71.0,2016,5,36,1,6,2,3,8,6,7,6,6,10,5,20,28
71.0,2016,6,28,0,7,4,6,7,5,3,5,9,10,6,13,32
71.0,2016,7,35,2,2,7,7,7,6,5,8,7,13,7,14,39
71.0,2016,8,40,5,5,4,6,10,4,14,9,6,4,13,24,36
71.0,2016,9,44,2,14,2,3,8,6,13,3,8,10,17,32,33
71.0,2016,10,42,2,8,4,6,11,10,13,5,5,5,13,27,35
71.0,2016,11,57,3,7,3,4,6,18,3,12,14,7,14,35,39
71.0,2016,12,51,8,5,3,8,10,14,5,13,14,9,10,27,48
71.0,2017,1,68,1,6,5,4,12,6,15,12,12,19,8,34,50
71.0,2017,2,64,5,3,5,7,12,15,11,15,10,8,13,27,57
71.0,2017,3,77,2,16,2,9,17,14,15,13,19,12,16,44,62
71.0,2017,4,55,6,10,5,7,18,17,13,11,8,13,3,35,48
71.0,2017,5,84,4,8,5,13,14,25,11,16,14,14,20,47,67
71.0,2017,6,65,1,10,3,3,11,16,13,12,9,9,12,34,48
71.0,2017,7,66,1,13,4,9,18,14,16,6,10,17,12,31,62
71.0,2017,8,88,0,2,1,6,11,19,14,16,16,12,9,46,51
71.0,2017,9,72,2,6,4,6,8,13,9,19,11,11,19,38,52
71.0,2017,10,111,4,1,9,5,20,12,20,17,20,20,21,54,76
71.0,2017,11,115,4,4,7,6,13,25,7,24,27,18,22,61,75
71.0,2017,12,94,2,3,4,12,12,17,14,13,15,28,16,47,68
71.0,2018,1,67,1,19,1,4,3,11,18,15,20,11,14,48,43
71.0,2018,2,80,3,15,4,6,10,18,14,15,18,16,17,51,57
71.0,2018,3,76,8,19,10,7,20,20,16,20,17,9,18,62,57
71.0,2018,4,92,2,9,8,5,20,14,16,20,15,17,14,46,70
71.0,2018,5,108,3,18,7,7,23,19,19,18,29,21,14,63,80
71.0,2018,6,100,4,9,8,11,17,11,14,20,21,25,24,48,84
71.0,2018,7,84,5,19,7,6,21,13,18,21,14,11,23,52,69
71.0,2018,8,104,2,23,5,8,13,25,12,19,22,17,34,65,77
71.0,2018,9,97,6,16,4,3,23,10,18,19,18,15,23,70,56
71.0,2018,10,99,1,7,7,6,10,14,13,23,32,12,16,48,72
71.0,2018,11,95,1,9,5,6,18,19,12,12,22,11,22,46,69
71.0,2018,12,73,7,1,8,9,10,18,15,17,11,20,7,29,69
71.0,2019,1,81,1,4,2,12,16,18,5,17,12,14,18,41,59
71.0,2019,2,91,0,9,10,6,9,19,11,17,25,18,17,45,71
72.0,2015,1,15,0,0,4,3,1,1,2,2,6,9,1,8,14
72.0,2015,2,10,0,2,5,2,3,3,3,2,1,2,5,6,13
72.0,2015,3,8,0,1,4,1,1,4,2,2,2,1,2,1,13
72.0,2015,4,12,0,3,3,1,2,1,3,2,2,5,4,8,11
72.0,2015,5,14,2,1,4,4,3,2,4,5,6,1,4,7,18
72.0,2015,6,12,0,1,11,2,3,1,5,4,1,9,3,8,18
72.0,2015,7,11,0,2,4,5,2,4,2,2,3,4,5,9,13
72.0,2015,8,14,0,2,3,1,5,4,3,4,0,1,3,8,12
72.0,2015,9,13,0,0,3,1,2,3,2,2,3,2,3,5,12
72.0,2015,10,10,0,2,7,0,6,1,2,1,3,4,2,6,13
72.0,2015,11,21,0,1,8,4,4,5,6,3,5,7,4,11,23
72.0,2015,12,17,0,2,3,2,1,7,4,1,5,3,3,5,19
72.0,2016,1,23,0,0,7,1,5,4,6,3,4,5,4,13,18
72.0,2016,2,32,1,1,10,0,6,6,11,2,5,10,4,14,30
72.0,2016,3,17,0,1,2,5,1,1,2,4,4,8,5,5,20
72.0,2016,4,19,0,0,7,0,4,1,1,5,3,6,6,8,18
72.0,2016,5,18,0,1,9,2,7,7,4,2,4,4,2,8,22
72.0,2016,6,21,0,0,4,0,3,4,2,0,6,8,2,9,16
72.0,2016,7,27,0,0,5,2,4,8,4,3,3,11,1,13,21
72.0,2016,8,25,0,1,2,2,3,2,4,7,7,3,4,9,21
72.0,2016,9,23,0,2,4,2,4,9,3,3,3,6,3,13,18
72.0,2016,10,21,1,0,5,0,4,3,6,5,4,4,1,7,20
72.0,2016,11,24,0,0,10,5,6,2,3,9,6,8,5,12,27
72.0,2016,12,20,0,0,3,2,1,4,5,4,4,2,5,9,16
72.0,2017,1,51,0,6,6,2,12,8,5,10,9,10,11,26,39
72.0,2017,2,44,0,1,2,3,9,14,3,7,7,6,4,21,29
72.0,2017,3,52,0,1,3,3,6,12,6,7,11,10,7,20,39
72.0,2017,4,31,0,0,3,5,5,6,6,5,6,7,4,13,26
72.0,2017,5,34,0,2,5,1,3,6,10,6,7,8,2,21,21
72.0,2017,6,27,0,1,4,1,2,8,4,6,5,4,4,9,24
72.0,2017,7,44,0,0,6,2,7,6,9,7,7,8,8,21,31
72.0,2017,8,70,0,1,5,2,6,15,14,14,12,9,8,34,44
72.0,2017,9,65,0,1,3,4,6,16,12,10,7,10,12,22,51
72.0,2017,10,63,0,1,8,3,5,10,14,11,10,9,16,34,41
72.0,2017,11,65,0,3,7,2,6,13,13,14,15,4,12,27,50
72.0,2017,12,57,0,0,4,1,7,7,6,13,9,12,8,22,40
72.0,2018,1,52,0,0,7,2,6,10,9,10,10,6,10,24,37
72.0,2018,2,62,0,3,5,3,5,9,9,7,11,17,15,35,38
72.0,2018,3,70,0,2,6,4,6,12,9,10,12,12,21,30,52
72.0,2018,4,75,0,3,7,1,10,16,12,12,14,8,14,31,55
72.0,2018,5,83,0,4,2,0,7,16,6,21,13,14,12,44,45
72.0,2018,6,76,0,1,6,1,7,7,5,11,21,19,14,36,48
72.0,2018,7,71,0,4,4,1,8,7,13,17,13,12,10,30,50
72.0,2018,8,98,1,3,3,2,8,12,16,13,31,10,17,42,65
72.0,2018,9,112,0,1,10,3,15,18,15,14,29,23,12,39,87
72.0,2018,10,88,0,2,6,2,10,15,16,12,22,8,15,36,62
72.0,2018,11,94,0,1,7,0,6,17,13,19,16,10,21,36,66
72.0,2018,12,65,0,1,4,2,11,13,10,7,9,8,14,32,40
72.0,2019,1,77,0,0,1,0,7,14,11,12,17,5,12,33,45
72.0,2019,2,87,0,1,3,4,6,18,18,15,20,6,12,39,56
73.0,2015,1,25,2,3,3,5,3,6,4,4,10,6,5,16,22
73.0,2015,2,21,1,6,2,10,2,7,5,7,5,8,6,17,23
73.0,2015,3,14,0,4,4,6,2,7,5,2,4,2,6,8,20
73.0,2015,4,17,0,5,1,3,2,1,6,3,7,6,1,10,16
73.0,2015,5,12,1,6,9,6,5,4,6,2,4,5,8,16,18
73.0,2015,6,11,2,6,3,8,3,2,5,7,2,4,7,8,22
73.0,2015,7,13,1,2,2,6,0,4,3,4,3,3,7,8,16
73.0,2015,8,16,1,7,5,8,6,11,2,6,9,1,2,12,25
73.0,2015,9,9,0,9,4,6,3,4,6,5,5,4,1,16,12
73.0,2015,10,10,2,5,6,15,4,6,4,5,5,7,7,7,31
73.0,2015,11,42,0,1,4,11,6,15,8,8,8,4,9,19,39
73.0,2015,12,37,0,1,3,11,4,8,10,4,13,8,5,12,40
73.0,2016,1,52,0,6,5,9,4,17,13,9,9,10,10,29,43
73.0,2016,2,45,1,4,3,6,3,9,12,8,10,5,12,23,36
73.0,2016,3,39,2,2,2,8,3,10,4,15,4,6,11,27,26
73.0,2016,4,30,0,1,8,2,2,8,5,5,7,9,5,9,32
73.0,2016,5,41,2,2,2,2,6,12,8,9,2,6,6,20,29
73.0,2016,6,16,0,1,3,8,0,8,4,4,5,2,5,7,21
73.0,2016,7,36,1,3,6,3,4,3,5,7,11,9,10,21,28
73.0,2016,8,31,3,3,8,9,3,6,8,3,11,12,11,21,33
73.0,2016,9,36,1,1,3,7,6,11,8,3,11,3,6,15,33
73.0,2016,10,38,0,3,7,15,7,12,10,8,9,9,8,18,45
73.0,2016,11,34,0,0,8,11,3,12,6,7,8,8,9,11,42
73.0,2016,12,40,0,1,4,11,4,8,4,11,12,5,12,11,45
73.0,2017,1,68,0,3,0,10,6,9,18,17,6,8,17,26,55
73.0,2017,2,58,0,6,5,9,8,13,13,18,11,10,5,25,53
73.0,2017,3,73,0,5,6,10,4,15,11,15,21,12,16,39,55
73.0,2017,4,59,1,3,10,8,9,14,14,15,7,13,9,29,52
73.0,2017,5,68,0,4,10,6,10,12,7,17,16,13,13,31,57
73.0,2017,6,74,0,4,4,6,5,17,10,14,15,9,18,33,55
73.0,2017,7,51,2,1,7,4,12,6,14,8,7,12,6,25,40
73.0,2017,8,98,1,1,8,7,14,25,13,16,16,13,18,48,67
73.0,2017,9,85,1,5,9,5,9,12,11,14,9,26,24,40,65
73.0,2017,10,86,1,3,9,13,16,15,17,26,17,11,10,39,73
73.0,2017,11,85,2,2,12,5,15,20,15,13,14,18,11,46,60
73.0,2017,12,84,0,2,9,7,13,15,17,13,16,12,16,41,61
73.0,2018,1,91,0,5,5,13,9,16,20,18,19,13,19,40,74
73.0,2018,2,81,1,2,9,8,9,14,16,12,22,15,13,44,57
73.0,2018,3,102,0,9,12,12,11,29,16,16,19,19,25,49,86
73.0,2018,4,102,0,7,12,11,20,24,17,18,12,19,22,51,81
73.0,2018,5,89,0,4,14,17,9,28,22,15,16,20,14,40,84
73.0,2018,6,91,1,4,6,11,9,26,8,17,17,14,22,45,68
73.0,2018,7,105,0,1,10,10,21,21,13,20,16,23,12,39,87
73.0,2018,8,118,0,6,7,10,14,21,19,19,21,20,27,62,79
73.0,2018,9,113,0,15,10,12,23,22,24,32,11,27,11,55,94
73.0,2018,10,130,1,4,6,7,9,20,24,24,24,29,18,53,95
73.0,2018,11,82,0,4,6,5,5,20,6,12,17,10,27,35,62
73.0,2018,12,91,0,4,6,13,18,21,14,21,9,15,16,41,73
73.0,2019,1,95,2,5,3,6,11,19,21,19,16,14,11,46,65
73.0,2019,2,113,0,7,5,10,12,21,22,23,28,14,15,56,78
74.0,2015,1,13,2,2,0,3,3,1,4,3,6,1,2,5,15
74.0,2015,2,6,1,3,1,4,2,2,1,6,2,1,1,3,12
74.0,2015,3,5,2,3,0,4,2,3,3,4,1,1,0,4,10
74.0,2015,4,5,1,5,0,6,0,4,2,2,5,3,1,6,11
74.0,2015,5,5,0,3,1,4,1,1,2,3,1,3,2,1,12
74.0,2015,6,4,2,1,0,6,3,3,0,4,1,1,1,1,12
74.0,2015,7,4,1,9,3,0,4,5,2,2,1,2,1,11,6
74.0,2015,8,13,0,3,0,1,0,4,6,3,0,2,2,7,10
74.0,2015,9,7,4,2,0,6,2,3,4,6,3,0,1,5,14
74.0,2015,10,3,2,6,1,5,3,4,3,2,3,2,0,8,9
74.0,2015,11,8,3,6,1,9,3,5,2,3,6,6,2,10,17
74.0,2015,12,23,4,1,0,2,8,8,1,1,5,2,5,3,27
74.0,2016,1,33,1,3,4,6,4,11,2,8,6,6,10,14,33
74.0,2016,2,26,0,5,3,5,4,4,11,4,3,10,3,15,24
74.0,2016,3,25,1,5,0,3,2,5,7,8,5,1,6,9,25
74.0,2016,4,15,1,2,2,3,2,3,2,5,4,4,3,8,15
74.0,2016,5,16,2,0,2,2,3,5,1,7,2,1,3,6,16
74.0,2016,6,16,1,1,0,4,2,1,3,3,8,3,2,8,14
74.0,2016,7,17,1,0,1,5,3,5,5,1,3,1,6,6,18
74.0,2016,8,26,1,5,2,5,1,7,7,9,4,3,8,16,23
74.0,2016,9,23,1,1,0,5,1,5,4,6,5,1,8,10,20
74.0,2016,10,17,1,2,0,6,2,0,7,4,5,4,4,8,18
74.0,2016,11,25,2,3,0,8,3,6,6,11,5,1,6,11,27
74.0,2016,12,27,5,5,0,8,1,14,7,5,2,6,10,12,33
74.0,2017,1,31,4,2,0,8,8,9,3,6,3,5,11,13,32
74.0,2017,2,37,3,3,5,6,6,5,11,7,11,7,7,18,36
74.0,2017,3,32,4,4,4,9,3,5,9,7,10,5,14,18,35
74.0,2017,4,33,1,8,2,6,5,2,7,10,9,7,10,19,31
74.0,2017,5,32,0,5,2,4,6,4,5,10,10,1,7,15,28
74.0,2017,6,27,2,11,1,6,6,9,5,7,11,4,5,23,24
74.0,2017,7,35,0,2,0,5,1,6,7,7,7,8,6,17,25
74.0,2017,8,37,4,5,1,8,7,16,5,9,7,5,6,17,38
74.0,2017,9,28,2,1,1,8,5,5,3,9,4,6,8,11,29
74.0,2017,10,29,4,2,1,4,2,3,14,10,2,3,6,18,22
74.0,2017,11,41,2,5,5,7,4,9,6,8,12,11,10,20,40
74.0,2017,12,40,5,4,0,4,7,6,7,8,7,9,9,21,32
74.0,2018,1,29,1,6,3,9,7,5,5,9,8,6,8,19,29
74.0,2018,2,44,1,7,0,7,3,5,11,9,6,16,9,29,30
74.0,2018,3,38,2,4,2,4,5,13,7,14,1,6,4,22,28
74.0,2018,4,50,1,4,6,5,11,11,7,10,4,4,19,23,43
74.0,2018,5,43,1,3,3,13,4,5,6,13,16,4,15,16,47
74.0,2018,6,49,1,4,1,6,8,6,8,12,8,8,11,25,36
74.0,2018,7,38,0,5,1,4,7,10,5,6,11,4,5,16,32
74.0,2018,8,31,0,8,2,8,4,8,7,5,11,5,9,19,30
74.0,2018,9,47,2,11,4,5,8,12,8,16,12,7,6,31,38
74.0,2018,10,38,1,5,1,4,3,7,9,13,6,6,5,23,26
74.0,2018,11,50,1,2,2,1,8,7,4,5,9,12,11,34,22
74.0,2018,12,40,0,3,3,1,7,2,7,6,9,5,11,19,28
74.0,2019,1,31,2,6,2,8,1,11,6,10,9,5,7,19,30
74.0,2019,2,38,0,5,3,6,7,6,8,6,5,13,7,24,28
75.0,2015,1,46,1,5,3,3,4,9,6,9,9,5,16,26,32
