codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
47.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,70.0,7.0,8.0,10.0,20.0,0.0,38.0,76.0,97797.0,46364.0,51433.0,11.768491693702732,7.170344953333878,0.6827312924282738,0.85090485198887,0.9824344972780962,1.8904059603660366,11.759051913657883,7.157683773530885,0.7157683773530885,0.818021002689244,1.0225262533615551,2.0450525067231102,16.392028297817273,7.388252678241596
70.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,25.0,9.0,10.0,5.0,16.0,0.0,20.0,45.0,92919.0,45751.0,47168.0,7.02557461529919,2.720377598275964,0.9022000751700302,1.0708359008125417,0.5795703265401783,1.6140935649941313,6.9953400273356365,2.6905153951290908,0.9685855422464726,1.0762061580516362,0.5381030790258181,1.7219298528826181,9.835850582500928,4.240162822252374
66.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,36.0,4.0,12.0,6.0,11.0,0.0,32.0,37.0,69284.0,34028.0,35256.0,9.982584867678613,5.223578738319998,0.5553158222765457,1.5966148664270792,0.8471020228886298,1.4790491867430102,9.959009295075342,5.196004849604526,0.5773338721782807,1.732001616534842,0.866000808267421,1.587668148490272,10.873398377806511,9.076469253460404
65.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,32.0,3.0,5.0,7.0,9.0,0.0,22.0,34.0,72468.0,34778.0,37690.0,7.762272921032022,4.445810384411744,0.41824251725805206,0.7563716287229404,0.9266841196920139,1.2073381133472705,7.7275487111552685,4.415742120660154,0.4139758238118894,0.689959706353149,0.9659435888944086,1.241927471435668,9.776295359135085,5.837092066861237
79.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,30.0,3.0,7.0,10.0,13.0,0.0,13.0,50.0,103435.0,49223.0,54212.0,6.1214186365299925,2.9265102719011638,0.3073733220084394,0.7279276583241934,0.9373038118831452,1.2287673135491477,6.09078165031179,2.9003722144341855,0.29003722144341854,0.67675351670131,0.9667907381447286,1.256827959588147,10.157853036182273,2.397993064266214
59.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,28.0,4.0,12.0,2.0,1.0,0.0,19.0,28.0,47422.0,23541.0,23881.0,9.945764682974144,5.93950540150436,0.7549697530455856,2.139350914686666,0.525143473083632,0.4521658363577419,9.911011766690567,5.904432541858209,0.8434903631226013,2.5304710893678037,0.42174518156130064,0.21087259078065032,11.894142134998512,7.956115740546878
45.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,78.0,1.0,10.0,7.0,20.0,0.0,30.0,86.0,93912.0,45444.0,48468.0,12.359317444132842,8.314625541136062,0.1482550113714033,1.0612392624251015,0.7511515463312164,1.9557556025791902,12.351989096175142,8.305647840531561,0.10648266462219949,1.064826646221995,0.7453786523553965,2.12965329244399,18.92439045858639,6.1896509036890315
20.0,2015,1,1.0,1,0.0,0,2.0,1,0.0,0,8.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,58.0,1.0,4.0,0.0,0.0,0.0,28.0,35.0,40161.0,18050.0,22111.0,15.67120176594773,14.410454653379743,0.29707820020399683,1.0094039494064906,0.252900626259807,0.3376079721244207,15.686860386942556,14.441871467343942,0.2489977839197231,0.9959911356788924,0.0,0.0,19.390581717451525,12.663380217991046
51.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,14.0,5.0,2.0,1.0,1.0,0.0,11.0,12.0,72249.0,35162.0,37087.0,3.243139479094551,1.9796885834516846,0.6528647997606223,0.42168209924965266,0.2734906127378284,0.32842411823400547,3.183435064845188,1.937743082949245,0.6920511010533018,0.2768204404213207,0.13841022021066035,0.13841022021066035,3.4127751549968717,2.965998867527705
115.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,27.0,0.0,0.0,3.0,1.0,0.0,15.0,16.0,17116.0,8093.0,9023.0,18.02038444358307,15.67547712533219,0.1936765195959535,0.5172083757864345,1.2368456760360005,0.8372253264028885,18.11170834307081,15.774713718158448,0.0,0.0,1.752745968684272,0.5842486562280907,19.770171753367105,16.62418264435332
