codigo_upz,year,semester,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
107.0,2022,1,2.0,1,1.0,1,3.0,1,0.0,0,14.0,3.77,207448.0,216792.0,32.0,8,35.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,QUINTA PAREDES,21.0,0.0,9.0,12.0,27235.0,12192.0,15043.0,7.710666421883606,7.710666421883606,9.84251968503937,5.982849165724922
73.0,2022,1,1.0,1,0.0,0,4.0,1,0.0,0,5.0,2.775714285714286,955689.0,1044302.0,4.0,2,40.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,GARCES NAVAS,32.0,0.0,12.0,20.0,173461.0,81788.0,91673.0,1.8447950836211022,1.8447950836211022,2.445346505599843,1.3090004690585015
31.0,2022,1,2.0,1,1.0,1,3.0,1,0.0,0,15.0,3.318333333333334,409362.0,391260.0,10.0,4,38.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,SANTA CECILIA,26.0,0.0,6.0,20.0,68583.0,32094.0,36489.0,3.791026930872082,3.791026930872082,6.231694397706737,1.644331168297295
58.0,2022,1,0.0,0,1.0,1,1.0,1,0.0,0,0.0,1.5654545454545454,857659.0,954745.0,0.0,0,29.0,314.431,"4,07",569.872,"82,91",USME,COMUNEROS,14.0,0.0,5.0,9.0,96803.0,47416.0,49387.0,1.4462361703666209,1.4462361703666209,1.8980934705584613,1.012412173243971
13.0,2022,1,3.0,1,1.0,1,9.0,1,0.0,0,11.0,4.381666666666667,1717632.0,1842552.0,20.0,5,88.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LOS CEDROS,43.0,0.0,21.0,22.0,132098.0,58771.0,73327.0,3.2551590485851416,3.2551590485851416,3.7433428051249766,2.8638836990467356
63.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1596.0,5864.0,2.0,2,6.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL MOCHUELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.765,212992.0,339512.0,0.0,0,47.0,546.809,"3,98",703.807,"85,4",BOSA,TINTAL SUR,15.0,0.0,8.0,7.0,126657.0,59614.0,67043.0,1.184300907174495,1.184300907174495,1.174220820612608,1.193264024581239
77.0,2022,1,1.0,1,0.0,0,0.0,0,0.0,0,3.0,2.045,283878.0,356976.0,0.0,0,13.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,ZONA FRANCA,7.0,0.0,1.0,6.0,65142.0,30430.0,34712.0,1.074575542660649,1.074575542660649,1.9717384160368057,0.28808481216870246
39.0,2022,1,1.0,1,2.0,1,6.0,1,0.0,0,5.0,3.0,1410480.0,1306815.0,45.0,15,69.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,QUIROGA,31.0,0.0,14.0,17.0,91927.0,44066.0,47861.0,3.3722410173289674,3.3722410173289674,3.857849589252485,2.925137376987526
108.0,2022,1,0.0,0,0.0,0,1.0,1,0.0,0,12.0,2.685714285714286,33520.0,33976.0,48.0,8,66.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,ZONA INDUSTRIAL,19.0,0.0,11.0,8.0,6710.0,3325.0,3385.0,28.315946348733235,28.315946348733235,24.06015037593985,32.49630723781389
61.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.2366666666666666,79500.0,134960.0,0.0,0,65.0,314.431,"4,07",569.872,"82,91",USME,CIUDAD USME,4.0,0.0,1.0,3.0,29400.0,14233.0,15167.0,1.3605442176870748,1.3605442176870748,2.107777699711937,0.659326168655634
1.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,3.0,4.0,52488.0,63828.0,3.0,3,83.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,PASEO DE LOS LIBERTADORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,2022,1,4.0,1,0.0,0,4.0,1,0.0,0,7.0,2.72,884656.0,1003288.0,18.0,6,40.0,979.914,"3,72",999.300,"88,94",KENNEDY,CASTILLA,39.0,0.0,15.0,24.0,148724.0,70628.0,78096.0,2.6223070923321052,2.6223070923321052,3.3980857450302997,1.9207129686539643
85.0,2022,1,1.0,1,2.0,1,5.0,1,0.0,0,2.0,1.9988888888888892,2537808.0,2654832.0,17.0,6,39.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA CENTRAL,53.0,0.0,23.0,30.0,233006.0,112514.0,120492.0,2.274619537694308,2.274619537694308,2.6663348561067957,1.9088404209408094
60.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,4.0,0.0,2.0,2.0,827.0,429.0,398.0,48.367593712212816,48.367593712212816,46.62004662004662,50.25125628140704
60.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,4.0,0.0,2.0,2.0,827.0,429.0,398.0,48.367593712212816,48.367593712212816,46.62004662004662,50.25125628140704
30.0,2022,1,1.0,1,5.0,1,9.0,1,0.0,0,13.0,3.001818181818182,1427481.0,1341120.0,25.0,7,42.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOYACA REAL,39.0,0.0,14.0,25.0,130301.0,61875.0,68426.0,2.993069892019248,2.993069892019248,4.040404040404041,2.0460059041884664
72.0,2022,1,0.0,0,0.0,0,1.0,1,0.0,0,8.0,3.0,331356.0,345116.0,4.0,2,21.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOLIVIA,33.0,0.0,12.0,21.0,85096.0,38702.0,46394.0,3.8779731127197516,3.8779731127197516,5.426076171774068,2.5865413631072984
57.0,2022,1,0.0,0,3.0,1,2.0,1,0.0,0,0.0,1.7740000000000002,1391324.0,1519562.0,3.0,3,23.0,314.431,"4,07",569.872,"82,91",USME,GRAN YOMASA,11.0,0.0,5.0,6.0,126622.0,61595.0,65027.0,0.8687273933439686,0.8687273933439686,0.9741050409935871,0.7689113752748857
23.0,2022,1,1.0,1,0.0,0,5.0,1,0.0,0,18.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,14.0,0.0,8.0,6.0,59840.0,28113.0,31727.0,2.339572192513369,2.339572192513369,2.1342439440828085,2.521511646231916
88.0,2022,1,1.0,1,0.0,0,0.0,0,0.0,0,23.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,25.0,0.0,10.0,15.0,38675.0,17397.0,21278.0,6.464124111182935,6.464124111182935,8.62217623728229,4.699689820471849
9.0,2022,1,1.0,1,2.0,1,5.0,1,0.0,0,2.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,14.0,0.0,7.0,7.0,128953.0,61115.0,67838.0,1.0856668708754351,1.0856668708754351,1.1453816575308844,1.031870043338542
109.0,2022,1,0.0,0,0.0,0,1.0,1,0.0,0,11.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,14.0,0.0,6.0,8.0,24661.0,10992.0,13669.0,5.676979846721544,5.676979846721544,7.27802037845706,4.389494476552784
49.0,2022,1,0.0,0,1.0,1,0.0,0,0.0,0,2.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,7.0,0.0,3.0,4.0,34697.0,16671.0,18026.0,2.017465486929706,2.017465486929706,2.3993761621978287,1.6642627316098968
14.0,2022,1,1.0,1,0.0,0,1.0,1,0.0,0,25.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,20.0,0.0,9.0,11.0,42132.0,20181.0,21951.0,4.746985664103295,4.746985664103295,5.4506714236162725,4.100041000410004
32.0,2022,1,0.0,0,0.0,0,1.0,1,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,18.0,0.0,7.0,11.0,104358.0,50163.0,54195.0,1.7248318288966824,1.7248318288966824,2.1928513047465263,1.291632069379094
92.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,11.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,10.0,0.0,4.0,6.0,12502.0,6119.0,6383.0,7.9987202047672366,7.9987202047672366,9.805523778395163,6.266645777847407
11.0,2022,1,1.0,1,1.0,1,5.0,1,0.0,0,5.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,10.0,0.0,2.0,8.0,69776.0,33099.0,36677.0,1.4331575326759918,1.4331575326759918,2.416991449892746,0.5453008697548872
36.0,2022,1,1.0,1,0.0,0,2.0,1,0.0,0,4.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,15.0,0.0,3.0,12.0,48007.0,22599.0,25408.0,3.124544337284146,3.124544337284146,5.309969467675561,1.1807304785894206
53.0,2022,1,0.0,0,1.0,1,1.0,1,0.0,0,3.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,13.0,0.0,5.0,8.0,44925.0,21430.0,23495.0,2.893711741791875,2.893711741791875,3.7330844610359306,2.128112364332837
50.0,2022,1,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,10.0,0.0,6.0,4.0,95294.0,46140.0,49154.0,1.0493840115851996,1.0493840115851996,0.8669267446900737,1.2206534564837044
110.0,2022,1,3.0,1,1.0,1,0.0,0,0.0,0,15.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,29.0,0.0,10.0,19.0,45341.0,21403.0,23938.0,6.395977150923006,6.395977150923006,8.87726019716862,4.177458434288579
10.0,2022,1,0.0,0,1.0,1,1.0,1,0.0,0,7.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,9.0,0.0,5.0,4.0,37712.0,17271.0,20441.0,2.3865082732286806,2.3865082732286806,2.3160210757917894,2.446064282569346
42.0,2022,1,1.0,1,2.0,1,1.0,1,0.0,0,3.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,42.0,0.0,18.0,24.0,138472.0,67123.0,71349.0,3.0331041654630537,3.0331041654630537,3.575525527762466,2.522810410797628
103.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,4.0,0.0,1.0,3.0,1233.0,647.0,586.0,32.441200324412,32.441200324412,46.3678516228748,17.064846416382252
21.0,2022,1,3.0,1,0.0,0,7.0,1,0.0,0,30.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,20.0,0.0,8.0,12.0,29298.0,13002.0,16296.0,6.826404532732609,6.826404532732609,9.229349330872173,4.909180166912126
55.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,4.0,0.0,1.0,3.0,74795.0,35881.0,38914.0,0.5347951066247744,0.5347951066247744,0.8360970987430674,0.2569769234722722
113.0,2022,1,0.0,0,1.0,1,3.0,1,0.0,0,10.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,11.0,0.0,3.0,8.0,43863.0,20414.0,23449.0,2.5078084034379775,2.5078084034379775,3.918879200548643,1.27937225468037
60.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,4.0,0.0,2.0,2.0,827.0,429.0,398.0,48.367593712212816,48.367593712212816,46.62004662004662,50.25125628140704
60.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,4.0,0.0,2.0,2.0,827.0,429.0,398.0,48.367593712212816,48.367593712212816,46.62004662004662,50.25125628140704
90.0,2022,1,1.0,1,1.0,1,4.0,1,0.0,0,32.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,12.0,0.0,6.0,6.0,49804.0,24291.0,25513.0,2.4094450244960246,2.4094450244960246,2.4700506360380388,2.3517422490495044
67.0,2022,1,0.0,0,1.0,1,2.0,1,0.0,0,1.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,33.0,0.0,15.0,18.0,162416.0,80734.0,81682.0,2.031819525169934,2.031819525169934,2.2295439344018626,1.8363899023040573
83.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,11.0,0.0,1.0,10.0,34964.0,16691.0,18273.0,3.1460931243564807,3.1460931243564807,5.991252770954406,0.5472555135992995
101.0,2022,1,3.0,1,0.0,0,3.0,1,0.0,0,25.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,45.0,0.0,16.0,29.0,27236.0,12809.0,14427.0,16.522249963283887,16.522249963283887,22.640331017253494,11.090316767172663
54.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,3.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,16.0,0.0,8.0,8.0,121855.0,64130.0,57725.0,1.3130359853924747,1.3130359853924747,1.2474660845158272,1.3858813339107838
78.0,2022,1,0.0,0,1.0,1,0.0,0,0.0,0,8.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,1.0,0.0,0.0,1.0,32927.0,15400.0,17527.0,0.30370212895192394,0.30370212895192394,0.6493506493506493,0.0
100.0,2022,1,5.0,1,2.0,1,2.0,1,0.0,0,18.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,38.0,0.0,12.0,26.0,36472.0,16947.0,19525.0,10.418951524457118,10.418951524457118,15.341948427450287,6.145966709346991
34.0,2022,1,0.0,0,2.0,1,2.0,1,0.0,0,2.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,14.0,0.0,8.0,6.0,79483.0,38431.0,41052.0,1.761382937231861,1.761382937231861,1.561239624261664,1.948747929455325
106.0,2022,1,2.0,1,0.0,0,4.0,1,0.0,0,8.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,11.0,0.0,4.0,7.0,38932.0,17394.0,21538.0,2.8254392273708007,2.8254392273708007,4.024376221685639,1.8571826539140124
91.0,2022,1,2.0,1,1.0,1,1.0,1,0.0,0,18.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,26.0,0.0,8.0,18.0,11907.0,5937.0,5970.0,21.83589485176787,21.83589485176787,30.31834259727135,13.40033500837521
95.0,2022,1,0.0,0,0.0,0,1.0,1,0.0,0,14.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,12.0,0.0,2.0,10.0,21556.0,10859.0,10697.0,5.56689552792726,5.56689552792726,9.208951100469656,1.8696830887164626
40.0,2022,1,2.0,1,0.0,0,3.0,1,0.0,0,6.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,37.0,0.0,22.0,15.0,101488.0,47624.0,53864.0,3.6457512218193284,3.6457512218193284,3.149672434066857,4.084360611911481
117.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,8.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,6.0,0.0,3.0,3.0,876.0,596.0,280.0,68.4931506849315,68.4931506849315,50.335570469798654,107.14285714285714
64.0,2022,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,3.0,0.0,2.0,1.0,6485.0,3297.0,3188.0,4.626060138781804,4.626060138781804,3.0330603579011224,6.273525721455457
48.0,2022,1,0.0,0,1.0,1,0.0,0,0.0,0,7.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,22.0,0.0,8.0,14.0,143478.0,68942.0,74536.0,1.5333361212171899,1.5333361212171899,2.030692466130951,1.0733068584308254
98.0,2022,1,2.0,1,3.0,1,8.0,1,0.0,0,32.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,45.0,0.0,17.0,28.0,39961.0,19462.0,20499.0,11.260979454968593,11.260979454968593,14.387010584729214,8.29308746768135
28.0,2022,1,3.0,1,11.0,1,17.0,1,0.0,0,15.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,52.0,0.0,19.0,33.0,270028.0,129623.0,140405.0,1.9257262209844905,1.9257262209844905,2.5458444874752164,1.353228161390264
17.0,2022,1,2.0,1,0.0,0,4.0,1,0.0,0,9.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,25.0,0.0,11.0,14.0,47421.0,22285.0,25136.0,5.271925939984396,5.271925939984396,6.282252636302445,4.3761935073201785
24.0,2022,1,4.0,1,2.0,1,19.0,1,0.0,0,17.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,22.0,0.0,13.0,9.0,78824.0,36626.0,42198.0,2.7910281132649954,2.7910281132649954,2.4572707912411946,3.0807147258163896
44.0,2022,1,2.0,1,2.0,1,2.0,1,0.0,0,13.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,34.0,0.0,11.0,23.0,80229.0,37902.0,42327.0,4.237869099702103,4.237869099702103,6.0682813571843175,2.598813995794646
62.0,2022,1,0.0,0,2.0,1,2.0,1,0.0,0,2.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,5.0,0.0,1.0,4.0,40185.0,19948.0,20237.0,1.2442453651860148,1.2442453651860148,2.005213555243633,0.49414438899046303
69.0,2022,1,1.0,1,1.0,1,2.0,1,0.0,0,1.0,1.3691666666666666,1779216.0,1964304.0,13.0,6,22.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ISMAEL PERDOMO,12.0,0.0,5.0,7.0,166588.0,81544.0,85044.0,0.7203400004802267,0.7203400004802267,0.8584322574315706,0.5879309533888339
93.0,2022,1,5.0,1,5.0,1,5.0,1,0.0,0,11.0,2.932857142857143,332178.0,96411.0,80.0,7,52.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS NIEVES,77.0,0.0,32.0,45.0,18006.0,9271.0,8735.0,42.7635232700211,42.7635232700211,48.53845324129005,36.63423010875787
18.0,2022,1,1.0,1,1.0,1,6.0,1,0.0,0,12.0,3.272,300834.0,346380.0,10.0,3,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,BRITALIA,19.0,0.0,11.0,8.0,92162.0,43207.0,48955.0,2.0615872051387774,2.0615872051387774,1.8515518318790936,2.2469614952507406
15.0,2022,2,2.0,1,0.0,0,0.0,0,0.0,0,18.0,5.395,175550.0,49356.0,6.0,2,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,COUNTRY CLUB,9.0,0.0,5.0,4.0,24743.0,11179.0,13564.0,3.63739239380835,3.63739239380835,3.578137579389928,3.6862282512533175
86.0,2022,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.568,321440.0,368145.0,0.0,0,33.0,546.809,"3,98",703.807,"85,4",BOSA,EL PORVENIR,19.0,0.0,6.0,13.0,150905.0,72055.0,78850.0,1.2590702760014578,1.2590702760014578,1.804177364513219,0.7609384908053265
71.0,2022,2,0.0,0,0.0,0,5.0,1,0.0,0,10.0,2.105,2325960.0,2670912.0,0.0,0,22.0,981.613,"3,41",1.388.086,"91,6",SUBA,TIBABUYES,34.0,0.0,14.0,20.0,308559.0,149557.0,159002.0,1.1018962337834903,1.1018962337834903,1.3372827751292151,0.8804920692821474
29.0,2022,2,3.0,1,2.0,1,3.0,1,0.0,0,15.0,2.713333333333334,1291554.0,1329381.0,30.0,9,32.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,MINUTO DE DIOS,39.0,0.0,16.0,23.0,107025.0,50235.0,56790.0,3.644008409250175,3.644008409250175,4.578481138648352,2.817397429124846
80.0,2022,2,0.0,0,1.0,1,1.0,1,0.0,0,10.0,2.0025,247816.0,277108.0,11.0,4,19.0,979.914,"3,72",999.300,"88,94",KENNEDY,CORABASTOS,22.0,0.0,10.0,12.0,56865.0,28410.0,28455.0,3.8688120988305634,3.8688120988305634,4.223864836325237,3.5143208574942895
99.0,2022,2,8.0,1,3.0,1,2.0,1,0.0,0,36.0,3.692,79566.0,121692.0,22.0,6,62.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHAPINERO,79.0,0.0,31.0,48.0,24533.0,12186.0,12347.0,32.20152447723475,32.20152447723475,39.389463318562285,25.107313517453633
3.0,2022,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.0,0.0,1169.0,0.0,0,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,GUAYMARAL,1.0,0.0,1.0,0.0,2446.0,1200.0,1246.0,4.088307440719542,4.088307440719542,0.0,8.025682182985554
97.0,2022,2,19.0,1,3.0,1,7.0,1,0.0,0,28.0,5.211875,94384.0,420656.0,63.0,15,98.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHICO LAGO,132.0,0.0,58.0,74.0,36008.0,16870.0,19138.0,36.65852032881582,36.65852032881582,43.86484884410196,30.306197094785247
94.0,2022,2,4.0,1,0.0,0,1.0,1,0.0,0,7.0,2.40875,203598.0,216855.0,43.0,8,36.0,22.115,"2,83",1.050.888,"88,9",CANDELARIA,LA CANDELARIA,37.0,0.0,10.0,27.0,17171.0,8942.0,8229.0,21.54795876768971,21.54795876768971,30.194587340639675,12.152144853566655
76.0,2022,2,0.0,0,0.0,0,3.0,1,0.0,0,5.0,2.186666666666667,120020.0,128536.0,0.0,0,21.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON SAN PABLO,26.0,0.0,16.0,10.0,33742.0,16516.0,17226.0,7.705530199751053,7.705530199751053,6.054734802615645,9.288285150354117
114.0,2022,2,4.0,1,0.0,0,2.0,1,0.0,0,17.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,22.0,0.0,11.0,11.0,43395.0,20004.0,23391.0,5.069708491761723,5.069708491761723,5.498900219956009,4.70266341755376
89.0,2022,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,2.0,0.0,1.0,1.0,16570.0,8137.0,8433.0,1.2070006035003016,1.2070006035003016,1.2289541600098315,1.1858176212498517
38.0,2022,2,2.0,1,5.0,1,5.0,1,0.0,0,7.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,58.0,0.0,23.0,35.0,54757.0,25932.0,28825.0,10.592253045272752,10.592253045272752,13.49683788369582,7.97918473547268
52.0,2022,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,2.0,0.0,2.0,0.0,19750.0,9802.0,9948.0,1.0126582278481013,1.0126582278481013,0.0,2.010454362685967
96.0,2022,2,0.0,0,0.0,0,1.0,1,0.0,0,4.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,13.0,0.0,4.0,9.0,46044.0,22372.0,23672.0,2.8233863261228387,2.8233863261228387,4.022885750044699,1.6897600540723217
84.0,2022,2,0.0,0,2.0,1,4.0,1,0.0,0,2.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,46.0,0.0,16.0,30.0,199880.0,97718.0,102162.0,2.3013808284970985,2.3013808284970985,3.0700587404572337,1.5661400520741569
111.0,2022,2,3.0,1,0.0,0,1.0,1,0.0,0,9.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,39.0,0.0,13.0,26.0,12670.0,10287.0,2383.0,30.781373322809788,30.781373322809788,25.27461845047147,54.55308434746118
112.0,2022,2,1.0,1,2.0,1,3.0,1,0.0,0,23.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,30.0,0.0,11.0,19.0,53534.0,24780.0,28754.0,5.603915268801136,5.603915268801136,7.667473769168684,3.8255547054322876
75.0,2022,2,4.0,1,3.0,1,8.0,1,0.0,0,10.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,49.0,0.0,20.0,29.0,130396.0,62011.0,68385.0,3.757783981103715,3.757783981103715,4.676589637322411,2.9246179717774368
