codigo_upz,year,semester,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,nombre_upz,   ,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
102.0,2018,1,1.0,1,1.0,1,3.0,1,0.0,0,9.0,LA SABANA,14,LOS MARTIRES,2.8186666666666667,50981.0,450.942.153.879,52197.0,11.575.098.835,94.842,94.944,"3,53",1.059.511,"89,78",8.733333333333333,1.0,6.266666666666667,1650.0,31.0,45.0,24.0,27.0,134.0,262.0,213.0,257.0,269.0,350.0,292.0,642.0,1132.0,35073.0,17460.0,17613.0,506.6575428392211,470.44735266444275,8.838707837938015,12.830382345393891,6.842870584210076,7.698229407236335,648.3390607101948,364.5034917390564
2.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LA ACADEMIA,11,SUBA,5.058,703.0,672.073.080.488,920.0,136.889.875.031,923.064,981.613,"3,41",1.388.086,"91,6",0.2,0.1333333333333333,6.333333333333333,98.0,0.0,3.0,1.0,0.0,15.0,12.0,8.0,13.0,8.0,32.0,14.0,45.0,57.0,4077.0,1982.0,2095.0,250.18395879323035,240.3728231542801,0.0,7.358351729212656,2.452783909737552,0.0,287.5882946518668,214.79713603818615
116.0,2018,1,1.0,1,0.0,0,0.0,0,1.0,1,2.0,ALAMOS,10,ENGATIVA,3.155,12319.0,200.244.113.699,13641.0,681.218.526.129,804.47,824.337,"3,41",1.089.512,"91,78",1.5,0.5,8.5,282.0,0.0,2.0,11.0,7.0,22.0,50.0,39.0,44.0,50.0,39.0,58.0,121.0,181.0,11820.0,5550.0,6270.0,255.49915397631133,238.57868020304568,0.0,1.6920473773265652,9.306260575296108,5.922165820642978,326.1261261261261,192.98245614035088
81.0,2018,1,0.0,0,0.0,0,1.0,1,3.0,1,0.0,GRAN BRITALIA,8,KENNEDY,2.0025,72551.0,179.902.103.852,70904.0,394.125.463.137,951.073,979.914,"3,72",999.300,"88,94",0.25,0.25,4.0,221.0,6.0,23.0,10.0,40.0,33.0,48.0,33.0,47.0,40.0,54.0,45.0,113.0,187.0,63264.0,30735.0,32529.0,47.420333839150224,34.932979261507334,0.9484066767830046,3.635558927668184,1.580677794638341,6.322711178553364,60.842687489832436,34.73823357619355
52.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LA FLORA,5,USME,1.0,15373.0,187.716.025.612,18507.0,9.859.041.038,298.992,314.431,"4,07",569.872,"82,91",0.0,0.0,4.4,52.0,4.0,16.0,8.0,2.0,10.0,20.0,14.0,10.0,10.0,12.0,6.0,34.0,48.0,18178.0,8980.0,9198.0,45.109472989327756,28.60600726152492,2.2004620970403783,8.801848388161513,4.400924194080757,1.1002310485201892,53.4521158129176,36.964557512502715
33.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,SOSIEGO,4,SAN CRISTOBAL,2.8193333333333332,102994.0,23.491.634.485,46766.0,199.075.121.954,407.552,404.35,"3,73",706.208,"83,68",2.625,0.8125,1.875,223.0,0.0,25.0,19.0,19.0,24.0,32.0,45.0,41.0,50.0,37.0,57.0,130.0,156.0,42167.0,20418.0,21749.0,67.8255507861598,52.88495743116655,0.0,5.92880688690208,4.505893234045581,4.505893234045581,76.40317367029091,59.772863120143455
19.0,2018,1,1.0,1,2.0,1,5.0,1,2.0,1,8.0,EL PRADO,11,SUBA,3.51625,86564.0,433.403.358.117,89013.0,205.381.426.639,923.064,981.613,"3,41",1.388.086,"91,6",3.125,1.0,4.25,763.0,2.0,14.0,13.0,6.0,80.0,129.0,95.0,136.0,124.0,102.0,132.0,364.0,434.0,96752.0,44278.0,52474.0,82.4789151645444,78.86141888539773,0.20671407309409626,1.4469985116586737,1.3436414751116257,0.6201422192822887,98.01707394191246,69.3676868544422
41.0,2018,1,0.0,0,0.0,0,1.0,1,0.0,0,1.0,MUZU,16,PUENTE ARANDA,3.0,58178.0,252.822.051.232,57052.0,225.660.695.821,253.63800000000003,250.715,"3,55",1.116.511,"90,43",2.6666666666666665,0.8888888888888888,2.4444444444444446,348.0,1.0,19.0,41.0,19.0,36.0,65.0,53.0,68.0,80.0,55.0,71.0,191.0,237.0,56895.0,26833.0,30062.0,75.2262940504438,61.16530450830477,0.17576236927673786,3.339485016258019,7.206257140346252,3.339485016258019,88.32407855998213,63.53536025547202
37.0,2018,1,0.0,0,1.0,1,1.0,1,0.0,0,4.0,SANTA ISABEL,14,LOS MARTIRES,3.0,43861.0,200.462.673.252,45086.0,224.909.701.485,94.842,94.944,"3,53",1.059.511,"89,78",5.714285714285714,1.0,5.857142857142857,340.0,4.0,10.0,18.0,14.0,33.0,72.0,44.0,68.0,63.0,58.0,48.0,159.0,227.0,38204.0,18413.0,19791.0,101.03654067636896,88.99591665794158,1.0470107842110774,2.617526960527693,4.711548528949848,3.664537744738771,123.28246347689132,80.33954827952098
107.0,2018,1,0.0,0,0.0,0,3.0,1,1.0,1,3.0,QUINTA PAREDES,13,TEUSAQUILLO,3.77,25931.0,173.955.954.056,27099.0,155.780.813.293,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1.0,4.375,599.0,1.0,5.0,5.0,3.0,67.0,105.0,60.0,105.0,88.0,71.0,117.0,276.0,337.0,25448.0,11749.0,13699.0,240.88337000943102,235.38195535994967,0.39295818924866394,1.9647909462433197,1.9647909462433197,1.178874567745992,286.83292195080435,201.47456018687498
73.0,2018,1,0.0,0,0.0,0,2.0,1,0.0,0,3.0,GARCES NAVAS,10,ENGATIVA,2.775714285714286,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.3370000000001,"3,41",1.089.512,"91,78",0.5714285714285714,0.2857142857142857,5.714285714285714,556.0,2.0,31.0,58.0,72.0,67.0,137.0,99.0,96.0,105.0,100.0,115.0,269.0,450.0,160612.0,75640.0,84972.0,44.7662690209947,34.617587726944436,0.12452369685951237,1.9301173013224417,3.6111872089258585,4.482853086942445,59.49233209941829,31.657487172244977
31.0,2018,1,0.0,0,0.0,0,2.0,1,1.0,1,3.0,SANTA CECILIA,10,ENGATIVA,3.318333333333334,68227.0,308.579.767.892,65210.0,211.322.992.578,804.4699999999999,824.337,"3,41",1.089.512,"91,78",1.6666666666666667,0.6666666666666666,6.333333333333333,555.0,1.0,26.0,20.0,12.0,64.0,87.0,82.0,90.0,109.0,81.0,101.0,263.0,351.0,65800.0,30709.0,35091.0,93.3130699088146,84.34650455927051,0.1519756838905775,3.951367781155015,3.0395136778115504,1.82370820668693,114.29873978312547,74.94799236271409
58.0,2018,1,0.0,0,0.0,0,0.0,0,1.0,1,0.0,COMUNEROS,5,USME,1.5654545454545454,77969.0,493.035.619.032,86795.0,176.042.047.774,298.992,314.431,"4,07",569.872,"82,91",0.0,0.0,2.636363636363636,177.0,9.0,38.0,6.0,22.0,27.0,51.0,36.0,36.0,32.0,33.0,37.0,114.0,138.0,91633.0,44615.0,47018.0,27.501009461656828,19.316185217116104,0.9821789093448867,4.146977617233966,0.6547859395632577,2.400881778398612,30.93130113190631,24.246033434003998
13.0,2018,1,4.0,1,1.0,1,5.0,1,2.0,1,2.0,LOS CEDROS,1,USAQUEN,4.381666666666667,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",1.1111111111111112,0.2777777777777778,4.888888888888889,977.0,0.0,7.0,10.0,5.0,80.0,153.0,121.0,183.0,175.0,104.0,183.0,481.0,518.0,123293.0,54733.0,68560.0,81.02649785470383,79.24213053458023,0.0,0.567753238221148,0.81107605460164,0.40553802730082,94.6412584729505,70.15752625437574
63.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,EL MOCHUELO,19,CIUDAD BOLIVAR,,399.0,316.734.955.971,1466.0,462.847.555.145,570.619,593.937,"4,09",505.335,"83,5",0.5,0.5,1.5,10.0,1.0,3.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,8.0,8.0,36.0,18.0,18.0,4444.444444444444,2777.777777777778,277.77777777777777,833.3333333333333,555.5555555555555,0.0,4444.444444444444,4444.444444444444
87.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,TINTAL SUR,7,BOSA,1.765,26624.0,576.903.769.222,42439.0,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.0,0.0,5.875,138.0,5.0,34.0,7.0,19.0,28.0,27.0,26.0,30.0,35.0,25.0,32.0,88.0,115.0,97019.0,45633.0,51386.0,20.923736587678704,14.224017975860397,0.5153629701398695,3.504468196951113,0.7215081581958174,1.9583792865315042,25.20106063594329,17.125287043163507
77.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,ZONA FRANCA,9,FONTIBON,2.045,31542.0,490.212.344.089,39664.0,809.118.751.869,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0.0,1.4444444444444444,139.0,1.0,8.0,27.0,12.0,11.0,26.0,32.0,27.0,37.0,28.0,26.0,65.0,122.0,56771.0,26670.0,30101.0,32.939352838597166,24.484331789117686,0.176146271864156,1.409170174913248,4.7559493403322115,2.113755262369872,45.7442819647544,21.59396697784127
39.0,2018,1,1.0,1,1.0,1,5.0,1,0.0,0,0.0,QUIROGA,18,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1.0,4.6,628.0,5.0,37.0,37.0,48.0,58.0,125.0,91.0,124.0,110.0,108.0,139.0,307.0,448.0,88243.0,42702.0,45541.0,85.55919449701393,71.1671180716884,0.56661718209943,4.192967147535782,4.192967147535782,5.439524948154528,104.9131188234743,67.41178278913506
108.0,2018,1,0.0,0,0.0,0,0.0,0,1.0,1,2.0,ZONA INDUSTRIAL,16,PUENTE ARANDA,2.685714285714286,4190.0,34.695.352.294,4247.0,122.408.326.165,253.638,250.715,"3,55",1.116.511,"90,43",6.0,1.0,8.25,442.0,5.0,30.0,10.0,10.0,29.0,80.0,78.0,76.0,79.0,71.0,84.0,198.0,299.0,5977.0,2974.0,3003.0,831.5208298477497,739.5014221181194,8.365400702693659,50.192404216161954,16.730801405387318,16.730801405387318,1005.3799596503027,659.3406593406594
61.0,2018,1,0.0,0,0.0,0,0.0,0,4.0,1,0.0,CIUDAD USME,5,USME,1.2366666666666666,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0.0,6.5,33.0,4.0,28.0,2.0,1.0,6.0,15.0,14.0,8.0,6.0,6.0,13.0,35.0,33.0,22637.0,10939.0,11698.0,30.039316163802624,14.577903432433626,1.7670185978707424,12.369130185095198,0.8835092989353712,0.4417546494676856,30.167291342901546,29.919644383655324
1.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PASEO DE LOS LIBERTADORES,1,USAQUEN,4.0,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",0.1666666666666666,0.1666666666666666,4.611111111111111,255.0,0.0,0.0,2.0,3.0,63.0,15.0,13.0,12.0,17.0,71.0,69.0,92.0,168.0,2567.0,1279.0,1288.0,1012.8554733151539,993.3774834437086,0.0,0.0,7.791195948578107,11.68679392286716,1313.5261923377639,714.2857142857142
46.0,2018,1,0.0,0,0.0,0,2.0,1,1.0,1,1.0,CASTILLA,8,KENNEDY,2.72,110582.0,503.545.836.025,125411.0,2.490.557.781,951.073,979.914,"3,72",999.300,"88,94",2.25,0.75,5.0,729.0,5.0,32.0,62.0,36.0,69.0,137.0,96.0,139.0,146.0,126.0,151.0,351.0,512.0,138657.0,65654.0,73003.0,62.31203617559878,52.57578052316147,0.3606020612013818,2.3078531916888436,4.471465558897135,2.596334840649949,77.98458585920127,48.08021588153912
85.0,2018,1,0.0,0,1.0,1,1.0,1,2.0,1,1.0,BOSA CENTRAL,7,BOSA,1.9988888888888892,211484.0,714.656.412.136,221236.0,309.569.740.428,508.828,546.809,"3,98",703.807,"85,4",1.4166666666666667,0.5,3.25,789.0,14.0,101.0,30.0,85.0,94.0,165.0,135.0,159.0,154.0,158.0,154.0,449.0,570.0,233322.0,112383.0,120939.0,43.67354985813597,33.81592820222697,0.6000291442727218,4.328781683681779,1.285776737727261,3.6430340902272396,50.719414858119116,37.12615450764435
60.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PARQUE ENTRENUBES,5,USME,1.11,659.0,382.019.721.793,1948.0,0.0,338.578,346.6055,"4,07",569.872,"82,91",0.0,0.0,0.0,10.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,2.0,6.0,4.0,0.0,12.0,6.0,1014.0,517.0,497.0,177.5147928994083,98.61932938856016,0.0,39.447731755424066,39.447731755424066,0.0,116.0541586073501,241.4486921529175
30.0,2018,1,1.0,1,2.0,1,6.0,1,0.0,0,4.0,BOYACA REAL,10,ENGATIVA,3.001818181818182,129771.0,453.781.819.192,121920.0,268.675.374.031,804.47,824.337,"3,41",1.089.512,"91,78",2.272727272727273,0.6363636363636364,3.8181818181818183,788.0,4.0,40.0,39.0,27.0,80.0,142.0,92.0,171.0,148.0,133.0,132.0,366.0,532.0,125315.0,59415.0,65900.0,71.65941826596975,62.881538522922234,0.31919562701990983,3.1919562701990984,3.112157363444121,2.154570482384391,89.53967853235714,55.53869499241274
72.0,2018,1,0.0,0,0.0,0,1.0,1,0.0,0,2.0,BOLIVIA,10,ENGATIVA,3.0,82839.0,474.504.159.406,86279.0,181.829.807.579,804.47,824.337,"3,41",1.089.512,"91,78",1.0,0.5,5.25,418.0,0.0,13.0,33.0,11.0,41.0,70.0,50.0,71.0,81.0,76.0,86.0,200.0,275.0,81481.0,37070.0,44411.0,58.295799020630575,51.30030313815491,0.0,1.5954639731962053,4.050023931959598,1.3500079773198659,74.1839762611276,45.033888000720545
57.0,2018,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,GRAN YOMASA,5,USME,1.7740000000000002,126484.0,535.798.612.383,138142.0,257.824.482.571,298.992,314.431,"4,07",569.872,"82,91",0.2727272727272727,0.2727272727272727,2.090909090909091,288.0,20.0,46.0,11.0,41.0,35.0,62.0,44.0,60.0,62.0,74.0,69.0,156.0,248.0,123476.0,59837.0,63639.0,32.880883734490915,23.324370727914737,1.619747967216301,3.7254203245974926,0.8908613819689656,3.320483332793417,41.4459281046844,24.513270164521757
23.0,2018,1,0.0,0,0.0,0,4.0,1,14.0,1,4.0,CASA BLANCA SUBA,11,SUBA,3.5728571428571425,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",1.0,0.7142857142857143,5.857142857142857,231.0,0.0,6.0,4.0,1.0,30.0,27.0,36.0,30.0,36.0,47.0,36.0,123.0,119.0,52913.0,24468.0,28445.0,45.73545253529378,43.656568329144065,0.0,1.1339368397180276,0.7559578931453519,0.18898947328633797,48.6349517737453,43.24134294252066
88.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,EL REFUGIO,2,CHAPINERO,5.9375,29898.0,335.978.485.908,30763.0,915.624.103.635,122.827,122.507,"2,43",2.288.835,"96,61",0.25,0.1666666666666666,5.0,355.0,0.0,6.0,4.0,1.0,25.0,60.0,46.0,55.0,52.0,48.0,80.0,186.0,180.0,36695.0,16397.0,20298.0,99.741109142935,96.74342553481401,0.0,1.6351001498841804,1.0900667665894537,0.2725166916473634,109.77617856925046,91.63464380727164
9.0,2018,1,0.0,0,1.0,1,4.0,1,1.0,1,0.0,VERBENAL,1,USAQUEN,2.7445454545454546,84333.0,355.788.448.029,96310.0,270.694.567.329,425.192,430.156,"3,12",1.867.529,"93,6",0.8181818181818182,0.3636363636363636,5.454545454545454,289.0,4.0,34.0,28.0,11.0,38.0,52.0,48.0,61.0,56.0,47.0,64.0,152.0,213.0,119080.0,56578.0,62502.0,30.735639905945582,24.269398723547198,0.3359086328518643,2.8552233792408463,2.35136042996305,0.9237487403426269,37.64714199865672,24.319221784902886
109.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,2.0,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,4.123333333333334,14686.0,180.529.656.927,17944.0,993.964.111.241,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1.0,10.666666666666666,388.0,0.0,10.0,0.0,3.0,21.0,66.0,53.0,67.0,72.0,40.0,82.0,214.0,187.0,21236.0,9763.0,11473.0,188.83028818986628,182.70860802411,0.0,4.708984742889434,0.0,1.41269542286683,191.53948581378674,186.52488451146172
49.0,2018,1,0.0,0,1.0,1,0.0,0,1.0,1,1.0,APOGEO,7,BOSA,2.3333333333333335,41397.0,210.583.733.352,38125.0,181.044.373.149,508.828,546.809,"3,98",703.807,"85,4",3.3333333333333335,1.0,3.6666666666666665,387.0,2.0,5.0,4.0,15.0,21.0,73.0,67.0,65.0,73.0,41.0,73.0,151.0,262.0,36791.0,17636.0,19155.0,112.25571471283737,105.18876899241661,0.543611209263135,1.3590280231578373,1.08722241852627,4.077084069473512,148.55976411884782,78.83059253458627
14.0,2018,1,0.0,0,0.0,0,1.0,1,0.0,0,13.0,USAQUEN,1,USAQUEN,4.66,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,4.090909090909091,470.0,1.0,5.0,5.0,0.0,31.0,81.0,56.0,62.0,99.0,58.0,94.0,225.0,256.0,39868.0,18825.0,21043.0,120.64813885823217,117.8890338115782,0.2508277315139962,1.254138657569981,1.254138657569981,0.0,135.98937583001327,106.92391769234425
32.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,SAN BLAS,4,SAN CRISTOBAL,1.7457142857142858,93880.0,400.032.231.099,95245.0,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",0.0,0.0,3.1333333333333333,155.0,4.0,37.0,10.0,19.0,23.0,30.0,24.0,38.0,37.0,42.0,31.0,102.0,123.0,97856.0,47245.0,50611.0,22.992969260954872,15.839601046435579,0.4087638979725311,3.7810660562459124,1.0219097449313277,1.9416285153695225,26.034501005397395,20.153721522989073
92.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,8.0,LA MACARENA,3,SANTA FE,2.5425,22054.0,858.972.814.617,14350.0,167.060.001.851,109.107,96.241,"3,18",896.890,"88,28",4.333333333333333,1.0,4.166666666666667,276.0,0.0,5.0,3.0,3.0,30.0,45.0,33.0,27.0,47.0,34.0,71.0,125.0,162.0,12041.0,5866.0,6175.0,238.35229632090358,229.2168424549456,0.0,4.152479029980898,2.491487417988539,2.491487417988539,276.1677463348108,202.42914979757086
11.0,2018,1,0.0,0,1.0,1,4.0,1,2.0,1,5.0,SAN CRISTOBAL NORTE,1,USAQUEN,2.3000000000000003,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,3.5,209.0,3.0,27.0,15.0,8.0,25.0,50.0,25.0,36.0,38.0,35.0,53.0,125.0,136.0,68168.0,32450.0,35718.0,38.43445604975942,30.65954700152564,0.440089191409459,3.9608027226851306,2.200445957047295,1.1735711770918906,41.91063174114022,34.996360378520635
36.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,SAN JOSE,18,RAFAEL URIBE URIBE,2.97,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.7142857142857144,1.0,2.7142857142857144,279.0,4.0,18.0,21.0,21.0,25.0,53.0,44.0,56.0,56.0,54.0,55.0,140.0,203.0,46555.0,22110.0,24445.0,73.67629685318441,59.92911609923746,0.859198797121684,3.866394587047578,4.510793684888841,4.510793684888841,91.81365897783807,57.271425649417054
53.0,2018,1,0.0,0,1.0,1,1.0,1,0.0,0,1.0,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,2.442857142857143,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",3.0,0.8571428571428571,2.0,165.0,10.0,26.0,10.0,22.0,21.0,39.0,36.0,44.0,36.0,24.0,33.0,86.0,146.0,46417.0,22472.0,23945.0,50.19712605295474,35.5473210246246,2.154383092401491,5.601396040243877,2.154383092401491,4.73964280328328,64.96974012103952,35.915640008352476
50.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LA GLORIA,4,SAN CRISTOBAL,1.9327272727272728,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0714285714285714,0.0714285714285714,1.5,200.0,8.0,38.0,15.0,20.0,24.0,47.0,43.0,46.0,43.0,37.0,41.0,127.0,153.0,93229.0,45285.0,47944.0,30.14083600596381,21.452552317411964,0.8581020926964785,4.075984940308273,1.6089414238058974,2.1452552317411966,33.78602186154356,26.4892374436843
110.0,2018,1,1.0,1,1.0,1,0.0,0,0.0,0,2.0,CIUDAD SALITRE OCCIDENTAL,9,FONTIBON,4.074999999999999,35890.0,225.701.253.811,41106.0,182.125.705.134,301.375,317.179,"3,46",1.428.379,"90,03",3.5,1.0,14.5,539.0,0.0,4.0,3.0,7.0,30.0,79.0,73.0,93.0,95.0,80.0,103.0,280.0,273.0,42871.0,20206.0,22665.0,128.99162604091345,125.72601525506754,0.0,0.9330316530988314,0.6997737398241235,1.632805392922955,135.10838364842127,123.53849547760865
10.0,2018,1,0.0,0,1.0,1,1.0,1,11.0,1,1.0,LA URIBE,1,USAQUEN,2.87125,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.5555555555555556,0.2222222222222222,3.2222222222222223,333.0,1.0,11.0,6.0,1.0,31.0,65.0,41.0,52.0,57.0,47.0,59.0,166.0,185.0,31194.0,14327.0,16867.0,112.84221324613708,106.75129832660127,0.32057446944925305,3.5263191639417837,1.9234468166955183,0.32057446944925305,129.12682348014238,98.41702733147567
42.0,2018,1,0.0,0,0.0,0,1.0,1,6.0,1,1.0,VENECIA,6,TUNJUELITO,2.4250000000000003,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.1875,0.8125,4.125,808.0,4.0,44.0,32.0,43.0,74.0,142.0,139.0,158.0,133.0,131.0,154.0,382.0,548.0,131951.0,63768.0,68183.0,70.55649445627543,61.234852331547316,0.30314283332449166,3.3345711665694084,2.4251426665959332,3.2587854582382856,85.93651988458161,56.025695554610394
103.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,2.0,PARQUE SALITRE,12,BARRIOS UNIDOS,3.0,3651.0,165.246.908.484,4141.0,250.594.703.283,223.073,230.066,"3,36",1.462.840,"92,44",1.6666666666666667,0.6666666666666666,5.0,71.0,1.0,1.0,1.0,0.0,6.0,13.0,3.0,14.0,11.0,10.0,17.0,30.0,44.0,1339.0,688.0,651.0,552.6512322628827,530.2464525765497,7.468259895444362,7.468259895444362,7.468259895444362,0.0,639.5348837209302,460.82949308755764
21.0,2018,1,0.0,0,0.0,0,5.0,1,0.0,0,13.0,LOS ANDES,12,BARRIOS UNIDOS,3.762,45172.0,274.816.645.782,46625.0,169.658.573.145,223.073,230.06599999999997,"3,36",1.462.840,"92,44",10.4,1.0,4.4,517.0,0.0,12.0,5.0,3.0,18.0,84.0,88.0,95.0,102.0,55.0,95.0,235.0,302.0,27253.0,11949.0,15304.0,197.04252742817306,189.7038858107364,0.0,4.403184970461968,1.834660404359153,1.100796242615492,252.7408151309733,153.5546262415055
55.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,DIANA TURBAY,18,RAFAEL URIBE URIBE,1.5539999999999998,75972.0,211.433.160.976,79191.0,374.543.896.683,378.164,378.78,"3,72",591.317,"87,06",0.0,0.0,1.4,139.0,10.0,28.0,8.0,16.0,30.0,36.0,18.0,29.0,30.0,23.0,35.0,69.0,131.0,71841.0,34863.0,36978.0,27.978452415751452,19.348283013877868,1.3919628067538037,3.89749585891065,1.113570245403043,2.227140490806086,37.57565327137653,18.65974363134837
113.0,2018,1,0.0,0,0.0,0,2.0,1,0.0,0,1.0,BAVARIA,8,KENNEDY,3.2925,20854.0,27.722.789.458,20993.0,757.247.030.708,951.073,979.914,"3,72",999.300,"88,94",1.6,0.6,5.2,283.0,1.0,8.0,14.0,8.0,19.0,40.0,39.0,53.0,58.0,46.0,59.0,130.0,184.0,37827.0,17598.0,20229.0,83.00949057551485,74.81428609194491,0.26436143495386893,2.1148914796309515,3.701060089354165,2.1148914796309515,104.557336060916,64.26417519402838
60.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PARQUE ENTRENUBES,5,USME,1.11,659.0,382.019.721.793,1948.0,0.0,338.578,346.6055,"4,07",569.872,"82,91",0.0,0.0,0.0,10.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,2.0,6.0,4.0,0.0,12.0,6.0,1014.0,517.0,497.0,177.5147928994083,98.61932938856016,0.0,39.447731755424066,39.447731755424066,0.0,116.0541586073501,241.4486921529175
90.0,2018,1,0.0,0,1.0,1,3.0,1,0.0,0,19.0,PARDO RUBIO,2,CHAPINERO,3.05,19711.0,285.199.005.156,37191.0,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",1.5714285714285714,0.7142857142857143,4.285714285714286,519.0,5.0,47.0,6.0,4.0,67.0,90.0,74.0,80.0,94.0,74.0,102.0,246.0,335.0,46307.0,22621.0,23686.0,125.46699203144233,112.07808754615934,1.0797503617163713,10.149653400133888,1.2957004340596456,0.8638002893730969,148.09248043853057,103.85881955585577
67.0,2018,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,LUCERO,19,CIUDAD BOLIVAR,1.256470588235294,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.1176470588235294,0.0588235294117647,1.7647058823529411,345.0,30.0,82.0,16.0,46.0,59.0,90.0,72.0,67.0,76.0,77.0,78.0,233.0,285.0,153854.0,75900.0,77954.0,33.73327960274026,22.42385638332445,1.9499005550716912,5.329728183862623,1.039946962704902,2.9898475177765937,37.54940711462451,29.88942196680093
83.0,2018,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LAS MARGARITAS,8,KENNEDY,2.0,12216.0,147.241.546.489,14786.0,100.420.026.498,951.073,979.914,"3,72",999.300,"88,94",0.5,0.5,5.5,123.0,6.0,8.0,15.0,7.0,11.0,28.0,27.0,15.0,21.0,34.0,23.0,47.0,112.0,28531.0,13522.0,15009.0,55.72885633170937,43.111002067926115,2.1029757106305422,2.803967614174056,5.257439276576355,2.4534716624022996,82.82798402603166,31.31454460656939
101.0,2018,1,1.0,1,0.0,0,3.0,1,0.0,0,13.0,TEUSAQUILLO,13,TEUSAQUILLO,3.8711111111111105,26797.0,235.700.797.363,27316.0,115.892.692.369,137.53,139.298,"2,87",1.933.116,"96,03",6.5,1.0,5.9,933.0,0.0,17.0,20.0,4.0,67.0,172.0,111.0,149.0,158.0,117.0,200.0,420.0,554.0,25536.0,12292.0,13244.0,381.422305764411,365.36654135338347,0.0,6.657268170426065,7.832080200501252,1.5664160401002505,450.6996420436056,317.1247357293869
