ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo
624.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
625.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
665.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
565.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
566.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
564.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
548.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
550.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
552.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
551.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
786.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
787.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
788.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
781.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
783.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
784.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
780.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
779.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
785.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
765.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
557.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
248.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
244.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
264.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
265.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
158.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
250.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
266.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
484.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
479.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
478.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
477.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
485.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
156.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
157.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
243.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0
263.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0
262.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
261.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
260.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
245.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,2.0
252.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
253.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
847.0,2011,1.0,1,0.0,0,0.0,0,0.0,0,0.0
251.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
482.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
475.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
458.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
476.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
480.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
456.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
993.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
350.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
486.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
487.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
155.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
151.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
259.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
149.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
150.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
258.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
257.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
256.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0
242.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0
488.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
473.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
460.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
474.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
459.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
457.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
664.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
165.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
164.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
168.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0
241.0,2011,1.0,1,0.0,0,0.0,0,0.0,0,1.0
224.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0
246.0,2011,1.0,1,0.0,0,0.0,0,0.0,0,2.0
472.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
491.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
471.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
461.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
489.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
490.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
492.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
452.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
493.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
602.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
453.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
604.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
443.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
454.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
465.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
470.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
469.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
462.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
494.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
621.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
963.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
662.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
661.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
663.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
670.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
672.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
712.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
622.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
442.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
355.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
455.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
463.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
464.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
466.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
451.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
468.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
446.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
969.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
445.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
444.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
449.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
448.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
500.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
499.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
467.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
498.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
497.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
968.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
620.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
572.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
627.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
628.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
629.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
630.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
659.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
660.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
573.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
450.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
447.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
438.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
434.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
439.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
432.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
433.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
440.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
