codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
89.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,16520.0,8159.0,8361.0,3.026634382566586,0.0,0.6053268765133172,0.6053268765133172,0.6053268765133172,1.2106537530266344,4.902561588429955,1.196029183112068
38.0,2021,3,1.0,1,5.0,1,5.0,1,0.0,0,5.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,33.0,5.0,20.0,18.0,19.0,0.0,38.0,57.0,55198.0,26255.0,28943.0,17.210768506105293,5.978477481068154,0.9058299213739628,3.623319685495851,3.2609877169462664,3.4421537012210583,21.710150447533803,13.129254051065889
52.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,6.0,0.0,24.0,0.0,6.0,0.0,20.0,16.0,19494.0,9683.0,9811.0,18.467220683287163,3.077870113881194,0.0,12.311480455524777,0.0,3.077870113881194,16.523804606010533,20.38528182652125
96.0,2021,3,0.0,0,0.0,0,1.0,1,0.0,0,4.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,5.0,2.0,13.0,1.0,5.0,0.0,14.0,12.0,45879.0,22331.0,23548.0,5.667080799494323,1.089823230671985,0.435929292268794,2.8335403997471613,0.217964646134397,1.089823230671985,5.37369575925843,5.945303210463734
84.0,2021,3,0.0,0,0.0,0,4.0,1,0.0,0,2.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,30.0,12.0,47.0,22.0,54.0,0.0,57.0,108.0,199961.0,97662.0,102299.0,8.251609063767434,1.5002925570486245,0.6001170228194498,2.3504583393761784,1.100214541835658,2.700526602687524,11.058548872642378,5.57190197362633
111.0,2021,3,3.0,1,0.0,0,1.0,1,0.0,0,8.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,8.0,0.0,5.0,5.0,8.0,0.0,9.0,17.0,12255.0,9822.0,2433.0,21.215830273357813,6.527947776417788,0.0,4.079967360261118,4.079967360261118,6.527947776417788,17.308083893300754,36.99136868064119
112.0,2021,3,1.0,1,1.0,1,2.0,1,0.0,0,11.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,25.0,1.0,6.0,9.0,7.0,0.0,17.0,31.0,51360.0,23789.0,27571.0,9.345794392523365,4.867601246105919,0.19470404984423678,1.1682242990654206,1.7523364485981308,1.3629283489096573,13.031232922779436,6.165898951797178
75.0,2021,3,0.0,0,2.0,1,8.0,1,3.0,1,5.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,31.0,2.0,24.0,10.0,20.0,0.0,35.0,52.0,131922.0,62819.0,69103.0,6.594806021740118,2.34987341004533,0.15160473613195677,1.8192568335834811,0.7580236806597838,1.5160473613195675,8.277750362151577,5.064903115638973
12.0,2021,3,1.0,1,2.0,1,6.0,1,0.0,0,6.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,17.0,2.0,7.0,6.0,3.0,0.0,18.0,17.0,60994.0,28059.0,32935.0,5.738269337967669,2.7871593927271534,0.3279011050267239,1.1476538675935337,0.9837033150801718,0.4918516575400859,6.058662104850494,5.465310459996964
16.0,2021,3,5.0,1,2.0,1,9.0,1,1.0,1,19.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,25.0,1.0,4.0,6.0,4.0,0.0,14.0,26.0,72077.0,32511.0,39566.0,5.549620544695257,3.4685128404345353,0.1387405136173814,0.5549620544695256,0.8324430817042885,0.5549620544695256,7.997293223831933,3.5383915482990447
82.0,2021,3,0.0,0,0.0,0,2.0,1,3.0,1,2.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,29.0,22.0,20.0,16.0,31.0,0.0,34.0,84.0,139765.0,69471.0,70294.0,8.442743176045505,2.074911458519658,1.5740707616356027,1.4309734196687296,1.1447787357349837,2.218008800486531,12.091376257719048,4.836828178791931
35.0,2021,3,1.0,1,0.0,0,2.0,1,1.0,1,3.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,13.0,1.0,4.0,2.0,3.0,0.0,11.0,12.0,26040.0,12323.0,13717.0,8.832565284178187,4.99231950844854,0.38402457757296465,1.5360983102918586,0.7680491551459293,1.152073732718894,9.737888501176661,8.019246190858059
68.0,2021,3,0.0,0,0.0,0,1.0,1,1.0,1,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,7.0,5.0,30.0,4.0,19.0,0.0,32.0,33.0,53474.0,26638.0,26836.0,12.155440026928973,1.309047387515428,0.9350338482253058,5.610203089351835,0.7480270785802445,3.553128623256162,12.388317441249344,11.924280816813235
27.0,2021,3,1.0,1,5.0,1,7.0,1,4.0,1,5.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,28.0,1.0,17.0,11.0,16.0,0.0,36.0,37.0,182328.0,85641.0,96687.0,4.003773419332193,1.5356939142644026,0.054846211223728666,0.9323855908033872,0.6033083234610154,0.8775393795796587,4.320360574958256,3.7233547426231035
22.0,2021,3,1.0,1,0.0,0,5.0,1,0.0,0,4.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,20.0,2.0,18.0,10.0,10.0,0.0,21.0,39.0,69957.0,33637.0,36320.0,8.576697113941421,2.8588990379804735,0.2858899037980474,2.5730091341824264,1.4294495189902368,1.4294495189902368,11.594375241549484,5.78193832599119
105.0,2021,3,1.0,1,0.0,0,0.0,0,0.0,0,4.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,3136.0,1854.0,1282.0,15.943877551020408,9.566326530612244,0.0,6.377551020408163,0.0,0.0,10.787486515641854,23.400936037441497
104.0,2021,3,1.0,1,0.0,0,0.0,0,0.0,0,9.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,5.0,0.0,15.0,0.0,3.0,0.0,16.0,7.0,3131.0,1633.0,1498.0,73.45895879910572,15.969338869370809,0.0,47.908016608112426,0.0,9.581603321622485,42.86589099816289,106.8090787716956
74.0,2021,3,0.0,0,0.0,0,3.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,12.0,1.0,22.0,18.0,24.0,0.0,28.0,49.0,144349.0,69835.0,74514.0,5.334293968091223,0.8313185404817491,0.06927654504014576,1.5240839908832067,1.2469778107226237,1.6626370809634983,7.016538984749767,3.757683119950613
47.0,2021,3,2.0,1,0.0,0,2.0,1,0.0,0,4.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,23.0,2.0,23.0,13.0,12.0,0.0,31.0,42.0,94320.0,44704.0,49616.0,7.73960983884648,2.438507209499576,0.21204410517387617,2.438507209499576,1.3782866836301952,1.272264631043257,9.39513242662849,6.247984521122219
70.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,18.0,10.0,19.0,8.0,26.0,0.0,28.0,53.0,101414.0,49755.0,51659.0,7.987062930167433,1.7749028733705405,0.9860571518725225,1.8735085885577927,0.788845721498018,2.5637485948685583,10.652195759220179,5.420159120385605
66.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,11.0,4.0,36.0,9.0,30.0,1.0,39.0,50.0,70395.0,34479.0,35916.0,12.784998934583422,1.5626109808935293,0.5682221748703743,5.113999573833368,1.278499893458342,4.261666311527807,14.50158067229328,10.858670230537921
65.0,2021,3,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,10.0,1.0,10.0,17.0,22.0,0.0,19.0,41.0,84648.0,40496.0,44152.0,7.088176920895945,1.1813628201493243,0.11813628201493243,1.1813628201493243,2.0083167942538513,2.598998204328513,10.124456736467799,4.303315818082986
79.0,2021,3,0.0,0,0.0,0,0.0,0,1.0,1,1.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,15.0,9.0,14.0,19.0,17.0,0.0,21.0,53.0,138736.0,65739.0,72997.0,5.3338715257755736,1.0811901741436973,0.6487141044862184,1.0091108292007842,1.3695075539153498,1.2253488640295236,8.062185308568734,2.8768305546803297
59.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,4.0,2.0,15.0,4.0,7.0,0.0,12.0,20.0,51564.0,25513.0,26051.0,6.205880071367621,0.7757350089209526,0.3878675044604763,2.909006283453572,0.7757350089209526,1.357536265611667,7.839140830165014,4.606349084488119
45.0,2021,3,0.0,0,0.0,0,2.0,1,1.0,1,6.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,29.0,2.0,16.0,32.0,31.0,0.0,31.0,79.0,89951.0,43493.0,46458.0,12.228880168091516,3.223977498860491,0.22234327578348212,1.778746206267857,3.557492412535714,3.446320774643973,18.16384245740694,6.672693615738947
20.0,2021,3,2.0,1,1.0,1,8.0,1,34.0,1,25.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,13.0,0.0,11.0,3.0,0.0,0.0,10.0,17.0,40213.0,18346.0,21867.0,6.714246636659786,3.2327854176510087,0.0,2.735433814935469,0.7460274040733096,0.0,9.266325084487082,4.573101019801527
51.0,2021,3,0.0,0,0.0,0,1.0,1,1.0,1,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,4.0,6.0,19.0,7.0,3.0,0.0,18.0,21.0,77761.0,37720.0,40041.0,5.015367600725299,0.5143966769974666,0.7715950154961999,2.443384215737966,0.9001941847455665,0.38579750774809995,5.567338282078473,4.4953922229714545
115.0,2021,3,3.0,1,2.0,1,0.0,0,0.0,0,5.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,15.0,0.0,0.0,2.0,4.0,0.0,7.0,14.0,17858.0,8402.0,9456.0,11.759435547093739,8.39959681935267,0.0,0.0,1.1199462425803561,2.2398924851607123,16.66269935729588,7.4027072758037225
43.0,2021,3,0.0,0,0.0,0,5.0,1,1.0,1,7.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,19.0,0.0,14.0,13.0,9.0,0.0,26.0,29.0,72940.0,34547.0,38393.0,7.540444200712915,2.6048807238826432,0.0,1.9193857965451055,1.782286811077598,1.2338908692075679,8.394361304888992,6.772067824863908
25.0,2021,3,2.0,1,2.0,1,4.0,1,0.0,0,14.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,13.0,0.0,4.0,4.0,5.0,0.0,7.0,19.0,44296.0,20271.0,24025.0,5.869604478959726,2.934802239479863,0.0,0.9030160736861116,0.9030160736861116,1.1287700921076396,9.372995905480735,2.9136316337148807
56.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,8.0,2.0,8.0,0.0,6.0,0.0,8.0,16.0,56224.0,27160.0,29064.0,4.2686397268070575,1.4228799089356858,0.35571997723392146,1.4228799089356858,0.0,1.0671599317017644,5.89101620029455,2.7525461051472613
26.0,2021,3,0.0,0,3.0,1,8.0,1,6.0,1,11.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,43.0,3.0,18.0,29.0,24.0,0.0,37.0,80.0,101654.0,48414.0,53240.0,11.50963070808822,4.230035217502508,0.2951187361048262,1.770712416628957,2.8528144490133194,2.3609498888386096,16.524145908208368,6.949661908339594
102.0,2021,3,1.0,1,2.0,1,4.0,1,0.0,0,16.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,44.0,13.0,71.0,18.0,18.0,2.0,48.0,114.0,39716.0,18779.0,20937.0,41.29318158928391,11.078658475173734,3.2732400040286027,17.876926175848524,4.532178467116528,4.532178467116528,60.706107886468935,22.925920618999857
2.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,5589.0,2700.0,2889.0,5.367686527106817,0.0,0.0,1.7892288423689389,0.0,3.5784576847378777,7.407407407407407,3.4614053305642094
116.0,2021,3,1.0,1,1.0,1,2.0,1,0.0,0,8.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,6.0,0.0,2.0,3.0,0.0,0.0,3.0,8.0,12296.0,5772.0,6524.0,8.945998698763825,4.879635653871178,0.0,1.6265452179570594,2.439817826935589,0.0,13.86001386001386,4.598405885959534
81.0,2021,3,1.0,1,0.0,0,1.0,1,4.0,1,3.0,2.0025,290204.0,283616.0,1.0,1,16.0,979.914,"3,72",999.300,"88,94",KENNEDY,GRAN BRITALIA,4.0,2.0,20.0,12.0,25.0,0.0,22.0,41.0,63122.0,30878.0,32244.0,9.980672348784893,0.6336934824625329,0.31684674123126644,3.1684674123126646,1.9010804473875986,3.9605842653908305,13.278062050650949,6.822974817020222
52.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,6.0,0.0,24.0,0.0,6.0,0.0,20.0,16.0,19494.0,9683.0,9811.0,18.467220683287163,3.077870113881194,0.0,12.311480455524777,0.0,3.077870113881194,16.523804606010533,20.38528182652125
33.0,2021,3,0.0,0,0.0,0,2.0,1,0.0,0,2.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,12.0,2.0,11.0,5.0,9.0,0.0,16.0,23.0,44097.0,21364.0,22733.0,8.844139057078712,2.7212735560242196,0.45354559267070327,2.494500759688868,1.1338639816767582,2.0409551670181645,10.765774199588092,7.038226366955527
19.0,2021,3,2.0,1,7.0,1,9.0,1,1.0,1,13.0,3.51625,692512.0,712104.0,25.0,8,34.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL PRADO,22.0,0.0,9.0,16.0,6.0,0.0,19.0,34.0,99865.0,46097.0,53768.0,5.307164672307615,2.202974014920142,0.0,0.9012166424673308,1.6021629199419216,0.6008110949782206,7.375751133479402,3.5337003422109805
41.0,2021,3,0.0,0,0.0,0,1.0,1,0.0,0,6.0,3.0,523602.0,513468.0,24.0,8,22.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,MUZU,16.0,3.0,12.0,28.0,17.0,0.0,16.0,60.0,58946.0,27893.0,31053.0,12.893156448274693,2.7143487259525667,0.5089403861161063,2.035761544464425,4.750110270416992,2.883995521324602,21.510773312300575,5.152481241747979
37.0,2021,3,0.0,0,1.0,1,2.0,1,0.0,0,10.0,3.0,307027.0,315602.0,40.0,7,41.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,SANTA ISABEL,13.0,6.0,6.0,4.0,5.0,0.0,12.0,22.0,44974.0,20632.0,24342.0,7.55992351136212,2.890558989638458,1.3341041490639036,1.3341041490639036,0.8894027660426024,1.111753457553253,10.663047692904227,4.929751047572097
107.0,2021,3,2.0,1,1.0,1,3.0,1,1.0,1,7.0,3.77,207448.0,216792.0,32.0,8,35.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,QUINTA PAREDES,17.0,0.0,2.0,4.0,0.0,0.0,7.0,16.0,27157.0,12142.0,15015.0,8.469271274441212,6.259896159369592,0.0,0.7364583716905402,1.4729167433810804,0.0,13.177400757700543,4.662004662004662
73.0,2021,3,1.0,1,0.0,0,4.0,1,0.0,0,5.0,2.775714285714286,955689.0,1044302.0,4.0,2,40.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,GARCES NAVAS,21.0,3.0,20.0,21.0,21.0,0.0,33.0,53.0,171250.0,80812.0,90438.0,5.021897810218977,1.2262773722627738,0.17518248175182483,1.1678832116788322,1.2262773722627738,1.2262773722627738,6.558431916052071,3.6489086445962977
31.0,2021,3,0.0,0,1.0,1,3.0,1,1.0,1,9.0,3.318333333333334,409362.0,391260.0,10.0,4,38.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,SANTA CECILIA,24.0,0.0,10.0,16.0,19.0,0.0,18.0,51.0,68316.0,31982.0,36334.0,10.10012295801862,3.513086246267346,0.0,1.4637859359447274,2.342057497511564,2.781193278294982,15.946469889312738,4.954037540595586
58.0,2021,3,0.0,0,0.0,0,1.0,1,0.0,0,0.0,1.5654545454545454,857659.0,954745.0,0.0,0,29.0,314.431,"4,07",569.872,"82,91",USME,COMUNEROS,13.0,4.0,24.0,4.0,19.0,0.0,26.0,38.0,96410.0,47234.0,49176.0,6.638315527434913,1.3484078415102168,0.41489472046468207,2.4893683227880925,0.41489472046468207,1.97074992220724,8.045052292839904,5.287131934276884
13.0,2021,3,3.0,1,1.0,1,9.0,1,1.0,1,5.0,4.381666666666667,1717632.0,1842552.0,20.0,5,88.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LOS CEDROS,26.0,0.0,20.0,12.0,6.0,0.0,35.0,29.0,130855.0,58135.0,72720.0,4.890909785640595,1.9869321004164915,0.0,1.528409308012686,0.9170455848076114,0.4585227924038057,4.988389094349359,4.812981298129813
63.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1596.0,5864.0,2.0,2,6.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL MOCHUELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.765,212992.0,339512.0,0.0,0,47.0,546.809,"3,98",703.807,"85,4",BOSA,TINTAL SUR,6.0,1.0,18.0,2.0,11.0,0.0,20.0,18.0,118700.0,55819.0,62881.0,3.201347935973041,0.5054759898904803,0.08424599831508003,1.5164279696714407,0.16849199663016007,0.9267059814658803,3.2247084326125512,3.180610995372211
77.0,2021,3,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2.045,283878.0,356976.0,0.0,0,13.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,ZONA FRANCA,7.0,0.0,7.0,3.0,6.0,0.0,11.0,12.0,63557.0,29730.0,33827.0,3.6187988734521768,1.1013735701810974,0.0,1.1013735701810974,0.47201724436332737,0.9440344887266547,4.036326942482341,3.2518402459573714
39.0,2021,3,1.0,1,2.0,1,6.0,1,0.0,0,3.0,3.0,1410480.0,1306815.0,45.0,15,69.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,QUIROGA,16.0,4.0,18.0,17.0,28.0,0.0,27.0,56.0,92068.0,44333.0,47735.0,9.01507581352913,1.7378459399574229,0.4344614849893557,1.9550766824521006,1.8464613112047616,3.0412303949254897,12.631673922360317,5.6562270870430496
108.0,2021,3,0.0,0,0.0,0,1.0,1,1.0,1,9.0,2.685714285714286,33520.0,33976.0,48.0,8,66.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,ZONA INDUSTRIAL,12.0,1.0,12.0,3.0,8.0,0.0,12.0,24.0,6571.0,3269.0,3302.0,54.786181707502664,18.262060569167556,1.5218383807639628,18.262060569167556,4.565515142291889,12.174707046111703,73.41694707861731,36.341611144760755
61.0,2021,3,0.0,0,0.0,0,0.0,0,4.0,1,0.0,1.2366666666666666,79500.0,134960.0,0.0,0,65.0,314.431,"4,07",569.872,"82,91",USME,CIUDAD USME,2.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,27723.0,13439.0,14284.0,2.524979259098943,0.721422645456841,0.721422645456841,0.721422645456841,0.0,0.3607113227284205,2.232308951558896,2.800336040324839
1.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0,52488.0,63828.0,3.0,3,83.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,PASEO DE LOS LIBERTADORES,2.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,2545.0,1258.0,1287.0,23.575638506876228,7.858546168958743,0.0,11.787819253438114,3.9292730844793713,0.0,15.898251192368841,31.08003108003108
46.0,2021,3,1.0,1,0.0,0,4.0,1,0.0,0,5.0,2.72,884656.0,1003288.0,18.0,6,40.0,979.914,"3,72",999.300,"88,94",KENNEDY,CASTILLA,25.0,3.0,16.0,31.0,19.0,0.0,29.0,65.0,146650.0,69698.0,76952.0,6.40981929764746,1.7047391749062393,0.20456870098874871,1.0910330719399932,2.1138765768837366,1.2956017729287421,9.325949094665557,3.7685830127871918
85.0,2021,3,1.0,1,2.0,1,4.0,1,2.0,1,2.0,1.9988888888888892,2537808.0,2654832.0,17.0,6,39.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA CENTRAL,40.0,5.0,66.0,18.0,72.0,0.0,81.0,120.0,234732.0,113175.0,121557.0,8.56295690404376,1.7040710256803504,0.2130088782100438,2.8117171923725777,0.7668319615561577,3.067327846224631,10.603048376408218,6.663540561218194
60.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,904.0,467.0,437.0,66.3716814159292,0.0,0.0,66.3716814159292,0.0,0.0,42.82655246252677,91.53318077803203
60.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,904.0,467.0,437.0,66.3716814159292,0.0,0.0,66.3716814159292,0.0,0.0,42.82655246252677,91.53318077803203
30.0,2021,3,1.0,1,4.0,1,9.0,1,1.0,1,7.0,3.001818181818182,1427481.0,1341120.0,25.0,7,42.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOYACA REAL,33.0,1.0,16.0,31.0,17.0,0.0,35.0,63.0,129876.0,61720.0,68156.0,7.545658936216083,2.54088515199113,0.07699651975730697,1.2319443161169115,2.386892112476516,1.3089408358742185,10.207388204795853,5.135277891895065
72.0,2021,3,0.0,0,0.0,0,1.0,1,0.0,0,8.0,3.0,331356.0,345116.0,4.0,2,21.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOLIVIA,17.0,0.0,8.0,22.0,8.0,0.0,19.0,36.0,84724.0,38581.0,46143.0,6.491667060101034,2.0065152731221376,0.0,0.9442424814692413,2.5966668240404136,0.9442424814692413,9.331017858531402,4.117634310729688
57.0,2021,3,0.0,0,2.0,1,2.0,1,0.0,0,0.0,1.7740000000000002,1391324.0,1519562.0,3.0,3,23.0,314.431,"4,07",569.872,"82,91",USME,GRAN YOMASA,22.0,11.0,35.0,15.0,22.0,0.0,38.0,67.0,127124.0,61887.0,65237.0,8.259651993329348,1.730593750983292,0.865296875491646,2.7532173311097825,1.1799502847613355,1.730593750983292,10.826183204873399,5.824915308797155
23.0,2021,3,0.0,0,0.0,0,5.0,1,18.0,1,8.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,10.0,0.0,4.0,6.0,1.0,0.0,9.0,12.0,59007.0,27543.0,31464.0,3.558899791550155,1.6947141864524549,0.0,0.6778856745809819,1.0168285118714728,0.16947141864524548,4.356823875394837,2.860411899313501
88.0,2021,3,0.0,0,0.0,0,0.0,0,0.0,0,20.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,10.0,0.0,3.0,1.0,1.0,0.0,9.0,6.0,38828.0,17502.0,21326.0,3.863191511280519,2.5754610075203463,0.0,0.7726383022561039,0.2575461007520346,0.2575461007520346,3.428179636612959,4.220200693988558
9.0,2021,3,0.0,0,2.0,1,4.0,1,1.0,1,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,15.0,3.0,21.0,13.0,15.0,0.0,27.0,40.0,127453.0,60391.0,67062.0,5.256839776231239,1.1769044275144562,0.23538088550289124,1.6476661985202388,1.0199838371791954,1.1769044275144562,6.623503502177476,4.026125078285766
109.0,2021,3,0.0,0,0.0,0,1.0,1,0.0,0,11.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,8.0,0.0,4.0,0.0,1.0,0.0,5.0,8.0,24099.0,10726.0,13373.0,5.394414706004399,3.31963981907963,0.0,1.659819909539815,0.0,0.41495497738495374,7.458512026850643,3.7388768413968445
