"ZAT","codigo_upz","nombre_upz","codigo_localidad","nombre_localidad","estrato_mean","poblacion_2005","area_urbana_2009","poblacion_urbana_2009","densidad_urbana_2009","poblacion_por_localidad_2005","personas_por_localidad_2007","personas_por_hogar_2007_localidad","gasto_promedio_mensual_2007_localidad","ICV_2007_localidad","num_est_transmi","acceso_transmi","accesibilidad_arterial"
"526","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","0","0","3"
"527","80","CORABASTOS","8","KENNEDY","2","61954","184.525.478.991","69277","375.433.248.453","951.073","979.914","3,72","999.3","88,94","2","1","4"
"528","82","PATIO BONITO","8","KENNEDY","2","160502","317.321.661.524","174145","548.796.445.738","951.073","979.914","3,72","999.3","88,94","2","1","6"
"529","82","PATIO BONITO","8","KENNEDY","1.88","160502","317.321.661.524","174145","548.796.445.738","951.073","979.914","3,72","999.3","88,94","0","0","4"
"530","83","LAS MARGARITAS","8","KENNEDY","2","12216","147.241.546.489","14786","100.420.026.498","951.073","979.914","3,72","999.3","88,94","1","1","7"
"531","81","GRAN BRITALIA","8","KENNEDY","2","72551","179.902.103.852","70904","394.125.463.137","951.073","979.914","3,72","999.3","88,94","1","1","4"
"532","81","GRAN BRITALIA","8","KENNEDY","2.01","72551","179.902.103.852","70904","394.125.463.137","951.073","979.914","3,72","999.3","88,94","0","0","5"
"533","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","0","0","5"
"534","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","0","0","3"
"535","48","TIMIZA","8","KENNEDY","2.13","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","2","1","3"
"536","48","TIMIZA","8","KENNEDY","3","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","0","0","1"
"537","48","TIMIZA","8","KENNEDY","3","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","0","0","1"
"538","45","CARVAJAL","8","KENNEDY","3","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","1","1","3"
"539","45","CARVAJAL","8","KENNEDY","2.82","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","3","1","5"
"540","45","CARVAJAL","8","KENNEDY","2.82","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","3","1","6"
"541","65","ARBORIZADORA","19","CIUDAD BOLIVAR","3","58199","306.264.190.866","60752","198.364.685.823","570.619","593.937","4,09","505.335","83,5","4","1","3"
"542","49","APOGEO","7","BOSA","3","41397","210.583.733.352","38125","181.044.373.149","508.828","546.809","3,98","703.807","85,4","4","1","3"
"543","49","APOGEO","7","BOSA","2","41397","210.583.733.352","38125","181.044.373.149","508.828","546.809","3,98","703.807","85,4","3","1","3"
"544","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","5","1","9"
"545","48","TIMIZA","8","KENNEDY","2","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","1","1","0"
"546","48","TIMIZA","8","KENNEDY","2.93","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","0","0","1"
"547","48","TIMIZA","8","KENNEDY","2.77","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","0","0","3"
"548","81","GRAN BRITALIA","8","KENNEDY","2","72551","179.902.103.852","70904","394.125.463.137","951.073","979.914","3,72","999.3","88,94","0","0","6"
"549","81","GRAN BRITALIA","8","KENNEDY","2","72551","179.902.103.852","70904","394.125.463.137","951.073","979.914","3,72","999.3","88,94","0","0","1"
"550","84","BOSA OCCIDENTAL","7","BOSA","2","165037","430.379.853.645","178960","415.818.720.334","508.828","546.809","3,98","703.807","85,4","0","0","6"
"551","84","BOSA OCCIDENTAL","7","BOSA","2","165037","430.379.853.645","178960","415.818.720.334","508.828","546.809","3,98","703.807","85,4","1","1","8"
"552","84","BOSA OCCIDENTAL","7","BOSA","2","165037","430.379.853.645","178960","415.818.720.334","508.828","546.809","3,98","703.807","85,4","0","0","2"
"553","86","EL PORVENIR","7","BOSA","1.43","64288","461.032.121.294","73629","159.704.707.328","508.828","546.809","3,98","703.807","85,4","0","0","8"
"554","86","EL PORVENIR","7","BOSA","1.05","64288","461.032.121.294","73629","159.704.707.328","508.828","546.809","3,98","703.807","85,4","0","0","5"
"555","86","EL PORVENIR","7","BOSA","2","64288","461.032.121.294","73629","159.704.707.328","508.828","546.809","3,98","703.807","85,4","0","0","2"
"556","86","EL PORVENIR","7","BOSA","2","64288","461.032.121.294","73629","159.704.707.328","508.828","546.809","3,98","703.807","85,4","0","0","9"
"557","87","TINTAL SUR","7","BOSA","2","26624","576.903.769.222","42439","735.633.952.561","508.828","546.809","3,98","703.807","85,4","0","0","8"
"558","87","TINTAL SUR","7","BOSA","2","26624","576.903.769.222","42439","735.633.952.561","508.828","546.809","3,98","703.807","85,4","0","0","15"
"559","87","TINTAL SUR","7","BOSA","","26624","576.903.769.222","42439","735.633.952.561","508.828","546.809","3,98","703.807","85,4","0","0","4"
"560","84","BOSA OCCIDENTAL","7","BOSA","1.88","165037","430.379.853.645","178960","415.818.720.334","508.828","546.809","3,98","703.807","85,4","0","0","7"
"561","87","TINTAL SUR","7","BOSA","1.06","26624","576.903.769.222","42439","735.633.952.561","508.828","546.809","3,98","703.807","85,4","0","0","4"
"562","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","0","0","3"
"563","84","BOSA OCCIDENTAL","7","BOSA","2","165037","430.379.853.645","178960","415.818.720.334","508.828","546.809","3,98","703.807","85,4","0","0","3"
"564","84","BOSA OCCIDENTAL","7","BOSA","2","165037","430.379.853.645","178960","415.818.720.334","508.828","546.809","3,98","703.807","85,4","0","0","4"
"565","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","0","0","5"
"566","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","0","0","1"
"567","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","1","1","1"
"568","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","2","1","5"
"569","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","2","1","6"
"570","85","BOSA CENTRAL","7","BOSA","2","211484","714.656.412.136","221236","309.569.740.428","508.828","546.809","3,98","703.807","85,4","0","0","2"
"571","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1.99","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","3","1","4"
"572","65","ARBORIZADORA","19","CIUDAD BOLIVAR","3","58199","306.264.190.866","60752","198.364.685.823","570.619","593.937","4,09","505.335","83,5","3","1","3"
"573","42","VENECIA","6","TUNJUELITO","2","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","3","1","2"
"574","42","VENECIA","6","TUNJUELITO","3","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","3","1","3"
"575","42","VENECIA","6","TUNJUELITO","3","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","4","1","5"
"576","42","VENECIA","6","TUNJUELITO","2","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","2","1","3"
"577","42","VENECIA","6","TUNJUELITO","2","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","3","1","5"
"578","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","3","1","6"
"579","38","RESTREPO","15","ANTONIO NARIÑO","3.12","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","3","1","3"
"580","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","3","1","3"
"581","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","3","1","3"
"582","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","2","1","5"
"583","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","4","1","3"
"584","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","4","1","5"
"585","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","3","1","2"
"586","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","1","1","4"
"587","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","3","1","3"
"588","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","4","1","7"
"589","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","2","1","2"
"590","36","SAN JOSE","18","RAFAEL URIBE URIBE","3","50085","207.947.107.119","49050","235.877.289.564","378.164","378.78","3,72","591.317","87,06","5","1","5"
"591","36","SAN JOSE","18","RAFAEL URIBE URIBE","3","50085","207.947.107.119","49050","235.877.289.564","378.164","378.78","3,72","591.317","87,06","4","1","3"
"592","36","SAN JOSE","18","RAFAEL URIBE URIBE","3","50085","207.947.107.119","49050","235.877.289.564","378.164","378.78","3,72","591.317","87,06","6","1","6"
"593","34","20 DE JULIO","4","SAN CRISTOBAL","3","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","4","1","6"
"594","34","20 DE JULIO","4","SAN CRISTOBAL","3","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","3","1","1"
"595","34","20 DE JULIO","4","SAN CRISTOBAL","2","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","3","1","5"
"596","34","20 DE JULIO","4","SAN CRISTOBAL","2.63","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","2","1","1"
"597","34","20 DE JULIO","4","SAN CRISTOBAL","2.06","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","2","1","4"
"598","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","6"
"599","32","SAN BLAS","4","SAN CRISTOBAL","1.81","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","5"
"600","32","SAN BLAS","4","SAN CRISTOBAL","1.71","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","6"
"601","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","1"
"602","32","SAN BLAS","4","SAN CRISTOBAL","1.86","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","6"
"603","32","SAN BLAS","4","SAN CRISTOBAL","1","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","0"
"604","32","SAN BLAS","4","SAN CRISTOBAL","1","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","0"
"605","32","SAN BLAS","4","SAN CRISTOBAL","1.06","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","3"
"606","34","20 DE JULIO","4","SAN CRISTOBAL","2","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","2","1","1"
"607","34","20 DE JULIO","4","SAN CRISTOBAL","2","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","1","1","1"
"608","34","20 DE JULIO","4","SAN CRISTOBAL","2","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","2","1","1"
"609","36","SAN JOSE","18","RAFAEL URIBE URIBE","3","50085","207.947.107.119","49050","235.877.289.564","378.164","378.78","3,72","591.317","87,06","2","1","4"
"610","36","SAN JOSE","18","RAFAEL URIBE URIBE","3","50085","207.947.107.119","49050","235.877.289.564","378.164","378.78","3,72","591.317","87,06","3","1","0"
"611","53","MARCO FIDEL SUAREZ","18","RAFAEL URIBE URIBE","2.05","68560","184.536.569.132","65877","35.698.615.353","378.164","378.78","3,72","591.317","87,06","4","1","3"
"612","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","3","1","5"
"613","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","3","1","5"
"614","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","4","1","5"
"615","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","2","1","4"
"616","42","VENECIA","6","TUNJUELITO","2","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","0","0","4"
"617","42","VENECIA","6","TUNJUELITO","2","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","0","0","2"
"618","42","VENECIA","6","TUNJUELITO","2.02","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","1","1","4"
"619","42","VENECIA","6","TUNJUELITO","2","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","1","1","3"
"620","65","ARBORIZADORA","19","CIUDAD BOLIVAR","2.78","58199","306.264.190.866","60752","198.364.685.823","570.619","593.937","4,09","505.335","83,5","0","0","3"
"621","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1.69","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","1","1","4"
"622","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","0","0","1"
"623","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1.01","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","0","0","1"
"624","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","0","0","0"
"625","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1.08","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","0","0","2"
"626","70","JERUSALEM","19","CIUDAD BOLIVAR","1.02","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","3"
"627","65","ARBORIZADORA","19","CIUDAD BOLIVAR","2","58199","306.264.190.866","60752","198.364.685.823","570.619","593.937","4,09","505.335","83,5","0","0","3"
"628","65","ARBORIZADORA","19","CIUDAD BOLIVAR","2","58199","306.264.190.866","60752","198.364.685.823","570.619","593.937","4,09","505.335","83,5","0","0","5"
"629","65","ARBORIZADORA","19","CIUDAD BOLIVAR","2","58199","306.264.190.866","60752","198.364.685.823","570.619","593.937","4,09","505.335","83,5","2","1","4"
"630","42","VENECIA","6","TUNJUELITO","","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","2","1","6"
"631","42","VENECIA","6","TUNJUELITO","3","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","3","1","6"
"632","42","VENECIA","6","TUNJUELITO","","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","5","1","8"
"633","42","VENECIA","6","TUNJUELITO","3","136190","659.377.024.137","144420","219.024.920.058","184.528","182.532","3,63","829.895","87,19","5","1","5"
"634","39","QUIROGA","18","RAFAEL URIBE URIBE","3","94032","384.046.822.311","87121","226.849.943.649","378.164","378.78","3,72","591.317","87,06","4","1","12"
"635","53","MARCO FIDEL SUAREZ","18","RAFAEL URIBE URIBE","2.25","68560","184.536.569.132","65877","35.698.615.353","378.164","378.78","3,72","591.317","87,06","3","1","3"
"636","53","MARCO FIDEL SUAREZ","18","RAFAEL URIBE URIBE","3","68560","184.536.569.132","65877","35.698.615.353","378.164","378.78","3,72","591.317","87,06","4","1","3"
"637","53","MARCO FIDEL SUAREZ","18","RAFAEL URIBE URIBE","2","68560","184.536.569.132","65877","35.698.615.353","378.164","378.78","3,72","591.317","87,06","2","1","1"
"638","53","MARCO FIDEL SUAREZ","18","RAFAEL URIBE URIBE","2","68560","184.536.569.132","65877","35.698.615.353","378.164","378.78","3,72","591.317","87,06","0","0","2"
"639","34","20 DE JULIO","4","SAN CRISTOBAL","2.12","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","2","1","4"
"640","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","1","1","2"
"641","50","LA GLORIA","4","SAN CRISTOBAL","","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","0"
"642","34","20 DE JULIO","4","SAN CRISTOBAL","2","72001","262.535.666.687","92353","351.773.155.874","407.552","404.35","3,73","706.208","83,68","1","1","3"
"643","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","5"
"644","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","4"
"645","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","3"
"646","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","0"
"647","50","LA GLORIA","4","SAN CRISTOBAL","","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","0"
"648","50","LA GLORIA","4","SAN CRISTOBAL","1.89","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","1"
"649","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","4"
"650","50","LA GLORIA","4","SAN CRISTOBAL","1.87","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","2"
"651","55","DIANA TURBAY","18","RAFAEL URIBE URIBE","2","75972","211.433.160.976","79191","374.543.896.683","378.164","378.78","3,72","591.317","87,06","0","0","2"
"652","54","MARRUECOS","18","RAFAEL URIBE URIBE","","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","0","0","0"
"653","54","MARRUECOS","18","RAFAEL URIBE URIBE","2","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","1","1","2"
"654","54","MARRUECOS","18","RAFAEL URIBE URIBE","1.86","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","2","1","2"
"655","54","MARRUECOS","18","RAFAEL URIBE URIBE","1.71","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","2","1","3"
"656","54","MARRUECOS","18","RAFAEL URIBE URIBE","1.94","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","3","1","2"
"657","62","TUNJUELITO","6","TUNJUELITO","2.22","48338","32.724.823.667","57699","176.315.694.126","184.528","182.532","3,63","829.895","87,19","6","1","8"
"658","62","TUNJUELITO","6","TUNJUELITO","1.98","48338","32.724.823.667","57699","176.315.694.126","184.528","182.532","3,63","829.895","87,19","5","1","4"
"659","62","TUNJUELITO","6","TUNJUELITO","","48338","32.724.823.667","57699","176.315.694.126","184.528","182.532","3,63","829.895","87,19","2","1","3"
"660","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","2","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","2","1","8"
"661","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","2","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","1","1","4"
"662","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","2","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","1","1","5"
"663","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","1.93","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","0","0","1"
"664","70","JERUSALEM","19","CIUDAD BOLIVAR","1.02","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","3"
"665","70","JERUSALEM","19","CIUDAD BOLIVAR","1","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","3"
"666","69","ISMAEL PERDOMO","19","CIUDAD BOLIVAR","1","148268","558.606.026.003","163692","293.036.581.025","570.619","593.937","4,09","505.335","83,5","0","0","0"
"667","70","JERUSALEM","19","CIUDAD BOLIVAR","1","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","1"
"668","70","JERUSALEM","19","CIUDAD BOLIVAR","","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","1"
"669","70","JERUSALEM","19","CIUDAD BOLIVAR","1","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","6"
"670","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","1","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","0","0","1"
"671","70","JERUSALEM","19","CIUDAD BOLIVAR","","87775","537.476.344.439","98693","183.622.965.031","570.619","593.937","4,09","505.335","83,5","0","0","2"
"672","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","1.96","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","0","0","1"
"673","66","SAN FRANCISCO","19","CIUDAD BOLIVAR","2","74646","178.603.384.328","76213","426.716.438.139","570.619","593.937","4,09","505.335","83,5","0","0","4"
"674","67","LUCERO","19","CIUDAD BOLIVAR","1.02","153504","586.386.549.887","162669","277.409.159.592","570.619","593.937","4,09","505.335","83,5","0","0","2"
"675","67","LUCERO","19","CIUDAD BOLIVAR","1.34","153504","586.386.549.887","162669","277.409.159.592","570.619","593.937","4,09","505.335","83,5","2","1","4"
"676","62","TUNJUELITO","6","TUNJUELITO","","48338","32.724.823.667","57699","176.315.694.126","184.528","182.532","3,63","829.895","87,19","2","1","2"
"677","62","TUNJUELITO","6","TUNJUELITO","2","48338","32.724.823.667","57699","176.315.694.126","184.528","182.532","3,63","829.895","87,19","5","1","4"
"678","62","TUNJUELITO","6","TUNJUELITO","2","48338","32.724.823.667","57699","176.315.694.126","184.528","182.532","3,63","829.895","87,19","3","1","3"
"679","54","MARRUECOS","18","RAFAEL URIBE URIBE","2","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","2","1","3"
"680","54","MARRUECOS","18","RAFAEL URIBE URIBE","1.29","89511","362.888.498.604","96465","265.825.454.295","378.164","378.78","3,72","591.317","87,06","2","1","4"
"681","55","DIANA TURBAY","18","RAFAEL URIBE URIBE","1.06","75972","211.433.160.976","79191","374.543.896.683","378.164","378.78","3,72","591.317","87,06","0","0","3"
"682","55","DIANA TURBAY","18","RAFAEL URIBE URIBE","1.95","75972","211.433.160.976","79191","374.543.896.683","378.164","378.78","3,72","591.317","87,06","0","0","2"
"683","55","DIANA TURBAY","18","RAFAEL URIBE URIBE","1.74","75972","211.433.160.976","79191","374.543.896.683","378.164","378.78","3,72","591.317","87,06","0","0","0"
"684","55","DIANA TURBAY","18","RAFAEL URIBE URIBE","1.02","75972","211.433.160.976","79191","374.543.896.683","378.164","378.78","3,72","591.317","87,06","0","0","0"
"685","60","PARQUE ENTRENUBES","5","USME","1.11","659","382.019.721.793","1948","0","298.992","314.431","4,07","569.872","82,91","0","0","0"
"686","51","LOS LIBERTADORES","4","SAN CRISTOBAL","1.88","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","5"
"687","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","2"
"688","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","2"
"689","51","LOS LIBERTADORES","4","SAN CRISTOBAL","2","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","3"
"690","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","1"
"691","51","LOS LIBERTADORES","4","SAN CRISTOBAL","2","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
"692","51","LOS LIBERTADORES","4","SAN CRISTOBAL","2","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
"693","51","LOS LIBERTADORES","4","SAN CRISTOBAL","1.85","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
"694","51","LOS LIBERTADORES","4","SAN CRISTOBAL","1.04","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
"695","51","LOS LIBERTADORES","4","SAN CRISTOBAL","","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
"696","51","LOS LIBERTADORES","4","SAN CRISTOBAL","1.74","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
"697","50","LA GLORIA","4","SAN CRISTOBAL","","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","0"
"698","50","LA GLORIA","4","SAN CRISTOBAL","2","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","1"
"699","50","LA GLORIA","4","SAN CRISTOBAL","1.5","15373","38.585.775.934","102299","265.121.012.922","407.552","404.35","3,73","706.208","83,68","0","0","1"
"700","51","LOS LIBERTADORES","4","SAN CRISTOBAL","1","29305","364.939.485.846","73429","2.012.087.013","407.552","404.35","3,73","706.208","83,68","0","0","1"
