DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Población
52;Nariño;Providencia;52565;2007;Total;7.701
52;Nariño;Puerres;52573;2007;Cabecera Municipal;3.258
52;Nariño;Puerres;52573;2007;Centros Poblados y Rural Disperso;5.903
52;Nariño;Puerres;52573;2007;Total;9.161
52;Nariño;Pupiales;52585;2007;Cabecera Municipal;5.810
52;Nariño;Pupiales;52585;2007;Centros Poblados y Rural Disperso;11.683
52;Nariño;Pupiales;52585;2007;Total;17.493
52;Nariño;Ricaurte;52612;2007;Cabecera Municipal;2.215
52;Nariño;Ricaurte;52612;2007;Centros Poblados y Rural Disperso;13.641
52;Nariño;Ricaurte;52612;2007;Total;15.856
52;Nariño;Roberto Payán;52621;2007;Cabecera Municipal;2.686
52;Nariño;Roberto Payán;52621;2007;Centros Poblados y Rural Disperso;9.264
52;Nariño;Roberto Payán;52621;2007;Total;11.950
52;Nariño;Samaniego;52678;2007;Cabecera Municipal;9.350
52;Nariño;Samaniego;52678;2007;Centros Poblados y Rural Disperso;27.089
52;Nariño;Samaniego;52678;2007;Total;36.439
52;Nariño;Sandoná;52683;2007;Cabecera Municipal;9.966
52;Nariño;Sandoná;52683;2007;Centros Poblados y Rural Disperso;14.410
52;Nariño;Sandoná;52683;2007;Total;24.376
52;Nariño;San Bernardo;52685;2007;Cabecera Municipal;2.540
52;Nariño;San Bernardo;52685;2007;Centros Poblados y Rural Disperso;7.076
52;Nariño;San Bernardo;52685;2007;Total;9.616
52;Nariño;San Lorenzo;52687;2007;Cabecera Municipal;2.016
52;Nariño;San Lorenzo;52687;2007;Centros Poblados y Rural Disperso;15.617
52;Nariño;San Lorenzo;52687;2007;Total;17.633
52;Nariño;San Pablo;52693;2007;Cabecera Municipal;4.397
52;Nariño;San Pablo;52693;2007;Centros Poblados y Rural Disperso;12.634
52;Nariño;San Pablo;52693;2007;Total;17.031
52;Nariño;San Pedro de Cartago;52694;2007;Cabecera Municipal;856
52;Nariño;San Pedro de Cartago;52694;2007;Centros Poblados y Rural Disperso;5.533
52;Nariño;San Pedro de Cartago;52694;2007;Total;6.389
52;Nariño;Santa Bárbara;52696;2007;Cabecera Municipal;3.082
52;Nariño;Santa Bárbara;52696;2007;Centros Poblados y Rural Disperso;8.851
52;Nariño;Santa Bárbara;52696;2007;Total;11.933
52;Nariño;Santacruz;52699;2007;Cabecera Municipal;1.513
52;Nariño;Santacruz;52699;2007;Centros Poblados y Rural Disperso;8.613
52;Nariño;Santacruz;52699;2007;Total;10.126
52;Nariño;Sapuyes;52720;2007;Cabecera Municipal;1.604
52;Nariño;Sapuyes;52720;2007;Centros Poblados y Rural Disperso;5.798
52;Nariño;Sapuyes;52720;2007;Total;7.402
52;Nariño;Taminango;52786;2007;Cabecera Municipal;3.881
52;Nariño;Taminango;52786;2007;Centros Poblados y Rural Disperso;14.417
52;Nariño;Taminango;52786;2007;Total;18.298
52;Nariño;Tangua;52788;2007;Cabecera Municipal;2.743
52;Nariño;Tangua;52788;2007;Centros Poblados y Rural Disperso;10.330
52;Nariño;Tangua;52788;2007;Total;13.073
52;Nariño;San Andrés de Tumaco;52835;2007;Cabecera Municipal;78.788
52;Nariño;San Andrés de Tumaco;52835;2007;Centros Poblados y Rural Disperso;132.960
52;Nariño;San Andrés de Tumaco;52835;2007;Total;211.748
52;Nariño;Túquerres;52838;2007;Cabecera Municipal;16.737
52;Nariño;Túquerres;52838;2007;Centros Poblados y Rural Disperso;25.961
52;Nariño;Túquerres;52838;2007;Total;42.698
52;Nariño;Yacuanquer;52885;2007;Cabecera Municipal;2.952
52;Nariño;Yacuanquer;52885;2007;Centros Poblados y Rural Disperso;7.432
52;Nariño;Yacuanquer;52885;2007;Total;10.384
54;Norte de Santander;San José de Cúcuta;54001;2007;Cabecera Municipal;609.232
54;Norte de Santander;San José de Cúcuta;54001;2007;Centros Poblados y Rural Disperso;22.187
54;Norte de Santander;San José de Cúcuta;54001;2007;Total;631.419
54;Norte de Santander;Ábrego;54003;2007;Cabecera Municipal;13.958
54;Norte de Santander;Ábrego;54003;2007;Centros Poblados y Rural Disperso;15.528
54;Norte de Santander;Ábrego;54003;2007;Total;29.486
54;Norte de Santander;Arboledas;54051;2007;Cabecera Municipal;2.228
54;Norte de Santander;Arboledas;54051;2007;Centros Poblados y Rural Disperso;7.282
54;Norte de Santander;Arboledas;54051;2007;Total;9.510
54;Norte de Santander;Bochalema;54099;2007;Cabecera Municipal;2.807
54;Norte de Santander;Bochalema;54099;2007;Centros Poblados y Rural Disperso;4.246
54;Norte de Santander;Bochalema;54099;2007;Total;7.053
54;Norte de Santander;Bucarasica;54109;2007;Cabecera Municipal;456
54;Norte de Santander;Bucarasica;54109;2007;Centros Poblados y Rural Disperso;4.972
54;Norte de Santander;Bucarasica;54109;2007;Total;5.428
54;Norte de Santander;Cácota;54125;2007;Cabecera Municipal;865
54;Norte de Santander;Cácota;54125;2007;Centros Poblados y Rural Disperso;2.020
54;Norte de Santander;Cácota;54125;2007;Total;2.885
54;Norte de Santander;Cáchira;54128;2007;Cabecera Municipal;1.769
54;Norte de Santander;Cáchira;54128;2007;Centros Poblados y Rural Disperso;9.068
54;Norte de Santander;Cáchira;54128;2007;Total;10.837
54;Norte de Santander;Chinácota;54172;2007;Cabecera Municipal;10.078
54;Norte de Santander;Chinácota;54172;2007;Centros Poblados y Rural Disperso;5.298
54;Norte de Santander;Chinácota;54172;2007;Total;15.376
54;Norte de Santander;Chitagá;54174;2007;Cabecera Municipal;3.968
54;Norte de Santander;Chitagá;54174;2007;Centros Poblados y Rural Disperso;6.833
54;Norte de Santander;Chitagá;54174;2007;Total;10.801
54;Norte de Santander;Convención;54206;2007;Cabecera Municipal;7.567
54;Norte de Santander;Convención;54206;2007;Centros Poblados y Rural Disperso;10.288
54;Norte de Santander;Convención;54206;2007;Total;17.855
54;Norte de Santander;Cucutilla;54223;2007;Cabecera Municipal;1.520
54;Norte de Santander;Cucutilla;54223;2007;Centros Poblados y Rural Disperso;6.558
54;Norte de Santander;Cucutilla;54223;2007;Total;8.078
54;Norte de Santander;Durania;54239;2007;Cabecera Municipal;2.214
54;Norte de Santander;Durania;54239;2007;Centros Poblados y Rural Disperso;2.332
54;Norte de Santander;Durania;54239;2007;Total;4.546
54;Norte de Santander;El Carmen;54245;2007;Cabecera Municipal;2.441
54;Norte de Santander;El Carmen;54245;2007;Centros Poblados y Rural Disperso;10.384
54;Norte de Santander;El Carmen;54245;2007;Total;12.825
54;Norte de Santander;El Tarra;54250;2007;Cabecera Municipal;6.090
54;Norte de Santander;El Tarra;54250;2007;Centros Poblados y Rural Disperso;9.002
54;Norte de Santander;El Tarra;54250;2007;Total;15.092
54;Norte de Santander;El Zulia;54261;2007;Cabecera Municipal;13.920
54;Norte de Santander;El Zulia;54261;2007;Centros Poblados y Rural Disperso;8.091
54;Norte de Santander;El Zulia;54261;2007;Total;22.011
54;Norte de Santander;Gramalote;54313;2007;Cabecera Municipal;2.769
54;Norte de Santander;Gramalote;54313;2007;Centros Poblados y Rural Disperso;4.416
54;Norte de Santander;Gramalote;54313;2007;Total;7.185
54;Norte de Santander;Hacarí;54344;2007;Cabecera Municipal;1.248
54;Norte de Santander;Hacarí;54344;2007;Centros Poblados y Rural Disperso;8.065
54;Norte de Santander;Hacarí;54344;2007;Total;9.313
54;Norte de Santander;Herrán;54347;2007;Cabecera Municipal;1.142
54;Norte de Santander;Herrán;54347;2007;Centros Poblados y Rural Disperso;4.704
54;Norte de Santander;Herrán;54347;2007;Total;5.846
54;Norte de Santander;Labateca;54377;2007;Cabecera Municipal;1.638
54;Norte de Santander;Labateca;54377;2007;Centros Poblados y Rural Disperso;4.630
54;Norte de Santander;Labateca;54377;2007;Total;6.268
54;Norte de Santander;La Esperanza;54385;2007;Cabecera Municipal;1.145
54;Norte de Santander;La Esperanza;54385;2007;Centros Poblados y Rural Disperso;6.800
54;Norte de Santander;La Esperanza;54385;2007;Total;7.945
54;Norte de Santander;La Playa;54398;2007;Cabecera Municipal;827
54;Norte de Santander;La Playa;54398;2007;Centros Poblados y Rural Disperso;6.379
54;Norte de Santander;La Playa;54398;2007;Total;7.206
54;Norte de Santander;Los Patios;54405;2007;Cabecera Municipal;66.057
54;Norte de Santander;Los Patios;54405;2007;Centros Poblados y Rural Disperso;2.080
54;Norte de Santander;Los Patios;54405;2007;Total;68.137
54;Norte de Santander;Lourdes;54418;2007;Cabecera Municipal;1.743
54;Norte de Santander;Lourdes;54418;2007;Centros Poblados y Rural Disperso;2.131
54;Norte de Santander;Lourdes;54418;2007;Total;3.874
54;Norte de Santander;Mutiscua;54480;2007;Cabecera Municipal;688
54;Norte de Santander;Mutiscua;54480;2007;Centros Poblados y Rural Disperso;2.881
54;Norte de Santander;Mutiscua;54480;2007;Total;3.569
54;Norte de Santander;Ocaña;54498;2007;Cabecera Municipal;93.622
54;Norte de Santander;Ocaña;54498;2007;Centros Poblados y Rural Disperso;12.130
54;Norte de Santander;Ocaña;54498;2007;Total;105.752
54;Norte de Santander;Pamplona;54518;2007;Cabecera Municipal;44.687
54;Norte de Santander;Pamplona;54518;2007;Centros Poblados y Rural Disperso;4.078
54;Norte de Santander;Pamplona;54518;2007;Total;48.765
54;Norte de Santander;Pamplonita;54520;2007;Cabecera Municipal;973
54;Norte de Santander;Pamplonita;54520;2007;Centros Poblados y Rural Disperso;4.027
54;Norte de Santander;Pamplonita;54520;2007;Total;5.000
54;Norte de Santander;Puerto Santander;54553;2007;Cabecera Municipal;6.253
54;Norte de Santander;Puerto Santander;54553;2007;Centros Poblados y Rural Disperso;405
54;Norte de Santander;Puerto Santander;54553;2007;Total;6.658
54;Norte de Santander;Ragonvalia;54599;2007;Cabecera Municipal;2.800
54;Norte de Santander;Ragonvalia;54599;2007;Centros Poblados y Rural Disperso;2.876
54;Norte de Santander;Ragonvalia;54599;2007;Total;5.676
54;Norte de Santander;Salazar;54660;2007;Cabecera Municipal;3.840
54;Norte de Santander;Salazar;54660;2007;Centros Poblados y Rural Disperso;6.501
54;Norte de Santander;Salazar;54660;2007;Total;10.341
54;Norte de Santander;San Calixto;54670;2007;Cabecera Municipal;1.878
54;Norte de Santander;San Calixto;54670;2007;Centros Poblados y Rural Disperso;8.707
54;Norte de Santander;San Calixto;54670;2007;Total;10.585
54;Norte de Santander;San Cayetano;54673;2007;Cabecera Municipal;2.102
54;Norte de Santander;San Cayetano;54673;2007;Centros Poblados y Rural Disperso;3.235
54;Norte de Santander;San Cayetano;54673;2007;Total;5.337
54;Norte de Santander;Santiago;54680;2007;Cabecera Municipal;1.528
54;Norte de Santander;Santiago;54680;2007;Centros Poblados y Rural Disperso;1.562
54;Norte de Santander;Santiago;54680;2007;Total;3.090
54;Norte de Santander;Sardinata;54720;2007;Cabecera Municipal;8.439
54;Norte de Santander;Sardinata;54720;2007;Centros Poblados y Rural Disperso;14.931
54;Norte de Santander;Sardinata;54720;2007;Total;23.370
54;Norte de Santander;Silos;54743;2007;Cabecera Municipal;858
54;Norte de Santander;Silos;54743;2007;Centros Poblados y Rural Disperso;4.873
54;Norte de Santander;Silos;54743;2007;Total;5.731
54;Norte de Santander;Teorama;54800;2007;Cabecera Municipal;2.297
54;Norte de Santander;Teorama;54800;2007;Centros Poblados y Rural Disperso;12.505
54;Norte de Santander;Teorama;54800;2007;Total;14.802
54;Norte de Santander;Tibú;54810;2007;Cabecera Municipal;17.159
54;Norte de Santander;Tibú;54810;2007;Centros Poblados y Rural Disperso;28.057
54;Norte de Santander;Tibú;54810;2007;Total;45.216
54;Norte de Santander;Toledo;54820;2007;Cabecera Municipal;4.983
54;Norte de Santander;Toledo;54820;2007;Centros Poblados y Rural Disperso;10.203
54;Norte de Santander;Toledo;54820;2007;Total;15.186
54;Norte de Santander;Villa Caro;54871;2007;Cabecera Municipal;1.985
54;Norte de Santander;Villa Caro;54871;2007;Centros Poblados y Rural Disperso;2.895
54;Norte de Santander;Villa Caro;54871;2007;Total;4.880
54;Norte de Santander;Villa del Rosario;54874;2007;Cabecera Municipal;90.531
54;Norte de Santander;Villa del Rosario;54874;2007;Centros Poblados y Rural Disperso;2.969
54;Norte de Santander;Villa del Rosario;54874;2007;Total;93.500
63;Quindio;Armenia;63001;2007;Cabecera Municipal;270.587
63;Quindio;Armenia;63001;2007;Centros Poblados y Rural Disperso;7.058
63;Quindio;Armenia;63001;2007;Total;277.645
63;Quindio;Buenavista;63111;2007;Cabecera Municipal;1.231
63;Quindio;Buenavista;63111;2007;Centros Poblados y Rural Disperso;1.868
63;Quindio;Buenavista;63111;2007;Total;3.099
63;Quindio;Calarcá;63130;2007;Cabecera Municipal;54.165
63;Quindio;Calarcá;63130;2007;Centros Poblados y Rural Disperso;14.836
63;Quindio;Calarcá;63130;2007;Total;69.001
63;Quindio;Circasia;63190;2007;Cabecera Municipal;18.990
63;Quindio;Circasia;63190;2007;Centros Poblados y Rural Disperso;6.720
63;Quindio;Circasia;63190;2007;Total;25.710
63;Quindio;Córdoba;63212;2007;Cabecera Municipal;3.160
63;Quindio;Córdoba;63212;2007;Centros Poblados y Rural Disperso;2.305
63;Quindio;Córdoba;63212;2007;Total;5.465
63;Quindio;Filandia;63272;2007;Cabecera Municipal;6.126
63;Quindio;Filandia;63272;2007;Centros Poblados y Rural Disperso;5.610
63;Quindio;Filandia;63272;2007;Total;11.736
63;Quindio;Génova;63302;2007;Cabecera Municipal;4.897
63;Quindio;Génova;63302;2007;Centros Poblados y Rural Disperso;3.568
63;Quindio;Génova;63302;2007;Total;8.465
63;Quindio;La Tebaida;63401;2007;Cabecera Municipal;27.051
63;Quindio;La Tebaida;63401;2007;Centros Poblados y Rural Disperso;3.122
63;Quindio;La Tebaida;63401;2007;Total;30.173
63;Quindio;Montenegro;63470;2007;Cabecera Municipal;29.648
63;Quindio;Montenegro;63470;2007;Centros Poblados y Rural Disperso;6.508
63;Quindio;Montenegro;63470;2007;Total;36.156
63;Quindio;Pijao;63548;2007;Cabecera Municipal;3.692
63;Quindio;Pijao;63548;2007;Centros Poblados y Rural Disperso;2.565
63;Quindio;Pijao;63548;2007;Total;6.257
63;Quindio;Quimbaya;63594;2007;Cabecera Municipal;25.372
63;Quindio;Quimbaya;63594;2007;Centros Poblados y Rural Disperso;6.590
63;Quindio;Quimbaya;63594;2007;Total;31.962
63;Quindio;Salento;63690;2007;Cabecera Municipal;3.648
63;Quindio;Salento;63690;2007;Centros Poblados y Rural Disperso;4.485
63;Quindio;Salento;63690;2007;Total;8.133
66;Risaralda;Pereira;66001;2007;Cabecera Municipal;358.399
66;Risaralda;Pereira;66001;2007;Centros Poblados y Rural Disperso;75.233
66;Risaralda;Pereira;66001;2007;Total;433.632
66;Risaralda;Apía;66045;2007;Cabecera Municipal;5.660
66;Risaralda;Apía;66045;2007;Centros Poblados y Rural Disperso;7.998
66;Risaralda;Apía;66045;2007;Total;13.658
66;Risaralda;Balboa;66075;2007;Cabecera Municipal;1.784
66;Risaralda;Balboa;66075;2007;Centros Poblados y Rural Disperso;5.670
66;Risaralda;Balboa;66075;2007;Total;7.454
66;Risaralda;Belén de Umbría;66088;2007;Cabecera Municipal;12.029
66;Risaralda;Belén de Umbría;66088;2007;Centros Poblados y Rural Disperso;13.394
66;Risaralda;Belén de Umbría;66088;2007;Total;25.423
66;Risaralda;Dosquebradas;66170;2007;Cabecera Municipal;179.117
66;Risaralda;Dosquebradas;66170;2007;Centros Poblados y Rural Disperso;11.707
66;Risaralda;Dosquebradas;66170;2007;Total;190.824
66;Risaralda;Guática;66318;2007;Cabecera Municipal;3.402
66;Risaralda;Guática;66318;2007;Centros Poblados y Rural Disperso;9.510
66;Risaralda;Guática;66318;2007;Total;12.912
66;Risaralda;La Celia;66383;2007;Cabecera Municipal;3.029
66;Risaralda;La Celia;66383;2007;Centros Poblados y Rural Disperso;5.169
66;Risaralda;La Celia;66383;2007;Total;8.198
66;Risaralda;La Virginia;66400;2007;Cabecera Municipal;28.005
66;Risaralda;La Virginia;66400;2007;Centros Poblados y Rural Disperso;690
66;Risaralda;La Virginia;66400;2007;Total;28.695
66;Risaralda;Marsella;66440;2007;Cabecera Municipal;8.917
66;Risaralda;Marsella;66440;2007;Centros Poblados y Rural Disperso;10.007
66;Risaralda;Marsella;66440;2007;Total;18.924
66;Risaralda;Mistrató;66456;2007;Cabecera Municipal;3.831
66;Risaralda;Mistrató;66456;2007;Centros Poblados y Rural Disperso;11.358
66;Risaralda;Mistrató;66456;2007;Total;15.189
66;Risaralda;Pueblo Rico;66572;2007;Cabecera Municipal;2.602
66;Risaralda;Pueblo Rico;66572;2007;Centros Poblados y Rural Disperso;11.862
66;Risaralda;Pueblo Rico;66572;2007;Total;14.464
66;Risaralda;Quinchía;66594;2007;Cabecera Municipal;7.207
66;Risaralda;Quinchía;66594;2007;Centros Poblados y Rural Disperso;21.507
66;Risaralda;Quinchía;66594;2007;Total;28.714
66;Risaralda;Santa Rosa de Cabal;66682;2007;Cabecera Municipal;59.030
66;Risaralda;Santa Rosa de Cabal;66682;2007;Centros Poblados y Rural Disperso;17.920
66;Risaralda;Santa Rosa de Cabal;66682;2007;Total;76.950
66;Risaralda;Santuario;66687;2007;Cabecera Municipal;6.723
66;Risaralda;Santuario;66687;2007;Centros Poblados y Rural Disperso;7.640
66;Risaralda;Santuario;66687;2007;Total;14.363
68;Santander;Bucaramanga;68001;2007;Cabecera Municipal;489.630
68;Santander;Bucaramanga;68001;2007;Centros Poblados y Rural Disperso;10.630
68;Santander;Bucaramanga;68001;2007;Total;500.260
68;Santander;Aguada;68013;2007;Cabecera Municipal;281
68;Santander;Aguada;68013;2007;Centros Poblados y Rural Disperso;1.722
68;Santander;Aguada;68013;2007;Total;2.003
68;Santander;Albania;68020;2007;Cabecera Municipal;468
68;Santander;Albania;68020;2007;Centros Poblados y Rural Disperso;4.171
68;Santander;Albania;68020;2007;Total;4.639
68;Santander;Aratoca;68051;2007;Cabecera Municipal;1.872
68;Santander;Aratoca;68051;2007;Centros Poblados y Rural Disperso;5.934
68;Santander;Aratoca;68051;2007;Total;7.806
68;Santander;Barbosa;68077;2007;Cabecera Municipal;19.554
68;Santander;Barbosa;68077;2007;Centros Poblados y Rural Disperso;6.666
68;Santander;Barbosa;68077;2007;Total;26.220
68;Santander;Barichara;68079;2007;Cabecera Municipal;2.742
68;Santander;Barichara;68079;2007;Centros Poblados y Rural Disperso;6.543
68;Santander;Barichara;68079;2007;Total;9.285
68;Santander;Barrancabermeja;68081;2007;Cabecera Municipal;162.054
68;Santander;Barrancabermeja;68081;2007;Centros Poblados y Rural Disperso;22.737
68;Santander;Barrancabermeja;68081;2007;Total;184.791
68;Santander;Betulia;68092;2007;Cabecera Municipal;1.150
68;Santander;Betulia;68092;2007;Centros Poblados y Rural Disperso;4.680
68;Santander;Betulia;68092;2007;Total;5.830
68;Santander;Bolívar;68101;2007;Cabecera Municipal;1.566
68;Santander;Bolívar;68101;2007;Centros Poblados y Rural Disperso;13.385
68;Santander;Bolívar;68101;2007;Total;14.951
68;Santander;Cabrera;68121;2007;Cabecera Municipal;356
68;Santander;Cabrera;68121;2007;Centros Poblados y Rural Disperso;1.716
68;Santander;Cabrera;68121;2007;Total;2.072
68;Santander;California;68132;2007;Cabecera Municipal;742
68;Santander;California;68132;2007;Centros Poblados y Rural Disperso;1.057
68;Santander;California;68132;2007;Total;1.799
68;Santander;Capitanejo;68147;2007;Cabecera Municipal;3.292
68;Santander;Capitanejo;68147;2007;Centros Poblados y Rural Disperso;2.919
68;Santander;Capitanejo;68147;2007;Total;6.211
68;Santander;Carcasí;68152;2007;Cabecera Municipal;1.051
68;Santander;Carcasí;68152;2007;Centros Poblados y Rural Disperso;3.934
68;Santander;Carcasí;68152;2007;Total;4.985
68;Santander;Cepitá;68160;2007;Cabecera Municipal;474
68;Santander;Cepitá;68160;2007;Centros Poblados y Rural Disperso;1.666
68;Santander;Cepitá;68160;2007;Total;2.140
68;Santander;Cerrito;68162;2007;Cabecera Municipal;2.854
68;Santander;Cerrito;68162;2007;Centros Poblados y Rural Disperso;3.601
68;Santander;Cerrito;68162;2007;Total;6.455
68;Santander;Charalá;68167;2007;Cabecera Municipal;6.578
68;Santander;Charalá;68167;2007;Centros Poblados y Rural Disperso;6.974
68;Santander;Charalá;68167;2007;Total;13.552
68;Santander;Charta;68169;2007;Cabecera Municipal;586
68;Santander;Charta;68169;2007;Centros Poblados y Rural Disperso;2.529
68;Santander;Charta;68169;2007;Total;3.115
68;Santander;Chimá;68176;2007;Cabecera Municipal;712
68;Santander;Chimá;68176;2007;Centros Poblados y Rural Disperso;2.465
68;Santander;Chimá;68176;2007;Total;3.177
68;Santander;Chipatá;68179;2007;Cabecera Municipal;570
68;Santander;Chipatá;68179;2007;Centros Poblados y Rural Disperso;4.994
68;Santander;Chipatá;68179;2007;Total;5.564
68;Santander;Cimitarra;68190;2007;Cabecera Municipal;10.709
68;Santander;Cimitarra;68190;2007;Centros Poblados y Rural Disperso;16.867
68;Santander;Cimitarra;68190;2007;Total;27.576
68;Santander;Concepción;68207;2007;Cabecera Municipal;2.587
68;Santander;Concepción;68207;2007;Centros Poblados y Rural Disperso;3.591
68;Santander;Concepción;68207;2007;Total;6.178
68;Santander;Confines;68209;2007;Cabecera Municipal;547
68;Santander;Confines;68209;2007;Centros Poblados y Rural Disperso;2.282
68;Santander;Confines;68209;2007;Total;2.829
68;Santander;Contratación;68211;2007;Cabecera Municipal;2.709
68;Santander;Contratación;68211;2007;Centros Poblados y Rural Disperso;1.117
68;Santander;Contratación;68211;2007;Total;3.826
68;Santander;Coromoro;68217;2007;Cabecera Municipal;655
68;Santander;Coromoro;68217;2007;Centros Poblados y Rural Disperso;5.021
68;Santander;Coromoro;68217;2007;Total;5.676
68;Santander;Curití;68229;2007;Cabecera Municipal;3.765
68;Santander;Curití;68229;2007;Centros Poblados y Rural Disperso;7.677
68;Santander;Curití;68229;2007;Total;11.442
68;Santander;El Carmen de Chucurí;68235;2007;Cabecera Municipal;2.608
68;Santander;El Carmen de Chucurí;68235;2007;Centros Poblados y Rural Disperso;15.743
68;Santander;El Carmen de Chucurí;68235;2007;Total;18.351
68;Santander;El Guacamayo;68245;2007;Cabecera Municipal;564
68;Santander;El Guacamayo;68245;2007;Centros Poblados y Rural Disperso;1.814
68;Santander;El Guacamayo;68245;2007;Total;2.378
68;Santander;El Peñón;68250;2007;Cabecera Municipal;610
68;Santander;El Peñón;68250;2007;Centros Poblados y Rural Disperso;5.011
68;Santander;El Peñón;68250;2007;Total;5.621
68;Santander;El Playón;68255;2007;Cabecera Municipal;5.842
68;Santander;El Playón;68255;2007;Centros Poblados y Rural Disperso;7.584
68;Santander;El Playón;68255;2007;Total;13.426
68;Santander;Encino;68264;2007;Cabecera Municipal;451
68;Santander;Encino;68264;2007;Centros Poblados y Rural Disperso;2.278
68;Santander;Encino;68264;2007;Total;2.729
68;Santander;Enciso;68266;2007;Cabecera Municipal;684
68;Santander;Enciso;68266;2007;Centros Poblados y Rural Disperso;3.208
68;Santander;Enciso;68266;2007;Total;3.892
68;Santander;Florián;68271;2007;Cabecera Municipal;1.052
68;Santander;Florián;68271;2007;Centros Poblados y Rural Disperso;4.937
68;Santander;Florián;68271;2007;Total;5.989
68;Santander;Floridablanca;68276;2007;Cabecera Municipal;231.497
68;Santander;Floridablanca;68276;2007;Centros Poblados y Rural Disperso;9.895
68;Santander;Floridablanca;68276;2007;Total;241.392
68;Santander;Galán;68296;2007;Cabecera Municipal;725
68;Santander;Galán;68296;2007;Centros Poblados y Rural Disperso;2.388
68;Santander;Galán;68296;2007;Total;3.113
68;Santander;Gámbita;68298;2007;Cabecera Municipal;564
68;Santander;Gámbita;68298;2007;Centros Poblados y Rural Disperso;3.879
68;Santander;Gámbita;68298;2007;Total;4.443
68;Santander;Girón;68307;2007;Cabecera Municipal;106.803
68;Santander;Girón;68307;2007;Centros Poblados y Rural Disperso;16.801
68;Santander;Girón;68307;2007;Total;123.604
68;Santander;Guaca;68318;2007;Cabecera Municipal;1.472
68;Santander;Guaca;68318;2007;Centros Poblados y Rural Disperso;5.077
68;Santander;Guaca;68318;2007;Total;6.549
68;Santander;Guadalupe;68320;2007;Cabecera Municipal;1.589
68;Santander;Guadalupe;68320;2007;Centros Poblados y Rural Disperso;3.697
68;Santander;Guadalupe;68320;2007;Total;5.286
68;Santander;Guapotá;68322;2007;Cabecera Municipal;551
68;Santander;Guapotá;68322;2007;Centros Poblados y Rural Disperso;1.835
68;Santander;Guapotá;68322;2007;Total;2.386
68;Santander;Guavatá;68324;2007;Cabecera Municipal;923
68;Santander;Guavatá;68324;2007;Centros Poblados y Rural Disperso;3.938
68;Santander;Guavatá;68324;2007;Total;4.861
68;Santander;Güepsa;68327;2007;Cabecera Municipal;2.517
68;Santander;Güepsa;68327;2007;Centros Poblados y Rural Disperso;2.070
68;Santander;Güepsa;68327;2007;Total;4.587
68;Santander;Hato;68344;2007;Cabecera Municipal;591
68;Santander;Hato;68344;2007;Centros Poblados y Rural Disperso;1.714
68;Santander;Hato;68344;2007;Total;2.305
68;Santander;Jesús María;68368;2007;Cabecera Municipal;739
68;Santander;Jesús María;68368;2007;Centros Poblados y Rural Disperso;2.856
68;Santander;Jesús María;68368;2007;Total;3.595
68;Santander;Jordán;68370;2007;Cabecera Municipal;76
68;Santander;Jordán;68370;2007;Centros Poblados y Rural Disperso;1.197
68;Santander;Jordán;68370;2007;Total;1.273
68;Santander;La Belleza;68377;2007;Cabecera Municipal;1.527
68;Santander;La Belleza;68377;2007;Centros Poblados y Rural Disperso;5.461
68;Santander;La Belleza;68377;2007;Total;6.988
68;Santander;Landázuri;68385;2007;Cabecera Municipal;2.612
68;Santander;Landázuri;68385;2007;Centros Poblados y Rural Disperso;7.878
68;Santander;Landázuri;68385;2007;Total;10.490
68;Santander;La Paz;68397;2007;Cabecera Municipal;731
68;Santander;La Paz;68397;2007;Centros Poblados y Rural Disperso;4.943
68;Santander;La Paz;68397;2007;Total;5.674
68;Santander;Lebrija;68406;2007;Cabecera Municipal;16.818
68;Santander;Lebrija;68406;2007;Centros Poblados y Rural Disperso;18.228
68;Santander;Lebrija;68406;2007;Total;35.046
68;Santander;Los Santos;68418;2007;Cabecera Municipal;1.358
68;Santander;Los Santos;68418;2007;Centros Poblados y Rural Disperso;10.877
68;Santander;Los Santos;68418;2007;Total;12.235
68;Santander;Macaravita;68425;2007;Cabecera Municipal;268
68;Santander;Macaravita;68425;2007;Centros Poblados y Rural Disperso;2.703
68;Santander;Macaravita;68425;2007;Total;2.971
68;Santander;Málaga;68432;2007;Cabecera Municipal;16.073
68;Santander;Málaga;68432;2007;Centros Poblados y Rural Disperso;3.122
68;Santander;Málaga;68432;2007;Total;19.195
68;Santander;Matanza;68444;2007;Cabecera Municipal;1.338
68;Santander;Matanza;68444;2007;Centros Poblados y Rural Disperso;3.905
68;Santander;Matanza;68444;2007;Total;5.243
68;Santander;Mogotes;68464;2007;Cabecera Municipal;3.692
68;Santander;Mogotes;68464;2007;Centros Poblados y Rural Disperso;7.276
68;Santander;Mogotes;68464;2007;Total;10.968
68;Santander;Molagavita;68468;2007;Cabecera Municipal;607
68;Santander;Molagavita;68468;2007;Centros Poblados y Rural Disperso;4.627
68;Santander;Molagavita;68468;2007;Total;5.234
68;Santander;Ocamonte;68498;2007;Cabecera Municipal;663
68;Santander;Ocamonte;68498;2007;Centros Poblados y Rural Disperso;4.703
68;Santander;Ocamonte;68498;2007;Total;5.366
68;Santander;Oiba;68500;2007;Cabecera Municipal;4.077
68;Santander;Oiba;68500;2007;Centros Poblados y Rural Disperso;5.976
68;Santander;Oiba;68500;2007;Total;10.053
68;Santander;Onzaga;68502;2007;Cabecera Municipal;1.127
