DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Población
76;Valle del Cauca;Ginebra;76306;2010;Centros Poblados y Rural Disperso;11.963
76;Valle del Cauca;Ginebra;76306;2010;Total;21.556
76;Valle del Cauca;Guacarí;76318;2010;Cabecera Municipal;19.682
76;Valle del Cauca;Guacarí;76318;2010;Centros Poblados y Rural Disperso;13.022
76;Valle del Cauca;Guacarí;76318;2010;Total;32.704
76;Valle del Cauca;Jamundí;76364;2010;Cabecera Municipal;104.328
76;Valle del Cauca;Jamundí;76364;2010;Centros Poblados y Rural Disperso;32.787
76;Valle del Cauca;Jamundí;76364;2010;Total;137.115
76;Valle del Cauca;La Cumbre;76377;2010;Cabecera Municipal;2.780
76;Valle del Cauca;La Cumbre;76377;2010;Centros Poblados y Rural Disperso;12.632
76;Valle del Cauca;La Cumbre;76377;2010;Total;15.412
76;Valle del Cauca;La Unión;76400;2010;Cabecera Municipal;25.333
76;Valle del Cauca;La Unión;76400;2010;Centros Poblados y Rural Disperso;7.106
76;Valle del Cauca;La Unión;76400;2010;Total;32.439
76;Valle del Cauca;La Victoria;76403;2010;Cabecera Municipal;9.545
76;Valle del Cauca;La Victoria;76403;2010;Centros Poblados y Rural Disperso;4.056
76;Valle del Cauca;La Victoria;76403;2010;Total;13.601
76;Valle del Cauca;Obando;76497;2010;Cabecera Municipal;9.184
76;Valle del Cauca;Obando;76497;2010;Centros Poblados y Rural Disperso;4.416
76;Valle del Cauca;Obando;76497;2010;Total;13.600
76;Valle del Cauca;Palmira;76520;2010;Cabecera Municipal;267.574
76;Valle del Cauca;Palmira;76520;2010;Centros Poblados y Rural Disperso;67.093
76;Valle del Cauca;Palmira;76520;2010;Total;334.667
76;Valle del Cauca;Pradera;76563;2010;Cabecera Municipal;40.516
76;Valle del Cauca;Pradera;76563;2010;Centros Poblados y Rural Disperso;6.289
76;Valle del Cauca;Pradera;76563;2010;Total;46.805
76;Valle del Cauca;Restrepo;76606;2010;Cabecera Municipal;9.439
76;Valle del Cauca;Restrepo;76606;2010;Centros Poblados y Rural Disperso;5.819
76;Valle del Cauca;Restrepo;76606;2010;Total;15.258
76;Valle del Cauca;Riofrío;76616;2010;Cabecera Municipal;6.763
76;Valle del Cauca;Riofrío;76616;2010;Centros Poblados y Rural Disperso;9.426
76;Valle del Cauca;Riofrío;76616;2010;Total;16.189
76;Valle del Cauca;Roldanillo;76622;2010;Cabecera Municipal;26.296
76;Valle del Cauca;Roldanillo;76622;2010;Centros Poblados y Rural Disperso;10.927
76;Valle del Cauca;Roldanillo;76622;2010;Total;37.223
76;Valle del Cauca;San Pedro;76670;2010;Cabecera Municipal;6.911
76;Valle del Cauca;San Pedro;76670;2010;Centros Poblados y Rural Disperso;9.341
76;Valle del Cauca;San Pedro;76670;2010;Total;16.252
76;Valle del Cauca;Sevilla;76736;2010;Cabecera Municipal;33.968
76;Valle del Cauca;Sevilla;76736;2010;Centros Poblados y Rural Disperso;13.139
76;Valle del Cauca;Sevilla;76736;2010;Total;47.107
76;Valle del Cauca;Toro;76823;2010;Cabecera Municipal;10.116
76;Valle del Cauca;Toro;76823;2010;Centros Poblados y Rural Disperso;5.449
76;Valle del Cauca;Toro;76823;2010;Total;15.565
76;Valle del Cauca;Trujillo;76828;2010;Cabecera Municipal;8.845
76;Valle del Cauca;Trujillo;76828;2010;Centros Poblados y Rural Disperso;11.265
76;Valle del Cauca;Trujillo;76828;2010;Total;20.110
76;Valle del Cauca;Tuluá;76834;2010;Cabecera Municipal;166.874
76;Valle del Cauca;Tuluá;76834;2010;Centros Poblados y Rural Disperso;34.630
76;Valle del Cauca;Tuluá;76834;2010;Total;201.504
76;Valle del Cauca;Ulloa;76845;2010;Cabecera Municipal;2.524
76;Valle del Cauca;Ulloa;76845;2010;Centros Poblados y Rural Disperso;3.242
76;Valle del Cauca;Ulloa;76845;2010;Total;5.766
76;Valle del Cauca;Versalles;76863;2010;Cabecera Municipal;4.309
76;Valle del Cauca;Versalles;76863;2010;Centros Poblados y Rural Disperso;4.347
76;Valle del Cauca;Versalles;76863;2010;Total;8.656
76;Valle del Cauca;Vijes;76869;2010;Cabecera Municipal;7.199
76;Valle del Cauca;Vijes;76869;2010;Centros Poblados y Rural Disperso;4.972
76;Valle del Cauca;Vijes;76869;2010;Total;12.171
76;Valle del Cauca;Yotoco;76890;2010;Cabecera Municipal;7.841
76;Valle del Cauca;Yotoco;76890;2010;Centros Poblados y Rural Disperso;7.946
76;Valle del Cauca;Yotoco;76890;2010;Total;15.787
76;Valle del Cauca;Yumbo;76892;2010;Cabecera Municipal;85.852
76;Valle del Cauca;Yumbo;76892;2010;Centros Poblados y Rural Disperso;13.022
76;Valle del Cauca;Yumbo;76892;2010;Total;98.874
76;Valle del Cauca;Zarzal;76895;2010;Cabecera Municipal;31.374
76;Valle del Cauca;Zarzal;76895;2010;Centros Poblados y Rural Disperso;9.687
76;Valle del Cauca;Zarzal;76895;2010;Total;41.061
81;Arauca;Arauca;81001;2010;Cabecera Municipal;64.087
81;Arauca;Arauca;81001;2010;Centros Poblados y Rural Disperso;10.910
81;Arauca;Arauca;81001;2010;Total;74.997
81;Arauca;Arauquita;81065;2010;Cabecera Municipal;12.013
81;Arauca;Arauquita;81065;2010;Centros Poblados y Rural Disperso;30.014
81;Arauca;Arauquita;81065;2010;Total;42.027
81;Arauca;Cravo Norte;81220;2010;Cabecera Municipal;2.508
81;Arauca;Cravo Norte;81220;2010;Centros Poblados y Rural Disperso;1.655
81;Arauca;Cravo Norte;81220;2010;Total;4.163
81;Arauca;Fortul;81300;2010;Cabecera Municipal;7.540
81;Arauca;Fortul;81300;2010;Centros Poblados y Rural Disperso;7.514
81;Arauca;Fortul;81300;2010;Total;15.054
81;Arauca;Puerto Rondón;81591;2010;Cabecera Municipal;2.559
81;Arauca;Puerto Rondón;81591;2010;Centros Poblados y Rural Disperso;1.455
81;Arauca;Puerto Rondón;81591;2010;Total;4.014
81;Arauca;Saravena;81736;2010;Cabecera Municipal;37.539
81;Arauca;Saravena;81736;2010;Centros Poblados y Rural Disperso;12.880
81;Arauca;Saravena;81736;2010;Total;50.419
81;Arauca;Tame;81794;2010;Cabecera Municipal;24.209
81;Arauca;Tame;81794;2010;Centros Poblados y Rural Disperso;13.630
81;Arauca;Tame;81794;2010;Total;37.839
85;Casanare;Yopal;85001;2010;Cabecera Municipal;121.458
85;Casanare;Yopal;85001;2010;Centros Poblados y Rural Disperso;20.090
85;Casanare;Yopal;85001;2010;Total;141.548
85;Casanare;Aguazul;85010;2010;Cabecera Municipal;23.065
85;Casanare;Aguazul;85010;2010;Centros Poblados y Rural Disperso;9.270
85;Casanare;Aguazul;85010;2010;Total;32.335
85;Casanare;Chámeza;85015;2010;Cabecera Municipal;1.247
85;Casanare;Chámeza;85015;2010;Centros Poblados y Rural Disperso;1.182
85;Casanare;Chámeza;85015;2010;Total;2.429
85;Casanare;Hato Corozal;85125;2010;Cabecera Municipal;4.552
85;Casanare;Hato Corozal;85125;2010;Centros Poblados y Rural Disperso;6.688
85;Casanare;Hato Corozal;85125;2010;Total;11.240
85;Casanare;La Salina;85136;2010;Cabecera Municipal;513
85;Casanare;La Salina;85136;2010;Centros Poblados y Rural Disperso;800
85;Casanare;La Salina;85136;2010;Total;1.313
85;Casanare;Maní;85139;2010;Cabecera Municipal;9.775
85;Casanare;Maní;85139;2010;Centros Poblados y Rural Disperso;5.478
85;Casanare;Maní;85139;2010;Total;15.253
85;Casanare;Monterrey;85162;2010;Cabecera Municipal;10.621
85;Casanare;Monterrey;85162;2010;Centros Poblados y Rural Disperso;4.592
85;Casanare;Monterrey;85162;2010;Total;15.213
85;Casanare;Nunchía;85225;2010;Cabecera Municipal;1.692
85;Casanare;Nunchía;85225;2010;Centros Poblados y Rural Disperso;6.212
85;Casanare;Nunchía;85225;2010;Total;7.904
85;Casanare;Orocué;85230;2010;Cabecera Municipal;4.663
85;Casanare;Orocué;85230;2010;Centros Poblados y Rural Disperso;5.468
85;Casanare;Orocué;85230;2010;Total;10.131
85;Casanare;Paz de Ariporo;85250;2010;Cabecera Municipal;22.136
85;Casanare;Paz de Ariporo;85250;2010;Centros Poblados y Rural Disperso;9.223
85;Casanare;Paz de Ariporo;85250;2010;Total;31.359
85;Casanare;Pore;85263;2010;Cabecera Municipal;5.917
85;Casanare;Pore;85263;2010;Centros Poblados y Rural Disperso;4.680
85;Casanare;Pore;85263;2010;Total;10.597
85;Casanare;Recetor;85279;2010;Cabecera Municipal;260
85;Casanare;Recetor;85279;2010;Centros Poblados y Rural Disperso;1.499
85;Casanare;Recetor;85279;2010;Total;1.759
85;Casanare;Sabanalarga;85300;2010;Cabecera Municipal;1.656
85;Casanare;Sabanalarga;85300;2010;Centros Poblados y Rural Disperso;1.762
85;Casanare;Sabanalarga;85300;2010;Total;3.418
85;Casanare;Sácama;85315;2010;Cabecera Municipal;920
85;Casanare;Sácama;85315;2010;Centros Poblados y Rural Disperso;886
85;Casanare;Sácama;85315;2010;Total;1.806
85;Casanare;San Luis de Palenque;85325;2010;Cabecera Municipal;2.711
85;Casanare;San Luis de Palenque;85325;2010;Centros Poblados y Rural Disperso;4.957
85;Casanare;San Luis de Palenque;85325;2010;Total;7.668
85;Casanare;Támara;85400;2010;Cabecera Municipal;1.598
85;Casanare;Támara;85400;2010;Centros Poblados y Rural Disperso;5.139
85;Casanare;Támara;85400;2010;Total;6.737
85;Casanare;Tauramena;85410;2010;Cabecera Municipal;12.149
